"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","Arms Act","12434","18952","20482","19701","23908","",""
"1970-01-01T05:30:00Z","Opium Act","9460","10662","10659","10462","11169","",""
"1970-01-01T05:30:00Z","Gambling Act","111074","135626","138586","163815","164037","",""
"1970-01-01T05:30:00Z","Excise Act","NA","NA","NA","NA","67559","",""
"1970-01-01T05:30:00Z","Prohibition Act","275220","225929","251559","278695","440908","",""
"1970-01-01T05:30:00Z","Explosives and Explosive Substances Act","1264","1491","1804","3182","2962","",""
"1970-01-01T05:30:00Z","Suppression of Immoral Traffic in Women & Girls Act","5363","7295","4751","6738**","7746","",""
"1970-01-01T05:30:00Z","Motor Vehicles Act","958497","1149983","1008541","1112694","1014720","",""
"1970-01-01T05:30:00Z","Customs Act","NA","NA","NA","NA","48","",""
"1970-01-01T05:30:00Z","Prevention of Corruption Act","NA","NA","NA","NA","361","",""
"1970-01-01T05:30:00Z","Railways Act","NA","NA","NA","NA","22125","",""
"1970-01-01T05:30:00Z","Offences under other Local & Special Laws declared to be Cognizable but not included above","1289955","1386694","1356766","1289230","1156553","",""
"1970-01-01T05:30:00Z","Total","2663267","2936632","2793148","2884517","2912096","",""
