"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","58","102","1782","35931","37873",""
"1970-01-01T05:30:00Z","State","Assam","40","72","1495","16466","18073",""
"1970-01-01T05:30:00Z","State","Bihar","62","160","2574","32198","34994",""
"1970-01-01T05:30:00Z","State","Gujarat","39","78","1409","32105","33631",""
"1970-01-01T05:30:00Z","State","Haryana","20","31","335","8105","8401",""
"1970-01-01T05:30:00Z","State","Himachal Pradesh","15","23","276","5188","5502",""
"1970-01-01T05:30:00Z","State","Jammu and Kashmir","16","19","210","6049","6294",""
"1970-01-01T05:30:00Z","State","Kerala","24","56","618","15985","16683",""
"1970-01-01T05:30:00Z","State","Madhya Pradesh","80","228","2426","32752","35486",""
"1970-01-01T05:30:00Z","State","Maharashtra","78","190","3734","65624","69626",""
"1970-01-01T05:30:00Z","State","Manipur","9","23","223","2155","2410",""
"1970-01-01T05:30:00Z","State","Mysore","45","88","1392","28093","29618",""
"1970-01-01T05:30:00Z","State","Nagaland","5","9","92","2432","2538",""
"1970-01-01T05:30:00Z","State","Orissa","43","69","1663","16183","17958",""
"1970-01-01T05:30:00Z","State","Punjab","38","77","892","16857","17864",""
"1970-01-01T05:30:00Z","State","Rajasthan","53","152","1681","28291","30177",""
"1970-01-01T05:30:00Z","State","Tamil Nadu","62","146","2461","35867","38536",""
"1970-01-01T05:30:00Z","State","Tripura","9","18","220","2484","2731",""
"1970-01-01T05:30:00Z","State","Uttar Pradesh","184","543","6063","60996","67786",""
"1970-01-01T05:30:00Z","State","West Bengal","91","179","5033","36017","41320",""
"1970-01-01T05:30:00Z","State","Total (States)","971","2263","34579","479778","517591",""
"1970-01-01T05:30:00Z","UT","A & N Islands","1","4","30","295","330",""
"1970-01-01T05:30:00Z","UT","Chandigarh","1","2","56","771","830",""
"1970-01-01T05:30:00Z","UT","D & N Haveli","NA","NA","4","57","61",""
"1970-01-01T05:30:00Z","UT","Delhi","22","62","1450","11322","12856",""
"1970-01-01T05:30:00Z","UT","Goa, Daman & Diu","2","7","54","1319","1382",""
"1970-01-01T05:30:00Z","UT","Lakshadweep","NA","1","11","203","215",""
"1970-01-01T05:30:00Z","UT","Pondicherry","5","NA","72","894","971",""
"1970-01-01T05:30:00Z","UT","Total (UTs)","31","76","1677","14861","16645",""
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","1002","2339","36256","494639","534236",""
"1970-01-01T05:30:00Z","City","Ahmedabad","6","9","228","3608","3851",""
"1970-01-01T05:30:00Z","City","Bangalore","6","11","229","5144","5390",""
"1970-01-01T05:30:00Z","City","Bombay","13","37","1297","13311","14658",""
"1970-01-01T05:30:00Z","City","Calcutta","18","36","1243","11216","12513",""
"1970-01-01T05:30:00Z","City","Delhi","22","62","1450","11322","12856",""
"1970-01-01T05:30:00Z","City","Hyderabad","8","15","319","5580","5922",""
"1970-01-01T05:30:00Z","City","Kanpur","2","6","175","1990","2173",""
"1970-01-01T05:30:00Z","City","Madras","6","16","315","3682","4019",""
"1970-01-01T05:30:00Z","City","Total (Cities)","81","192","5256","55853","61382",""
