"Date","Code","CommodityId","CommodityName","DistrictName","DistrictCode","Stock","CommodityStock","TotalStock"
"1970-01-01T05:30:00Z","State","Andhra Pradesh","10860","7769","36.88","20.88","56.62",""
"1970-01-01T05:30:00Z","State","Assam","7964","1294","53.43","4.25","7.95",""
"1970-01-01T05:30:00Z","State","Bihar","24637","1737","69.75","2.22","3.18",""
"1970-01-01T05:30:00Z","State","Gujarat","10202","4210","54.61","23.46","42.96",""
"1970-01-01T05:30:00Z","State","Haryana","2419","1306","25.33","14.66","57.88",""
"1970-01-01T05:30:00Z","State","Himachal Pradesh","368","198","1.8","0.13","7.22",""
"1970-01-01T05:30:00Z","State","Jammu & Kashmir","798","413","4.19","2.73","65.16",""
"1970-01-01T05:30:00Z","State","Kerala","3939","1830","14.6","4.85","33.22",""
"1970-01-01T05:30:00Z","State","Madhya Pradesh","30336","11406","86.64","33.1","38.2",""
"1970-01-01T05:30:00Z","State","Maharashtra","42814","13806","282.7","98.08","34.69",""
"1970-01-01T05:30:00Z","State","Manipur","117","45","0.55","0.22","40",""
"1970-01-01T05:30:00Z","State","Mysore","6330","5408","52.78","28.36","53.73",""
"1970-01-01T05:30:00Z","State","Nagaland","339","156","0.31","0.31","100",""
"1970-01-01T05:30:00Z","State","Orissa","9114","3826","2.59","5.79","22.36",""
"1970-01-01T05:30:00Z","State","Punjab","2227","785","37.72","16.33","43.29",""
"1970-01-01T05:30:00Z","State","Rajasthan","7218","3685","64.78","46.92","72.42",""
"1970-01-01T05:30:00Z","State","Tamil Nadu","14865","11953","34.96","22.38","64.02",""
"1970-01-01T05:30:00Z","State","Tripura","865","53","1.14","0.12","10.53",""
"1970-01-01T05:30:00Z","State","Uttar Pradesh","64225","7626","486.49","54.95","11.3",""
"1970-01-01T05:30:00Z","State","West Bengal","27347","5867","120.17","27.5","22.88",""
"1970-01-01T05:30:00Z","State","Total (States)","266984","83373","1431.42","407.24","28.25",""
"1970-01-01T05:30:00Z","UT","A & N Islands","62","36","0.11","0.1","90.91",""
"1970-01-01T05:30:00Z","UT","Chandigarh","721","233","9.81","7.38","75.23",""
"1970-01-01T05:30:00Z","UT","D & N Haveli","27","13","0.07","0.02","28.57",""
"1970-01-01T05:30:00Z","UT","Delhi","16583","2090","182.34","73.3","40.2",""
"1970-01-01T05:30:00Z","UT","Goa, Daman & Diu","371","189","2.44","1.05","43.03",""
"1970-01-01T05:30:00Z","UT","Lakshadweep","5","3","N4","NA","NA",""
"1970-01-01T05:30:00Z","UT","Pondicherry","486","285","0.71","0.28","39.44",""
"1970-01-01T05:30:00Z","UT","Total (UTs)","18255","2849","195.45","82.13","42.01",""
"1970-01-01T05:30:00Z","Total (All-India)","Total (All-India)","285239","86222","1626.9","489.37","30.08",""
"1970-01-01T05:30:00Z","City","Ahmedabad","1180","529","12.8","6.33","49.45",""
"1970-01-01T05:30:00Z","City","Bangalore","4307","1982","20.58","9.27","45.04",""
"1970-01-01T05:30:00Z","City","Bombay","12758","2821","168.49","67.49","40.05",""
"1970-01-01T05:30:00Z","City","Calcutta","4225","1534","63.38","23.26","36.53",""
"1970-01-01T05:30:00Z","City","Delhi","15928","1973","161.9","70.63","43.63",""
"1970-01-01T05:30:00Z","City","Hyderabad","2041","1019","7.61","4.85","63.73",""
"1970-01-01T05:30:00Z","City","Kanpur","3016","312","13.59","1.59","11.7",""
"1970-01-01T05:30:00Z","City","Madras","4392","3658","15.12","12.6","83.33",""
"1970-01-01T05:30:00Z","City","Total (Cities)","47847","13828","463.47","196.02","42.29",""
