Category,States/ UTs/Cities,Murder - 2002,Murder - 2003,Murder - % Variation,Attempt to Commit Murder - 2002,Attempt to Commit Murder - 2003,Attempt to Commit Murder - % Variation,C.H. not Amounting to Murder - 2002,C.H. not Amounting to Murder - 2003,C.H. not Amounting to Murder - % Variation,Rape Total - 2002,Rape Total - 2003,Rape Total - % Variation,Rape Custodial - 2002,Rape Custodial - 2003,Rape Custodial - % Variation,Rape Other - 2002,Rape Other - 2003,Rape Other - % Variation,Kidnapping & Abduction Total - 2002,Kidnapping & Abduction Total - 2003,Kidnapping & Abduction Total - % Variation,Kidnapping & Abduction of Women & Girls - 2002,Kidnapping & Abduction of Women & Girls - 2003,Kidnapping & Abduction of Women & Girls - % Variation,Kidnapping & Abduction of Others - 2002,Kidnapping & Abduction of Others - 2003,Kidnapping & Abduction of Others - % Variation,Dacoity - 2002,Dacoity - 2003,Dacoity - % Variation,Preparation & Assembly for Dacoity - 2002,Preparation & Assembly for Dacoity - 2003,Preparation & Assembly for Dacoity - % Variation,Robbery - 2002,Robbery - 2003,Robbery - % Variation,Burglary - 2002,Burglary - 2003,Burglary - % Variation,Theft Total - 2002,Theft Total - 2003,Theft Total - % Variation,Theft Auto Theft - 2002,Theft Auto Theft - 2003,Theft Auto Theft - % Variation,Theft Other Theft - 2002,Theft Other Theft - 2003,Theft Other Theft - % Variation,Riots - 2002,Riots - 2003,Riots - % Variation,Criminal Breach of Trust - 2002,Criminal Breach of Trust - 2003,Criminal Breach of Trust - % Variation,Cheating - 2002,Cheating - 2003,Cheating - % Variation,Counterfeiting - 2002,Counterfeiting - 2003,Counterfeiting - % Variation,Arson - 2002,Arson - 2003,Arson - % Variation,Hurt - 2002,Hurt - 2003,Hurt - % Variation,Dowry Deaths - 2002,Dowry Deaths - 2003,Dowry Deaths - % Variation,Molestation - 2002,Molestation - 2003,Molestation - % Variation,Sexual Harassment - 2002,Sexual Harassment - 2003,Sexual Harassment - % Variation,Cruelty by Husband and Relatives - 2002,Cruelty by Husband and Relatives - 2003,Cruelty by Husband and Relatives - % Variation,Importation of Girls - 2002,Importation of Girls - 2003,Importation of Girls - % Variation,Causing Death by Negligence - 2002,Causing Death by Negligence - 2003,Causing Death by Negligence - % Variation,Other IPC Crimes - 2002,Other IPC Crimes - 2003,Other IPC Crimes - % Variation,Total Cognizable Crimes Under IPC - 2002,Total Cognizable Crimes Under IPC - 2003,Total Cognizable Crimes Under IPC - % Variation,Note of Attempt to Commit Murder - % Variation,Note of C.H. not Amounting to Murder - % Variation,Note of Rape Total - % Variation,Note of Importation of Girls - % Variation,Note of Causing Death by Negligence - % Variation,Note of Cruelty by Husband and Relatives - % Variation,Note of Rape Custodial - % Variation,Note of Rape Other - % Variation,Note of Kidnapping & Abduction of Women & Girls - % Variation,Note of Dacoity - % Variation,Note of Theft Auto Theft - % Variation,Note of Counterfeiting - % Variation,Note of Arson - % Variation,Note of Hurt - % Variation,Note of Dowry Deaths - % Variation,Note of Molestation - % Variation,Note of Sexual Harassment - % Variation
State,Sikkim,13,14,7.7,5,7,40,2,3,50,6,10,66.7,0,0,0,6,10,66.7,9,0,-100,2,0,-100,7,0,-100,0,2,NA,0,0,0,5,3,-40,66,48,-27.3,64,65,1.6,5,3,-40,59,62,5.1,15,10,-33.3,3,7,133.3,48,12,-75,0,3,NA,2,2,0,50,56,12,0,0,0,17,25,47.1,0,0,0,3,1,-66.7,0,0,0,7,18,157.1,170,157,-7.6,485,443,-8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,@,NA,NA,NA,NA,NA
State,Tamil Nadu,1723,1591,-7.7,2133,1843,-13.6,36,28,-22.2,534,557,4.3,0,1,NA,534,556,4.1,1001,879,-12.2,714,632,-11.5,287,247,-13.9,176,95,-46,25,43,72,653,514,-21.3,5533,4849,-12.4,18755,18213,-2.9,4671,4581,-1.9,14084,13632,-3.2,4252,3706,-12.8,288,307,6.6,2017,1904,-5.6,121,63,-47.9,850,791,-6.9,25150,30228,20.2,243,220,-9.5,1877,2022,7.7,1718,881,-48.7,1052,1555,47.8,0,1,NA,10125,9112,-10,88680,77784,-12.3,166942,157186,-5.8,NA,NA,NA,@,NA,NA,@,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State,Tripura,201,254,26.4,38,87,128.9,1,0,-100,108,114,5.6,0,0,0,108,114,5.6,128,146,14.1,48,29,-39.6,80,117,46.3,29,36,24.1,0,0,0,56,69,23.2,192,167,-13,270,276,2.2,51,10,-80.4,219,266,21.5,180,274,52.2,12,3,-75,20,25,25,7,3,-57.1,40,83,107.5,518,534,3.1,16,20,25,128,127,-0.8,0,0,0,236,247,4.7,0,0,0,46,109,137,849,940,10.7,3075,3514,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State,Uttar Pradesh,6825,5284,-22.6,6283,3793,-39.6,1243,1525,22.7,1415,911,-35.6,1,0,-100,1414,911,-35.6,3430,2208,-35.6,2298,1499,-34.8,1132,709,-37.4,552,317,-42.6,59,196,232.2,2840,1988,-30,6126,4016,-34.4,22419,15751,-29.7,6353,5605,-11.8,16066,10146,-36.8,4878,2251,-53.9,2738,1746,-36.2,5026,2911,-42.1,127,226,78,643,297,-53.8,13947,7760,-44.4,1893,1322,-30.2,2145,1098,-48.8,1887,4970,163.4,5679,2626,-53.8,0,0,0,7313,4428,-39.5,48569,29449,-39.4,146037,95073,-34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State,Uttaranchal,292,268,-8.2,249,236,-5.2,47,31,-34,89,107,20.2,0,0,0,89,107,20.2,198,171,-13.6,155,134,-13.5,43,37,-14,32,26,-18.8,6,3,-50,177,160,-9.6,554,557,0.5,1365,1368,0.2,374,400,7,991,968,-2.3,342,392,14.6,145,138,-4.8,312,379,21.5,8,8,0,40,33,-17.5,760,687,-9.6,66,93,40.9,145,136,-6.2,97,98,1,316,317,0.3,1,0,-100,440,362,-17.7,2295,2353,2.5,7976,7923,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State,West Bengal,1444,1425,-1.3,413,400,-3.1,540,484,-10.4,759,1002,32,0,0,0,759,1002,32,831,902,8.5,694,801,15.4,137,101,-26.3,204,217,6.4,646,883,36.7,544,598,9.9,348,342,-1.7,12449,12613,1.3,2458,2581,5,9991,10032,0.4,2461,2596,5.5,451,378,-16.2,1315,1534,16.7,98,153,56.1,114,87,-23.7,3112,4172,34.1,273,329,20.5,964,1186,23,34,71,108.8,4069,4948,21.6,1,1,0,2703,2300,-14.9,25189,24553,-2.5,58962,61174,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State,Total (States),34663,32143,-7.3,29854,25476,-14.7,3546,3961,11.7,15939,15327,-3.8,3,1,-66.7,15936,15326,-3.8,20449,18776,-8.2,13552,12451,-8.1,6897,6325,-8.3,6045,5260,-13,1773,2194,23.7,18221,17034,-6.5,93484,90455,-3.2,228472,227713,-0.3,58284,60971,4.6,170188,166742,-2,68485,56978,-16.8,13516,12938,-4.3,43930,45124,2.7,1468,2001,36.3,11728,9268,-21,261825,258465,-1.3,6681,6075,-9.1,33381,32366,-3,9970,12187,22.2,49027,49385,0.7,76,46,-39.5,63431,60073,-5.3,705715,676866,-4.1,1721679,1660111,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union Territory,A & N Islands,17,21,23.5,3,4,33.3,1,1,0,2,2,0,0,0,0,2,2,0,2,2,0,1,2,100,1,0,-100,1,2,100,0,0,0,7,7,0,49,56,14.3,49,60,22.4,2,3,50,47,57,21.3,11,19,72.7,4,3,-25,11,13,18.2,0,0,0,2,8,300,97,110,13.4,0,0,0,17,9,-47.1,3,2,-33.3,4,7,75,0,0,0,0,0,0,328,318,-3,608,644,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union Territory,Chandigarh,31,21,-32.3,35,15,-57.1,7,2,-71.4,18,18,0,0,0,0,18,18,0,54,32,-40.7,47,28,-40.4,7,4,-42.9,1,3,200,1,1,0,26,12,-53.8,336,204,-39.3,1647,1238,-24.8,617,552,-10.5,1030,686,-33.4,78,46,-41,35,32,-8.6,181,209,15.5,5,2,-60,5,4,-20,107,71,-33.6,1,1,0,36,11,-69.4,28,4,-85.7,56,93,66.1,0,0,0,7,8,14.3,1111,779,-29.9,3806,2806,-26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union Territory,D & N Haveli,11,11,0,2,5,150,0,0,0,4,1,-75,0,0,0,4,1,-75,9,7,-22.2,5,4,-20,4,3,-25,3,4,33.3,0,0,0,1,6,500,38,41,7.9,75,61,-18.7,38,15,-60.5,37,46,24.3,5,17,240,12,8,-33.3,10,13,30,0,2,NA,2,4,100,29,22,-24.1,0,0,0,3,4,33.3,0,0,0,3,2,-33.3,0,0,0,0,1,NA,142,129,-9.2,349,338,-3.2,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,NA
Union Territory,Daman & Diu,8,6,-25,3,3,0,0,0,0,0,5,NA,0,0,0,0,5,NA,3,1,-66.7,2,1,-50,1,0,-100,2,4,100,0,0,0,1,1,0,56,41,-26.8,56,46,-17.9,35,25,-28.6,21,21,0,16,31,93.8,5,8,60,10,8,-20,0,6,NA,2,1,-50,18,14,-22.2,0,1,NA,0,3,NA,0,0,0,3,0,-100,0,0,0,0,6,NA,78,84,7.7,261,269,3.1,NA,NA,@,NA,@,NA,NA,@,NA,NA,NA,@,NA,NA,@,@,NA
Union Territory,Delhi,531,485,-8.7,440,407,-7.5,68,65,-4.4,403,490,21.6,0,0,0,403,490,21.6,1323,1156,-12.6,893,797,-10.8,430,359,-16.5,47,28,-40.4,67,107,59.7,502,441,-12.2,2360,1898,-19.6,16625,15544,-6.5,7434,7445,0.1,9191,8099,-11.9,139,80,-42.4,444,431,-2.9,2098,2079,-0.9,46,43,-6.5,57,60,5.3,1851,1708,-7.7,135,130,-3.7,446,489,9.6,128,105,-18,135,1211,797,0,0,0,416,402,-3.4,20876,20045,-4,49137,47404,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union Territory,Lakshadweep,0,0,0,0,0,0,0,0,0,1,2,100,0,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,-33.3,12,8,-33.3,0,1,NA,12,7,-41.7,18,4,-77.8,0,0,0,0,0,0,0,0,0,2,2,0,5,1,-80,0,0,0,1,1,0,0,0,0,0,1,NA,0,0,0,0,0,0,5,6,20,53,31,-41.5,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA
Union Territory,Pondicherry,29,29,0,43,32,-25.6,2,0,-100,6,2,-66.7,0,0,0,6,2,-66.7,10,18,80,6,13,116.7,4,5,25,2,2,0,0,0,0,6,11,83.3,129,126,-2.3,526,567,7.8,258,295,14.3,268,272,1.5,193,159,-17.6,11,12,9.1,31,32,3.2,3,1,-66.7,22,18,-18.2,1093,1053,-3.7,5,1,-80,59,56,-5.1,26,27,3.8,9,4,-55.6,0,0,0,190,182,-4.2,2042,2185,7,4437,4517,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union Territory,Total (UTs),627,573,-8.6,526,466,-11.4,78,68,-12.8,434,520,19.8,0,0,0,434,520,19.8,1401,1216,-13.2,954,845,-11.4,447,371,-17,56,43,-23.2,68,108,58.8,543,478,-12,2977,2372,-20.3,18990,17524,-7.7,8384,8336,-0.6,10606,9188,-13.4,460,356,-22.6,511,494,-3.3,2341,2354,0.6,54,54,0,92,97,5.4,3200,2979,-6.9,141,133,-5.7,562,573,2,185,138,-25.4,210,1318,527.6,0,0,0,613,599,-2.3,24582,23546,-4.2,58651,56009,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Total (All-India),Total (All-India),35290,32716,-7.3,30380,25942,-14.6,3624,4029,11.2,16373,15847,-3.2,3,1,-66.7,16370,15846,-3.2,21850,19992,-8.5,14506,13296,-8.3,7344,6696,-8.8,6101,5303,-13.1,1841,2302,25,18764,17512,-6.7,96461,92827,-3.8,247462,245237,-0.9,66668,69307,4,180794,175930,-2.7,68945,57334,-16.8,14027,13432,-4.2,46271,47478,2.6,1522,2055,35,11820,9365,-20.8,265025,261444,-1.4,6822,6208,-9,33943,32939,-3,10155,12325,21.4,49237,50703,3,76,46,-39.5,64044,60672,-5.3,730297,700412,-4.1,1780330,1716120,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Agra,158,61,-61.4,159,53,-66.7,28,19,-32.1,41,11,-73.2,0,0,0,41,11,-73.2,139,65,-53.2,102,53,-48,37,12,-67.6,18,16,-11.1,2,0,-100,107,30,-72,272,149,-45.2,1059,582,-45,589,375,-36.3,470,207,-56,260,83,-68.1,166,58,-65.1,297,94,-68.4,6,21,250,19,1,-94.7,558,213,-61.8,50,26,-48,86,30,-65.1,82,44,-46.3,372,140,-62.4,0,0,0,0,30,NA,1738,501,-71.2,5617,2227,-60.4,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Ahmedabad,222,90,-59.5,143,68,-52.4,0,3,NA,12,18,50,0,0,0,12,18,50,153,157,2.6,92,96,4.3,61,61,0,219,31,-85.8,4,6,50,206,365,77.2,643,959,49.1,4007,5377,34.2,1950,2287,17.3,2057,3090,50.2,626,212,-66.1,128,294,129.7,245,394,60.8,14,6,-57.1,13,10,-23.1,1398,1371,-1.9,6,3,-50,36,50,38.9,18,30,66.7,433,595,37.4,0,0,0,0,173,NA,5953,5987,0.6,14479,16199,11.9,NA,@,NA,NA,@,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Allahabad,36,49,36.1,61,39,-36.1,10,7,-30,17,2,-88.2,0,0,0,17,2,-88.2,31,21,-32.3,25,18,-28,6,3,-50,1,8,700,0,0,0,21,20,-4.8,87,70,-19.5,407,232,-43,187,151,-19.3,220,81,-63.2,44,27,-38.6,45,28,-37.8,220,71,-67.7,6,4,-33.3,0,3,NA,89,31,-65.2,6,8,33.3,8,3,-62.5,36,14,-61.1,59,37,-37.3,0,0,0,86,66,-23.3,568,332,-41.5,1838,1072,-41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA
City,Amritsar,39,41,5.1,17,22,29.4,1,3,200,4,11,175,0,0,0,4,11,175,25,32,28,20,29,45,5,3,-40,2,0,-100,7,5,-28.6,5,14,180,128,126,-1.6,119,144,21,65,81,24.6,54,63,16.7,6,2,-66.7,22,19,-13.6,113,144,27.4,3,4,33.3,1,1,0,132,139,5.3,6,3,-50,10,7,-30,0,4,NA,59,43,-27.1,0,0,0,52,30,-42.3,326,349,7.1,1077,1143,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,@
City,Asansol,11,28,154.5,0,5,NA,4,5,25,1,8,700,0,0,0,1,8,700,3,11,266.7,0,11,NA,3,0,-100,0,2,NA,34,73,114.7,5,9,80,1,8,700,39,75,92.3,15,15,0,24,60,150,8,37,362.5,7,1,-85.7,9,20,122.2,0,1,NA,1,0,-100,2,100,4900,2,4,100,1,19,1800,0,1,NA,28,128,357.1,0,0,0,1,64,6300,206,728,253.4,363,1327,265.6,@,NA,NA,NA,NA,NA,NA,NA,@,@,NA,@,NA,NA,NA,NA,@
City,Bangalore,201,216,7.5,311,280,-10,4,1,-75,32,34,6.3,0,0,0,32,34,6.3,159,132,-17,58,11,-81,101,121,19.8,27,46,70.4,47,46,-2.1,365,311,-14.8,2084,1713,-17.8,7081,7123,0.6,2754,2682,-2.6,4327,4441,2.6,284,273,-3.9,180,241,33.9,1788,1780,-0.4,107,87,-18.7,1,0,-100,4029,3847,-4.5,33,34,3,237,213,-10.1,62,39,-37.1,242,213,-12,0,0,0,45,84,86.7,11801,12547,6.3,29120,29260,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Bhopal,40,39,-2.5,62,88,41.9,0,0,0,56,58,3.6,0,0,0,56,58,3.6,32,48,50,14,42,200,18,6,-66.7,0,1,NA,3,3,0,89,87,-2.2,862,814,-5.6,1367,1449,6,551,660,19.8,816,789,-3.3,71,62,-12.7,26,28,7.7,93,89,-4.3,4,16,300,7,16,128.6,421,557,32.3,13,11,-15.4,175,168,-4,41,15,-63.4,114,120,5.3,0,0,0,94,124,31.9,7596,7987,5.1,11166,11780,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,NA
City,Chennai,90,71,-21.1,294,279,-5.1,5,4,-20,26,38,46.2,0,1,NA,26,37,42.3,44,34,-22.7,21,0,-100,23,34,47.8,14,6,-57.1,0,0,0,97,74,-23.7,570,649,13.9,2791,3779,35.4,444,959,116,2347,2820,20.2,52,43,-17.3,13,19,46.2,644,627,-2.6,2,8,300,0,1,NA,812,749,-7.8,20,18,-10,61,90,47.5,941,212,-77.5,106,159,50,0,0,0,491,547,11.4,1453,1173,-19.3,8526,8580,0.6,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,@,NA,NA,NA,NA
City,Coimbatore,16,22,37.5,22,17,-22.7,0,0,0,2,4,100,0,0,0,2,4,100,10,6,-40,4,1,-75,6,5,-16.7,2,3,50,0,0,0,12,29,141.7,161,173,7.5,1067,993,-6.9,390,374,-4.1,677,619,-8.6,93,106,14,13,27,107.7,61,69,13.1,4,3,-25,4,1,-75,127,115,-9.4,7,1,-85.7,14,18,28.6,16,6,-62.5,28,24,-14.3,0,0,0,185,159,-14.1,1382,1411,2.1,3226,3187,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Delhi (CITY),438,401,-8.4,373,330,-11.5,65,50,-23.1,320,406,26.9,0,0,0,320,406,26.9,1086,968,-10.9,759,673,-11.3,327,295,-9.8,42,22,-47.6,65,102,56.9,432,372,-13.9,2027,1566,-22.7,15626,14322,-8.3,7070,6886,-2.6,8556,7436,-13.1,111,59,-46.8,411,389,-5.4,1987,1962,-1.3,45,43,-4.4,51,54,5.9,1594,1495,-6.2,108,100,-7.4,356,406,14,116,81,-30.2,127,1163,815.7,0,0,0,364,348,-4.4,18414,17322,-5.9,44158,41961,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Dhanbad,88,36,-59.1,42,10,-76.2,13,2,-84.6,40,21,-47.5,0,0,0,40,21,-47.5,77,25,-67.5,58,22,-62.1,19,3,-84.2,72,14,-80.6,14,3,-78.6,64,21,-67.2,151,82,-45.7,513,231,-55,36,28,-22.2,477,203,-57.4,239,102,-57.3,40,2,-95,64,32,-50,1,0,-100,9,0,-100,133,307,130.8,36,11,-69.4,57,5,-91.2,3,0,-100,28,2,-92.9,0,0,0,0,0,0,1558,1023,-34.3,3242,1929,-40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Faridabad,29,29,0,12,14,16.7,2,1,-50,16,15,-6.3,0,0,0,16,15,-6.3,34,41,20.6,24,34,41.7,10,7,-30,0,2,NA,12,12,0,13,5,-61.5,173,189,9.2,515,498,-3.3,369,356,-3.5,146,142,-2.7,37,48,29.7,69,74,7.2,45,30,-33.3,1,5,400,2,0,-100,96,123,28.1,10,4,-60,7,7,0,857,778,-9.2,50,76,52,0,0,0,6,6,0,2319,2030,-12.5,4305,3987,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,NA
City,Hyderabad,117,124,6,109,132,21.1,3,5,66.7,57,57,0,0,0,0,57,57,0,115,155,34.8,61,64,4.9,54,91,68.5,11,18,63.6,2,1,-50,68,91,33.8,1348,1875,39.1,3777,6574,74.1,1224,2195,79.3,2553,4379,71.5,128,231,80.5,127,158,24.4,1734,2093,20.7,21,21,0,8,68,750,3714,4595,23.7,24,42,75,138,165,19.6,123,296,140.7,590,1082,83.4,0,0,0,440,489,11.1,1759,1980,12.6,14413,20252,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Indore,84,53,-36.9,99,99,0,1,3,200,61,54,-11.5,0,0,0,61,54,-11.5,35,48,37.1,21,34,61.9,14,14,0,2,4,100,4,7,75,119,128,7.6,826,826,0,2563,2494,-2.7,1307,1386,6,1256,1108,-11.8,89,95,6.7,40,48,20,111,111,0,6,5,-16.7,20,30,50,882,785,-11,13,15,15.4,132,161,22,46,62,34.8,162,226,39.5,0,0,0,195,205,5.1,6188,6827,10.3,11678,12286,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Jabalpur,36,65,80.6,118,92,-22,4,0,-100,47,61,29.8,0,0,0,47,61,29.8,16,24,50,12,18,50,4,6,50,1,2,100,1,0,-100,92,82,-10.9,441,531,20.4,801,944,17.9,363,408,12.4,438,536,22.4,43,79,83.7,4,19,375,69,75,8.7,6,2,-66.7,11,5,-54.5,2118,2538,19.8,26,21,-19.2,120,139,15.8,49,102,108.2,82,71,-13.4,0,0,0,90,0,-100,2560,2138,-16.5,6735,6990,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Jaipur,41,50,22,89,88,-1.1,6,7,16.7,42,35,-16.7,0,0,0,42,35,-16.7,186,158,-15.1,169,137,-18.9,17,21,23.5,0,2,NA,4,1,-75,65,42,-35.4,712,675,-5.2,2339,2553,9.1,1007,1213,20.5,1332,1340,0.6,1108,918,-17.1,186,192,3.2,1135,1147,1.1,16,17,6.3,18,18,0,861,862,0.1,17,14,-17.6,119,95,-20.2,0,0,0,397,347,-12.6,0,0,0,342,344,0.6,4075,4014,-1.5,11758,11579,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,NA
City,Jamshedpur,60,71,18.3,153,112,-26.8,4,2,-50,56,48,-14.3,0,0,0,56,48,-14.3,43,43,0,18,40,122.2,25,3,-88,7,21,200,1,4,300,27,47,74.1,138,157,13.8,510,553,8.4,133,122,-8.3,377,431,14.3,106,145,36.8,58,25,-56.9,58,91,56.9,0,0,0,13,3,-76.9,0,352,NA,5,16,220,27,27,0,0,0,0,61,73,19.7,0,0,0,0,153,NA,1078,607,-43.7,2405,2550,6,NA,NA,NA,NA,@,NA,NA,NA,NA,NA,NA,NA,NA,@,NA,NA,NA
City,Kanpur,202,187,-7.4,166,107,-35.5,24,38,58.3,30,24,-20,0,0,0,30,24,-20,163,84,-48.5,126,58,-54,37,26,-29.7,16,7,-56.3,3,3,0,106,67,-36.8,268,167,-37.7,1153,830,-28,629,588,-6.5,524,242,-53.8,156,61,-60.9,158,71,-55.1,223,119,-46.6,4,5,25,17,7,-58.8,664,328,-50.6,50,43,-14,75,39,-48,123,144,17.1,307,106,-65.5,0,0,0,419,260,-37.9,1581,921,-41.7,5908,3618,-38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Kochi,6,21,250,39,28,-28.2,4,7,75,8,11,37.5,0,0,0,8,11,37.5,5,11,120,3,5,66.7,2,6,200,17,26,52.9,0,0,0,84,66,-21.4,331,304,-8.2,669,486,-27.4,168,145,-13.7,501,341,-31.9,202,220,8.9,18,19,5.6,188,290,54.3,4,1,-75,10,15,50,502,531,5.8,1,0,-100,56,77,37.5,4,7,75,57,54,-5.3,0,0,0,4,1,-75,4315,4654,7.9,6524,6829,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Kolkata,58,52,-10.3,148,123,-16.9,15,13,-13.3,33,36,9.1,0,0,0,33,36,9.1,107,108,0.9,74,85,14.9,33,23,-30.3,18,33,83.3,58,60,3.4,166,173,4.2,190,144,-24.2,3716,3684,-0.9,980,929,-5.2,2736,2755,0.7,242,200,-17.4,256,222,-13.3,859,990,15.3,44,95,115.9,0,0,0,1173,1225,4.4,4,16,300,160,185,15.6,24,57,137.5,235,222,-5.5,0,0,0,444,447,0.7,2713,2629,-3.1,10663,10714,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Lucknow,109,103,-5.5,123,69,-43.9,26,18,-30.8,22,20,-9.1,0,0,0,22,20,-9.1,163,81,-50.3,119,64,-46.2,44,17,-61.4,20,5,-75,0,1,@,120,93,-22.5,576,301,-47.7,2015,962,-52.3,796,118,-85.2,1219,844,-30.8,159,77,-51.6,164,144,-12.2,341,266,-22,4,11,175,6,6,0,55,48,-12.7,35,19,-45.7,47,36,-23.4,102,267,161.8,324,194,-40.1,0,0,0,227,233,2.6,2316,1323,-42.9,6954,4277,-38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Ludhiana,62,58,-6.5,72,58,-19.4,11,5,-54.5,37,33,-10.8,0,0,0,37,33,-10.8,123,80,-35,86,46,-46.5,37,34,-8.1,1,1,0,17,18,5.9,11,12,9.1,334,336,0.6,697,722,3.6,363,358,-1.4,334,364,9,0,0,0,54,45,-16.7,382,330,-13.6,5,8,60,17,9,-47.1,308,260,-15.6,15,5,-66.7,84,70,-16.7,120,159,32.5,136,111,-18.4,0,0,0,160,173,8.1,2599,1763,-32.2,5245,4256,-18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Madurai,22,27,22.7,71,39,-45.1,0,1,NA,7,7,0,0,0,0,7,7,0,26,24,-7.7,12,16,33.3,14,8,-42.9,6,5,-16.7,14,0,-100,25,12,-52,176,83,-52.8,756,468,-38.1,228,82,-64,528,386,-26.9,77,64,-16.9,11,5,-54.5,124,115,-7.3,8,2,-75,12,6,-50,232,224,-3.4,6,10,66.7,23,29,26.1,123,49,-60.2,25,35,40,0,0,0,104,84,-19.2,1841,1964,6.7,3689,3253,-11.8,NA,@,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
City,Meerut,64,74,15.6,71,58,-18.3,3,3,NA,12,14,16.7,0,0,0,12,14,16.7,66,46,-30.3,45,28,-37.8,21,18,-14.3,6,4,-33.3,9,10,11.1,61,42,-31.1,124,116,-6.5,545,485,-11,303,274,-9.6,242,211,-12.8,51,36,-29.4,48,42,-12.5,114,71,-37.7,4,11,175,2,1,-50,193,19,-90.2,9,10,11.1,19,13,-31.6,62,153,146.8,142,141,-0.7,0,0,0,47,159,238.3,682,133,-80.5,2334,1641,-29.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
