States/ UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Madhya Pradesh,Rewa,57,46,0,41,0,41,36,11,25,8,7,59,723,393,149,244,49,7,16,0,26,582,28,110,2,44,0,107,2109,4450
Madhya Pradesh,Sagar,59,109,0,121,0,121,30,28,2,0,1,32,411,521,38,483,103,6,34,0,35,2040,27,388,17,127,0,107,2688,6856
Madhya Pradesh,Satna,61,59,0,59,0,59,18,5,13,1,1,38,330,362,119,243,34,5,17,1,21,910,33,187,5,57,0,175,2163,4537
Madhya Pradesh,Seoni,27,24,2,54,0,54,1,1,0,0,0,13,103,93,22,71,28,5,14,0,5,375,6,86,4,25,0,86,944,1895
Madhya Pradesh,Shahdol,60,21,8,68,0,68,12,8,4,0,0,31,340,301,37,264,29,7,15,0,28,322,13,221,14,120,0,0,2555,4165
Madhya Pradesh,Shajapur,31,51,3,71,0,71,13,9,4,3,1,43,268,535,62,473,103,18,23,0,31,1037,10,166,36,79,0,78,1118,3718
Madhya Pradesh,Sheopur,15,28,0,19,0,19,4,1,3,3,2,7,58,96,9,87,37,5,9,0,2,227,1,51,0,11,0,16,663,1254
Madhya Pradesh,Shivpuri,60,66,0,69,0,69,47,16,31,0,0,21,191,210,60,150,109,15,16,0,12,400,13,130,0,32,0,99,1983,3473
Madhya Pradesh,Sidhi,44,19,5,38,0,38,26,24,2,2,1,16,342,303,21,282,32,4,27,0,18,446,17,121,2,27,0,91,2136,3717
Madhya Pradesh,Sihore,32,32,2,86,0,86,6,4,2,0,0,24,154,336,45,291,24,13,21,0,12,369,6,87,12,32,0,91,1873,3212
Madhya Pradesh,Tikamgarh,40,31,0,50,0,50,15,5,10,1,1,14,169,154,17,137,47,1,14,0,23,912,20,98,5,21,0,60,1002,2678
Madhya Pradesh,Ujjain,58,146,1,59,0,59,40,34,6,8,4,73,602,1174,201,973,91,30,48,1,44,813,7,172,27,125,0,81,4030,7634
Madhya Pradesh,Umariya,27,4,34,20,0,20,0,0,0,1,1,16,111,69,0,69,17,0,8,0,8,143,5,59,3,22,0,6,690,1244
Madhya Pradesh,Vidisha,41,48,0,94,0,94,9,7,2,23,0,20,275,286,49,237,122,10,11,0,60,606,12,197,24,40,0,43,1789,3710
Madhya Pradesh,Total,2227,2413,203,2738,0,2738,887,608,279,153,141,1578,12884,20422,5262,15160,2729,549,1222,38,868,29358,648,6848,705,2938,0,3778,97751,191078
Maharashtra,Ahmednagar,101,38,2,44,0,44,27,13,14,17,13,102,302,786,232,554,254,29,77,6,44,575,15,51,3,287,0,480,998,4251
Maharashtra,Akola,48,38,0,29,0,29,29,29,0,10,1,45,298,727,86,641,89,15,70,5,28,832,9,80,5,132,0,116,1294,3900
Maharashtra,Amravati Commr.,31,25,2,26,0,26,15,12,3,6,3,35,316,948,157,791,85,21,38,5,20,435,3,45,19,77,0,71,760,2986
Maharashtra,Amravati Rural,53,38,3,47,0,47,17,15,2,11,0,31,343,902,41,861,138,19,29,4,70,855,8,118,22,151,0,132,772,3763
Maharashtra,Aurangabad Commr.,28,26,1,8,0,8,19,13,6,17,5,49,234,506,167,339,126,16,111,4,11,339,4,25,10,130,0,102,515,2286
Maharashtra,Aurangabad Rural,60,24,0,14,0,14,4,4,0,10,2,47,110,281,54,227,165,9,35,1,53,798,32,48,8,190,0,200,584,2675
Maharashtra,Beed,72,55,1,25,0,25,17,11,6,23,7,73,282,599,103,496,318,24,47,2,53,992,10,58,8,186,0,186,849,3887
Maharashtra,Bhandara,30,7,1,41,0,41,7,6,1,3,0,12,224,361,33,328,73,13,19,0,30,378,7,54,27,69,0,117,840,2313
Maharashtra,Buldhana,53,33,4,39,0,39,17,13,4,17,2,40,239,723,62,661,167,19,69,7,86,825,61,106,26,164,0,180,944,3821
Maharashtra,Chandrapur,41,21,8,36,0,36,13,12,1,8,1,29,295,574,77,497,116,21,47,1,27,508,3,85,21,101,0,189,888,3033
Maharashtra,Dhule,32,13,2,7,0,7,5,5,0,2,3,3,82,219,70,149,61,17,38,2,3,290,2,18,6,90,0,223,636,1754
Maharashtra,Gadchiroli,58,28,4,30,0,30,17,13,4,9,0,7,113,131,10,121,21,21,8,1,51,282,2,57,20,81,0,60,500,1501
Maharashtra,Gondia,41,13,1,25,0,25,12,11,1,7,1,9,214,300,27,273,27,10,13,1,15,360,6,93,26,74,0,82,545,1875
Maharashtra,Hingoli,28,29,1,14,0,14,7,7,0,4,0,44,98,142,21,121,107,6,31,0,25,488,1,36,6,112,0,77,479,1735
Maharashtra,Jalgaon,82,39,3,38,0,38,20,9,11,13,2,28,228,475,103,372,135,65,147,2,19,822,8,79,21,239,0,276,1186,3927
Maharashtra,Jalna,53,25,1,8,0,8,15,14,1,7,0,43,165,309,63,246,146,16,44,2,28,644,15,53,14,204,0,100,538,2430
Maharashtra,Kolhapur,66,40,7,15,0,15,18,11,7,5,0,24,229,508,178,330,148,93,304,6,16,567,25,47,7,64,0,286,883,3358
Maharashtra,Latur,56,34,0,21,0,21,15,15,0,4,2,34,100,291,42,249,175,25,58,0,37,950,31,49,2,80,0,154,956,3074
Maharashtra,Mumbai,242,115,8,133,0,133,150,85,65,30,53,239,2550,9793,2883,6910,131,392,1178,73,7,3562,8,282,44,199,0,632,5865,25686
Maharashtra,Mumbai Rly.,9,8,0,4,0,4,2,2,0,1,2,32,3,1589,1,1588,9,10,36,1,0,28,1,16,1,0,0,0,89,1841
Maharashtra,Nagpur Commr.,104,40,0,26,0,26,36,29,7,16,37,172,1079,2022,722,1300,165,46,151,16,14,783,4,36,36,136,0,224,2214,7357
Maharashtra,Nagpur Rly.,8,2,0,1,0,1,2,2,0,1,1,12,3,940,7,933,4,3,2,14,0,29,0,5,1,0,0,2,139,1169
Maharashtra,Nagpur Rural,73,28,5,52,0,52,23,19,4,4,5,63,341,860,66,794,112,28,47,8,62,758,5,95,42,111,0,309,1613,4644
Maharashtra,Nanded,71,90,1,33,0,33,24,14,10,25,8,74,362,518,76,442,219,19,131,1,73,1508,16,78,7,229,0,131,2211,5829
Maharashtra,Nandurbar,43,13,0,10,0,10,10,9,1,10,1,11,89,134,21,113,91,9,23,3,5,277,2,34,12,77,0,94,335,1283
Maharashtra,Nasik Commr.,27,20,1,11,0,11,14,12,2,13,3,31,375,705,241,464,86,25,101,2,4,233,4,18,14,116,0,153,586,2542
Maharashtra,Nasik Rural,110,46,5,54,0,54,20,14,6,25,8,51,260,447,81,366,277,43,95,8,41,806,3,84,31,358,0,411,1201,4384
Maharashtra,Navi Mumbai,50,19,0,16,0,16,17,7,10,10,19,49,318,782,330,452,67,52,145,4,1,319,6,28,7,55,0,291,606,2861
Maharashtra,Osmanabad,38,16,2,12,0,12,7,3,4,6,0,17,191,329,41,288,153,20,25,1,15,727,3,37,11,92,0,176,629,2507
Maharashtra,Parbhani,52,30,1,13,0,13,12,7,5,26,0,56,151,205,38,167,131,7,60,3,25,966,7,49,5,149,0,77,325,2350
Maharashtra,Pune Commr.,110,54,4,40,0,40,46,27,19,11,8,97,868,2740,1568,1172,531,63,462,7,7,983,2,61,92,166,0,368,2093,8813
Maharashtra,Pune Rly.,0,0,0,3,0,3,0,0,0,0,0,4,0,192,1,191,2,0,3,2,1,1,0,1,0,0,0,2,50,261
Maharashtra,Pune Rural,127,26,6,29,0,29,26,14,12,13,14,58,283,661,247,414,143,41,87,0,21,563,7,55,8,165,0,782,1364,4479
Maharashtra,Raigad,50,22,1,25,0,25,19,12,7,17,2,26,156,274,46,228,129,15,47,5,14,281,2,42,7,57,0,308,680,2179
Maharashtra,Ratnagiri,20,14,3,16,0,16,5,1,4,2,0,5,154,178,31,147,48,18,43,5,17,191,0,27,10,47,0,112,357,1272
Maharashtra,Sangli,78,24,5,47,0,47,24,12,12,9,4,19,187,498,136,362,93,32,153,11,33,414,7,39,8,87,0,297,644,2713
Maharashtra,Satara,61,20,0,17,0,17,14,6,8,20,3,34,213,506,136,370,88,31,79,1,16,413,8,42,5,156,0,340,1097,3164
Maharashtra,Sindhudurg,14,4,1,8,0,8,8,4,4,4,1,8,97,93,13,80,38,17,9,2,10,178,1,16,3,3,0,56,239,810
Maharashtra,Solapur Commr.,22,15,2,15,0,15,15,8,7,9,1,45,160,351,104,247,66,19,116,2,10,197,4,19,3,72,0,76,463,1682
Maharashtra,Solapur Rural,112,50,6,44,0,44,22,15,7,10,3,34,173,367,67,300,153,26,35,4,30,726,4,52,0,130,0,395,854,3230
Maharashtra,Thane Commr.,111,63,4,51,0,51,58,35,23,23,20,148,929,1872,650,1222,238,76,570,20,10,1378,4,66,29,153,0,241,644,6708
Maharashtra,Thane Rural,149,49,7,51,0,51,32,16,16,33,11,85,476,537,106,431,208,64,103,9,20,644,6,101,23,107,0,519,774,4008
Maharashtra,Wardha,48,26,3,25,0,25,15,15,0,6,0,27,284,655,45,610,48,26,50,6,53,791,1,81,4,67,0,116,1451,3783
Maharashtra,Washim,27,24,1,15,0,15,13,10,3,11,0,21,100,323,18,305,75,7,21,3,33,514,9,60,12,119,0,74,497,1959
Maharashtra,Yavatmal,83,68,6,50,0,50,38,35,3,6,3,23,218,745,70,675,58,33,48,1,50,995,12,135,16,170,0,161,1304,4223
Maharashtra,Total,2772,1412,113,1268,0,1268,926,626,300,514,249,2096,13892,37098,9271,27827,5714,1561,5005,261,1188,29205,368,2661,682,5452,0,9378,42491,164306
Manipur,Bishnupur,22,42,1,2,0,2,10,6,4,0,0,0,6,11,0,11,8,0,6,0,1,46,0,16,0,0,0,0,103,274
Manipur,Chandel,17,6,0,0,0,0,3,1,2,0,0,1,0,5,1,4,5,1,0,0,4,10,0,0,0,0,0,0,31,83
Manipur,Churachandpur,14,21,0,0,0,0,4,0,4,0,0,0,3,16,0,16,0,0,1,0,0,4,0,2,0,0,0,0,32,97
Manipur,Imphal(east),25,32,1,3,0,3,18,10,8,0,0,1,9,44,29,15,18,2,8,0,5,64,0,2,0,0,0,0,226,458
Manipur,Imphal(west),28,35,1,5,0,5,41,24,17,2,0,1,37,131,92,39,32,8,25,7,25,91,0,22,0,1,0,4,445,941
Manipur,Senapati,17,13,2,0,0,0,7,1,6,1,0,1,1,3,0,3,5,1,4,0,4,3,0,0,0,0,0,0,70,132
Manipur,Tamenglong,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,11,24
Manipur,Thoubal,22,42,1,8,0,8,34,26,8,0,0,1,10,33,2,31,5,4,32,0,4,100,0,1,0,3,0,0,188,488
Manipur,Ukhrul,2,5,0,0,0,0,3,3,0,0,0,1,2,4,0,4,0,0,0,0,3,5,0,1,0,0,0,0,14,40
Manipur,Total,150,199,6,18,0,18,120,71,49,3,0,6,68,252,124,128,73,16,76,7,47,324,0,44,0,4,0,4,1120,2537
Meghalaya,Garo Hills East,14,16,1,1,0,1,7,0,7,4,0,6,19,20,0,20,3,0,3,1,5,11,0,0,0,0,0,0,21,132
Meghalaya,Garo Hills South,7,4,0,3,0,3,3,0,3,2,0,1,3,7,0,7,0,0,0,0,0,0,0,1,0,0,0,0,15,46
Meghalaya,Garo Hills West,24,8,12,6,0,6,18,0,18,13,0,17,21,24,0,24,0,0,4,1,3,14,0,5,0,0,0,0,30,200
Meghalaya,Jaintia Hills,52,2,0,11,0,11,0,0,0,8,0,4,10,41,16,25,0,4,3,1,1,35,0,0,0,0,0,14,78,264
Meghalaya,Khasi Hills East,45,19,3,10,0,10,14,7,7,33,1,84,103,211,86,125,2,7,20,1,3,22,0,7,1,4,0,0,180,770
Meghalaya,Khasi Hills West,17,9,0,6,0,6,2,0,2,8,0,9,1,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,91
Meghalaya,Ri-bhoi,16,2,1,3,0,3,5,3,2,15,0,12,3,39,6,33,0,1,4,0,4,24,0,0,0,0,0,27,10,166
Meghalaya,Total,175,60,17,40,0,40,49,10,39,83,1,133,160,360,108,252,5,12,34,4,16,106,0,13,1,4,0,41,355,1669
Mizoram,Aizawl,14,24,1,24,0,24,4,1,3,1,0,14,264,709,42,667,3,13,41,7,11,48,0,25,0,3,0,0,665,1871
Mizoram,Champhai,6,1,1,10,0,10,1,0,1,0,0,2,39,67,2,65,0,1,4,2,1,19,0,11,0,0,0,0,56,221
Mizoram,Kolasib,5,2,1,5,0,5,2,0,2,3,0,3,33,77,4,73,0,0,2,0,3,15,0,11,0,0,0,10,81,253
Mizoram,Lawngtlai,6,3,0,1,0,1,0,0,0,1,0,0,7,50,1,49,0,0,1,1,1,5,0,6,0,0,0,0,62,144
Mizoram,Lunglei,6,2,0,6,0,6,0,0,0,0,0,2,59,205,8,197,0,4,7,0,4,20,0,15,0,0,0,0,25,355
Mizoram,Mamit,2,2,0,1,0,1,0,0,0,0,0,0,18,34,0,34,0,0,1,2,1,6,0,0,0,0,0,0,26,93
Mizoram,Saiha,6,1,0,4,0,4,1,1,0,0,0,0,34,101,0,101,0,0,3,0,2,19,0,11,0,0,0,0,178,360
Mizoram,Serchhip,1,1,0,3,0,3,0,0,0,0,0,0,33,60,0,60,0,1,1,0,0,10,0,9,0,0,0,1,39,159
Mizoram,Total,46,36,3,54,0,54,8,2,6,5,0,21,487,1303,57,1246,3,19,60,12,23,142,0,88,0,3,0,11,1132,3456
Nagaland,Dimapur,15,2,3,2,0,2,12,2,10,2,0,54,20,74,17,57,0,1,1,2,0,19,0,0,0,0,1,21,9,238
Nagaland,Kiphire,1,0,0,1,0,1,1,0,1,1,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,16
Nagaland,Kohima,28,10,0,5,0,5,2,0,2,4,0,16,19,53,13,40,0,0,5,1,0,2,0,4,0,0,0,0,96,245
Nagaland,Mokokchung,8,3,1,1,0,1,10,0,10,3,0,3,7,9,3,6,3,0,1,0,5,9,0,0,2,0,0,8,30,103
Nagaland,Mon,7,7,0,2,0,2,1,0,1,6,0,4,10,21,4,17,0,0,1,1,0,5,0,0,0,0,0,6,13,84
Nagaland,Peren,4,0,2,1,0,1,4,0,4,0,0,2,3,5,0,5,0,0,0,1,0,1,0,0,0,0,0,3,1,27
Nagaland,Phek,8,4,2,2,0,2,6,0,6,3,0,5,10,3,0,3,1,0,0,0,0,4,0,0,0,0,0,0,17,65
Nagaland,Tuensang,9,1,0,0,0,0,0,0,0,0,0,3,9,11,0,11,4,1,1,1,0,0,0,0,0,0,0,0,16,56
Nagaland,Wokha,5,6,0,0,0,0,2,1,1,0,0,3,3,40,0,40,0,1,2,0,0,6,0,0,0,0,0,3,14,85
Nagaland,Zunheboto,6,1,0,0,0,0,0,0,0,0,0,2,12,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,31,57
Nagaland,Total,91,34,8,14,0,14,38,3,35,19,0,92,95,221,37,184,8,3,11,7,5,48,0,4,2,0,1,41,234,976
Orissa,Angul,42,50,1,20,0,20,9,9,0,6,0,27,74,167,5,162,83,16,20,0,19,50,18,111,0,36,0,145,720,1614
Orissa,Balasore,45,26,1,49,0,49,40,32,8,6,5,51,137,186,15,171,58,12,32,0,14,198,30,61,25,44,0,0,1525,2545
Orissa,Baragarh,27,35,10,30,0,30,4,4,0,7,0,19,56,124,51,73,83,19,27,0,13,40,10,70,3,91,0,110,594,1372
Orissa,Berhampur,13,33,0,12,0,12,6,1,5,7,1,47,93,120,50,70,29,7,25,0,4,183,4,47,3,18,0,65,380,1097
Orissa,Bhadrak,17,45,0,25,0,25,21,21,0,5,0,21,57,82,3,79,48,5,16,0,19,23,21,49,2,67,0,63,824,1410
Orissa,Bolangir,24,48,0,25,0,25,4,4,0,0,0,26,72,123,5,118,100,10,48,0,10,78,0,95,5,38,0,6,936,1648
Orissa,Boudh,14,6,0,11,0,11,6,4,2,0,0,9,23,40,0,40,15,4,2,0,9,25,1,32,1,10,0,11,186,405
Orissa,Cuttack,47,143,138,32,0,32,32,26,6,17,0,113,303,576,219,357,56,26,94,1,23,44,47,27,1,122,0,146,1997,3985
Orissa,Deogarh,12,11,0,5,0,5,11,9,2,1,0,7,32,26,0,26,21,1,5,0,4,165,0,52,3,12,0,17,117,502
Orissa,Dhenkanal,34,46,0,9,0,9,9,7,2,4,0,15,71,65,8,57,62,7,10,0,24,103,3,67,10,27,0,81,540,1187
Orissa,Gajapati,9,9,0,4,0,4,5,4,1,0,0,3,15,25,4,21,14,0,7,0,7,53,3,21,1,7,0,19,166,368
Orissa,Ganjam,54,88,4,17,0,17,9,9,0,11,0,33,106,157,23,134,85,10,27,1,25,173,13,185,10,46,0,194,778,2026
Orissa,Jagatsinghpur,22,28,6,13,0,13,23,15,8,8,0,24,71,139,18,121,16,12,21,0,9,142,12,9,4,29,0,138,576,1302
Orissa,Jajpur,23,23,0,17,0,17,22,21,1,10,0,19,110,173,13,160,43,8,17,1,10,254,19,18,0,73,0,86,704,1630
Orissa,Jharsuguda,22,9,2,15,0,15,8,8,0,2,2,15,62,81,7,74,31,1,16,0,7,15,0,38,4,23,0,207,402,962
Orissa,Kalahandi,14,18,2,18,0,18,9,9,0,3,2,24,45,82,7,75,48,4,75,0,3,69,5,22,6,11,0,45,275,780
Orissa,Kandhamal,25,4,1,35,0,35,24,23,1,1,0,7,58,78,7,71,14,6,13,0,10,486,2,84,7,75,0,0,15,945
Orissa,Kendrapara,26,41,0,10,0,10,16,12,4,2,3,8,71,83,10,73,10,7,16,2,3,14,12,14,0,12,0,6,574,930
Orissa,Keonjhar,76,33,4,37,0,37,25,25,0,12,0,25,65,157,10,147,83,9,11,3,11,72,14,84,17,55,0,233,947,1973
Orissa,Khurda,65,109,0,57,0,57,47,35,12,28,9,151,553,1016,443,573,111,28,160,2,24,1194,29,39,19,131,0,161,1338,5271
Orissa,Koraput,41,27,0,38,0,38,23,21,2,4,0,24,99,162,11,151,56,4,31,0,12,41,0,82,4,51,0,50,785,1534
Orissa,Malkangir,31,16,9,17,0,17,5,4,1,1,0,4,17,47,2,45,5,1,7,0,3,73,1,16,1,6,0,15,165,440
Orissa,Mayurbhanj,79,46,1,70,0,70,28,2,26,11,0,29,110,173,11,162,41,12,35,0,12,16,11,120,8,135,0,114,1162,2213
Orissa,Nayagarh,28,34,2,15,0,15,18,11,7,3,1,18,57,93,11,82,20,1,9,0,11,84,12,10,2,15,0,72,398,903
Orissa,Nowrangpur,17,24,3,26,0,26,16,15,1,3,0,9,49,67,10,57,56,3,7,0,5,54,0,44,5,19,0,51,250,708
Orissa,Nuapada,10,6,0,6,0,6,4,0,4,0,0,8,17,41,7,34,19,8,11,0,5,34,0,21,13,16,0,33,310,562
Orissa,Puri,49,125,0,39,0,39,19,14,5,5,5,41,141,211,20,191,57,8,31,0,18,56,0,7,0,24,0,66,1540,2442
Orissa,Rayagada,27,17,1,14,0,14,5,5,0,4,0,9,37,67,6,61,55,3,27,0,7,58,4,44,3,27,0,49,423,881
Orissa,Rourkela,23,12,0,10,0,10,4,3,1,0,0,18,94,181,21,160,6,6,48,0,3,154,1,31,6,21,0,42,518,1178
Orissa,Sambalpur,29,48,1,22,0,22,10,9,1,12,0,36,148,220,38,182,31,6,37,0,6,78,1,61,13,15,0,109,892,1775
Orissa,Sonepur,9,5,0,4,0,4,2,2,0,0,0,2,24,45,0,45,18,5,9,0,3,16,1,44,1,8,0,9,261,466
Orissa,Srp(cuttack),3,6,0,1,0,1,3,2,1,0,0,10,8,335,18,317,1,0,4,0,0,21,0,9,1,3,0,1,103,509
Orissa,Srp(rourkela),4,2,0,1,0,1,1,1,0,0,0,7,6,86,5,81,1,1,3,0,0,8,0,3,0,0,0,3,85,211
Orissa,Sundargarh,83,41,2,21,0,21,9,6,3,5,2,16,80,131,18,113,32,4,36,1,4,685,5,52,10,22,0,150,116,1507
Orissa,Total,1044,1214,188,725,0,725,477,373,104,178,30,875,2961,5359,1076,4283,1408,254,937,11,337,4759,279,1669,188,1289,0,2497,20602,47281
Punjab,Amritsar,49,31,3,11,0,11,38,25,13,0,7,16,102,161,98,63,0,20,207,5,2,177,4,9,0,50,0,70,460,1422
Punjab,Barnala,16,23,3,15,0,15,12,7,5,0,1,3,34,48,14,34,0,9,82,0,0,58,2,12,0,52,0,58,195,623
Punjab,Batala,34,24,3,13,0,13,12,9,3,0,3,1,40,60,20,40,0,7,82,1,4,128,6,6,0,28,0,63,200,715
Punjab,Bhatinda,51,24,2,15,0,15,16,16,0,0,1,0,119,147,49,98,0,23,230,1,4,189,1,20,2,36,0,0,449,1330
Punjab,Faridkot,12,8,2,10,0,10,7,5,2,0,3,2,44,55,26,29,0,7,99,3,3,94,2,8,0,49,0,0,153,561
Punjab,Fatehgarh Sahib,11,4,3,9,0,9,8,4,4,0,4,3,36,30,7,23,0,18,62,0,0,69,1,2,2,14,0,83,123,482
Punjab,Ferozepur,51,65,5,30,0,30,20,11,9,2,1,5,158,250,101,149,0,29,143,2,6,476,7,32,0,34,0,80,513,1909
Punjab,G.r.p,10,2,2,1,0,1,1,1,0,0,0,2,0,26,2,24,0,0,5,0,1,11,3,3,0,0,0,0,310,377
Punjab,Gurdaspur,23,19,4,15,0,15,5,4,1,0,3,3,27,30,8,22,0,10,51,0,1,74,4,4,0,19,0,131,246,669
Punjab,Hoshiarpur,38,22,2,30,0,30,27,14,13,7,4,7,84,107,31,76,0,3,128,5,10,198,7,13,15,51,0,151,296,1205
Punjab,Jagraon,23,27,3,12,0,12,10,4,6,0,3,4,50,45,18,27,0,12,58,1,4,117,5,9,0,34,0,57,123,597
Punjab,Jalandhar,55,79,15,33,0,33,64,46,18,3,17,9,256,380,184,196,0,10,507,5,4,370,13,27,0,107,0,171,894,3019
Punjab,Kapurthala,22,14,3,11,0,11,11,5,6,0,8,4,57,64,32,32,0,7,227,2,1,111,2,3,0,37,0,85,218,887
Punjab,Khanna,18,15,0,7,0,7,10,3,7,2,7,2,48,52,13,39,0,7,44,5,1,104,2,7,0,14,0,93,174,612
Punjab,Ludhiana,64,66,5,38,0,38,85,47,38,1,20,13,350,756,364,392,0,49,351,9,9,270,8,72,175,116,0,206,2000,4663
Punjab,Majitha,42,20,3,12,0,12,12,10,2,0,4,0,28,57,9,48,0,6,67,0,3,175,3,15,0,29,0,86,207,769
Punjab,Mansa,17,22,2,11,0,11,7,6,1,1,1,3,35,53,11,42,0,12,44,0,1,133,6,8,0,12,0,1,177,546
Punjab,Moga,27,27,4,9,0,9,14,8,6,2,1,7,69,102,43,59,0,45,68,3,1,194,3,16,0,17,0,52,171,832
Punjab,Muktsar,15,26,2,9,0,9,6,3,3,3,2,3,40,37,13,24,0,13,54,3,0,108,1,12,0,10,0,48,114,506
Punjab,Nawan Shahr,15,25,0,14,0,14,15,10,5,0,1,4,64,85,24,61,0,0,81,3,9,200,1,5,0,32,0,69,114,737
Punjab,Patiala,49,32,7,33,0,33,36,30,6,4,13,5,221,325,166,159,0,15,257,1,0,421,6,28,0,138,0,323,1035,2949
Punjab,Ropar,24,14,2,10,0,10,19,9,10,2,4,2,91,122,58,64,0,6,136,0,3,140,8,14,3,41,0,221,558,1420
Punjab,Sangrur,33,35,9,19,0,19,18,14,4,3,4,8,114,154,70,84,0,30,107,3,4,188,12,14,2,56,0,116,399,1328
Punjab,Tarn Taran,32,20,5,13,0,13,11,4,7,0,5,2,27,52,14,38,0,5,33,4,0,119,3,7,0,11,0,62,187,598
Punjab,Total,731,644,89,380,0,380,464,295,169,30,117,108,2094,3198,1375,1823,0,343,3123,56,71,4124,110,346,199,987,0,2226,9316,28756
Rajasthan,Ajmer,47,61,3,36,0,36,100,95,5,1,2,48,372,736,288,448,57,36,311,4,15,709,17,75,0,284,0,345,3101,6360
Rajasthan,Alwar,80,134,0,50,0,50,81,60,21,2,2,40,222,1121,387,734,11,20,328,7,40,2217,42,114,0,274,0,268,2065,7118
Rajasthan,Banswara,35,26,0,53,0,53,54,51,3,4,0,12,96,128,26,102,259,6,42,0,31,1385,3,89,2,100,0,89,757,3171
Rajasthan,Baran,25,90,2,50,0,50,66,66,0,0,3,18,157,398,72,326,46,15,138,1,22,280,3,175,10,187,0,54,1746,3486
Rajasthan,Barmer,16,16,2,16,0,16,26,15,11,0,0,12,110,196,69,127,25,8,95,3,19,651,17,72,0,63,0,110,967,2424
Rajasthan,Bharatpur,91,92,3,41,0,41,105,68,37,1,8,40,81,841,234,607,3,68,297,0,41,1219,30,55,0,228,0,188,3759,7191
Rajasthan,Bhilwara,24,56,0,42,0,42,148,112,36,1,1,48,262,815,280,535,159,22,272,1,23,128,6,111,0,286,0,224,3261,5890
Rajasthan,Bikaner,50,88,0,27,0,27,41,28,13,0,1,12,125,352,98,254,4,35,196,0,14,639,14,50,0,164,0,134,1566,3512
Rajasthan,Bundi,28,100,3,42,0,42,69,49,20,1,1,21,179,364,87,277,71,17,77,2,17,873,4,152,0,198,0,80,1349,3648
Rajasthan,Chittorgarh,50,48,6,78,0,78,191,164,27,2,6,39,329,657,177,480,244,18,265,3,43,2320,6,99,3,379,0,173,1615,6574
Rajasthan,Churu,29,34,1,22,0,22,29,14,15,2,0,1,99,243,27,216,75,15,228,0,11,985,15,76,1,173,0,72,755,2866
Rajasthan,Dausa,33,17,0,17,0,17,40,21,19,2,1,5,82,411,178,233,82,20,116,0,17,76,3,20,0,61,0,161,2318,3482
Rajasthan,Dholpur,40,67,1,20,0,20,32,27,5,1,3,17,68,226,58,168,71,9,52,2,15,1036,21,36,0,92,0,81,640,2530
Rajasthan,Dungarpur,30,20,2,15,0,15,29,29,0,0,0,9,59,55,21,34,105,7,39,0,24,140,10,50,1,54,0,88,1148,1885
Rajasthan,G.r.p.,5,8,1,0,0,0,3,0,3,6,1,8,3,536,8,528,2,3,4,1,0,2,2,12,2,0,0,1,258,858
Rajasthan,Ganganagar,59,143,0,75,0,75,51,47,4,0,1,11,230,389,131,258,10,46,531,2,9,1215,16,69,0,352,0,130,1897,5236
Rajasthan,Hanumangarh,59,92,1,56,0,56,32,24,8,1,0,15,161,377,69,308,44,12,252,1,7,645,18,93,1,254,0,102,1595,3818
Rajasthan,Jaipur,92,114,7,57,0,57,226,187,39,4,1,51,970,3161,1312,1849,1459,226,1357,18,54,1565,32,188,0,482,0,794,7900,18758
Rajasthan,Jaisalmer,3,0,0,3,0,3,10,6,4,0,0,3,32,120,16,104,13,1,25,0,8,3,4,16,0,13,0,30,412,696
Rajasthan,Jalore,22,21,1,6,0,6,36,30,6,0,0,8,69,147,27,120,13,7,87,1,25,51,7,72,0,75,0,63,1693,2404
Rajasthan,Jhalawar,32,81,7,50,0,50,69,51,18,1,0,31,156,325,90,235,142,4,73,2,42,1107,11,141,1,191,0,84,712,3262
Rajasthan,Jhunjhunu,41,10,0,27,0,27,47,33,14,0,0,6,122,269,58,211,87,20,125,1,20,191,7,50,0,102,0,99,2383,3607
Rajasthan,Jodhpur,39,68,5,34,0,34,96,62,34,0,2,25,375,1011,490,521,101,75,511,1,46,2318,15,96,4,282,0,252,1468,6824
Rajasthan,Karauli,28,27,0,34,0,34,76,50,26,1,0,10,30,267,52,215,23,9,97,0,26,361,13,80,0,73,0,64,1998,3217
Rajasthan,Kota,35,292,0,35,0,35,134,115,19,0,1,41,324,987,510,477,57,38,365,4,21,459,9,146,2,307,0,160,2613,6030
