S. No. (Col.1),City (Col.2),"Women Related- SLL Acts* - Dowry Prohibition Act, 1961 - I (Col.3)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 - V (Col.4)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 - R (Col.5)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - I (Col.6)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - V (Col.7)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - R (Col.8)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 - I (Col.9)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 - V (Col.10)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 - R (Col.11)",Women Related- SLL Acts* - Total Crime Against Women - SLL Acts # - I (Col.15),Women Related- SLL Acts* - Total Crime Against Women - SLL Acts # - V (Col.16),Women Related- SLL Acts* - Total Crime Against Women - SLL Acts # - R (Col.17),"Children Related - SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - I (Col.18)","Children Related - SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - V (Col.19)","Children Related - SLL Acts** - Prohibition of Child Marriage Act, 2006 - I (Col.20)","Children Related - SLL Acts** - Prohibition of Child Marriage Act, 2006 - V (Col.21)","Children Related - SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - I (Col.22)","Children Related - SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - V (Col.23)",Children Related - SLL Acts** - Total Children Related SLL Acts@@ - I (Col.24),Children Related - SLL Acts** - Total Children Related SLL Acts@@ - V (Col.25),"Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - I (Col.26)","Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - V (Col.27)","Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - POA Act for Crimes Committed Against SCs - I (Col.26A)","Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - POA Act for Crimes Committed Against SCs - V (Col.27A)","Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - POA Act for Crimes Committed Against STs - I (Col.26B)","Scheduled Castes and Scheduled Tribes Related Acts - SC/ST (Prevention of Atrocities) Act, 1989*** - POA Act for Crimes Committed Against STs - V (Col.27B)","Scheduled Castes and Scheduled Tribes Related Acts - Protection of Civil Rights Act, 1955 - I (Col.28)","Scheduled Castes and Scheduled Tribes Related Acts - Protection of Civil Rights Act, 1955 - V (Col.29)",Scheduled Castes and Scheduled Tribes Related Acts - Total Scheduled Castes and Scheduled Tribes Related Acts - I (Col.30),Scheduled Castes and Scheduled Tribes Related Acts - Total Scheduled Castes and Scheduled Tribes Related Acts - V (Col.31),"Offences against State - SLL Acts - Prevention of Damage to Public Property Act, 1984 - I (Col.32)","Offences against State - SLL Acts - Prevention of Damage to Public Property Act, 1984 - V (Col.33)","Offences against State - SLL Acts - Prevention of Damage to Public Property Act, 1984 - R (Col.34)","Offences against State - SLL Acts - Unlawful Activities (Prevention) Act, 1967 - I (Col.35)","Offences against State - SLL Acts - Unlawful Activities (Prevention) Act, 1967 - V (Col.36)","Offences against State - SLL Acts - Unlawful Activities (Prevention) Act, 1967 - R (Col.37)","Offences against State - SLL Acts - Official Secrets Act, 1923 - I (Col.38)","Offences against State - SLL Acts - Official Secrets Act, 1923 - R (Col.39)",Offences against State - SLL Acts - Total Offences against State SLL Acts@@@ - I (Col.40),Offences against State - SLL Acts - Total Offences against State SLL Acts@@@ - V (Col.41),Offences against State - SLL Acts - Total Offences against State SLL Acts@@@ - R (Col.42),"Arms/Explosives Related Acts - Arms Act, 1959 - I (Col.43)","Arms/Explosives Related Acts - Arms Act, 1959 - R (Col.44)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act, 1908 - I (Col.45)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act, 1908 - R (Col.46)",Arms/Explosives Related Acts - Total under Arms & Explosives Related Acts - I (Col.47),Arms/Explosives Related Acts - Total under Arms & Explosives Related Acts - R (Col.48),"Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - I (Col.49)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - V (Col.50)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - R (Col.51)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 * - I (Col.52)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 * - V (Col.53)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 * - R (Col.54)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 * - I (Col.55)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 * - V (Col.56)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 * - R (Col.57)",Information Technology / Intellectual Property Related Acts - Total Information Technology / Intellectual Property Related Acts - I (Col.58),Information Technology / Intellectual Property Related Acts - Total Information Technology / Intellectual Property Related Acts - V (Col.59),Information Technology / Intellectual Property Related Acts - Total Information Technology / Intellectual Property Related Acts - R (Col.60),Liquor & Narcotic Drugs Related Acts - Prohibition Act - I (Col.61),Liquor & Narcotic Drugs Related Acts - Prohibition Act - R (Col.62),"Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - I (Col.63)","Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - R (Col.64)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - I (Col.65)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - R (Col.66)",Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drugs Related Acts - I (Col.67),Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drugs Related Acts - R (Col.68),"Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - I (Col.69)","Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - R (Col.70)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - I (Col.71)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - R (Col.72)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - I (Col.73)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - V (Col.74)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - R (Col.75)",Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Acts - I (Col.76),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Acts - V (Col.77),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Acts - R (Col.78),"Environment Related Acts - Forest Act, 1927 - I (Col.79)","Environment Related Acts - Forest Act, 1927 - R (Col.80)","Environment Related Acts - Wildlife Protection Act, 1972 - I (Col.81)","Environment Related Acts - Wildlife Protection Act, 1972 - R (Col.82)","Environment Related Acts - Environmental (Protection) Act, 1986 - I (Col.83)","Environment Related Acts - Environmental (Protection) Act, 1986 - R (Col.84)","Environment Related Acts - Air (Prevention & Control of Pollution) Act, 1981 - I (Col.85)","Environment Related Acts - Air (Prevention & Control of Pollution) Act, 1981 - R (Col.86)",Environment Related Acts - Total of Environment Related Acts - I (Col.87),Environment Related Acts - Total of Environment Related Acts - R (Col.88),"Foreigner & Passport Related Acts - Foreigners Act, 1946 - I (Col.89)","Foreigner & Passport Related Acts - Foreigners Act, 1946 - R (Col.90)","Foreigner & Passport Related Acts - Passport Act, 1967 - I (Col.91)","Foreigner & Passport Related Acts - Passport Act, 1967 - R (Col.92)","Foreigner & Passport Related Acts - Emigration Act, 1983 - I (Col.93)","Foreigner & Passport Related Acts - Emigration Act, 1983 - R (Col.94)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - I (Col.95)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - R (Col.96)",Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - I (Col.97),Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - R (Col.98),"Railways Related Acts## - Indian Railways Act, 1989 - I (Col.99)","Railways Related Acts## - Indian Railways Act, 1989 - R (Col.100)","Miscellaneous Acts - Essential Commodities Act, 1955 - I (Col.101)","Miscellaneous Acts - Essential Commodities Act, 1955 - R (Col.102)","Miscellaneous Acts - Representation of the People Act, 1951 - I (Col.103)","Miscellaneous Acts - Representation of the People Act, 1951 - R (Col.104)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - I (Col.105)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - V (Col.106)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - R (Col.107)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - I (Col.108)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - R (Col.109)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - I (Col.110)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - R (Col.111)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - I (Col.112)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - V (Col.113)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - R (Col.114)",Other SLL Crimes$$ - I (Col.115),Other SLL Crimes$$ - R (Col.116),Total Cognizable SLL Crimes - I (Col.117),Total Cognizable SLL Crimes - R (Col.118)
1,Ahmedabad (Gujarat),0,0,0,11,13,0.2,0,0,0,11,13,0.4,4,6,1,1,0,0,5,7,28,28,27,27,1,1,0,0,28,28,9,7,0.1,0,0,0,0,0,9,7,0.1,71,1.1,374,5.9,445,7,22,22,0.3,62,0,1,2,2,0,86,24,1.4,12578,198,0,0,6,0.1,12584,198.2,1027,16.2,0,0,0,0,0,1027,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1180,18.6,15379,242.2
2,Bengaluru (Karnataka),727,727,17.9,152,242,1.8,0,0,0,879,969,21.7,44,84,3,3,0,0,47,87,199,199,190,190,9,9,0,0,199,199,40,40,0.5,1,1,0,0,0,41,41,0.5,19,0.2,5,0.1,24,0.3,762,762,9,143,126,1.7,0,0,0,905,888,10.6,0,0,54,0.6,128,1.5,182,2.1,267,3.1,0,0,1,0,0,268,0,3.2,33,0.4,24,0.3,0,0,0,0,57,0.7,27,0.3,79,0.9,0,0,0,0,106,1.2,0,0,53,0.6,5,0.1,12,142,0.1,0,0,2,0,1,1,0,460,5.4,3241,38.1
3,Chennai (Tamil Nadu),9,9,0.2,205,318,2.4,0,0,0,214,327,5,7,7,4,4,0,0,11,11,3,3,3,3,0,0,3,3,6,6,43,0,0.5,0,0,0,8,0.1,51,0,0.6,6,0.1,3,0,9,0.1,26,26,0.3,551,0,6.3,2,0,0,579,26,6.7,8695,100,0,0,302,3.5,8997,103.4,302,3.5,3,0,285,0,3.3,590,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5,3,0,1,0,46,0.5,0,0,0,0,28,0.3,1,3,0,0,0,3,0,0,0,0,86442,994,96977,1114.7
4,Coimbatore (Tamil Nadu),0,0,0,41,67,1.9,0,0,0,41,67,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,2.7,0,0,0,0,0,58,52,2.7,0,0,3,0.1,3,0.1,0,0,0,112,0,5.2,0,0,0,112,0,5.2,2675,124.4,0,0,78,3.6,2753,128,165,7.7,0,0,251,0,11.7,416,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,167.6,6989,325.1
5,Delhi,7,7,0.1,6,6,0,1,1,0,14,14,0.2,73,195,1,1,3,3,77,199,39,41,37,39,2,2,2,2,41,43,10,10,0.1,4,0,0,2,0,16,10,0.1,653,4,14,0.1,667,4.1,66,66,0.4,153,129,0.9,45,45,0.3,264,240,1.6,0,0,2182,13.4,292,1.8,2474,15.2,1066,6.5,966,5.9,0,0,0,2032,0,12.5,0,0,4,0,1,0,0,0,5,0,4,0,11,0.1,0,0,0,0,15,0.1,1,0,31,0.2,0,0,3,3,0,0,0,0,0,2,2,0,1048,6.4,6690,41
6,Ghaziabad (Uttar Pradesh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0.5,0,0,0,2,0.1,13,0,0.6,1260,53.4,0,0,1260,53.4,62,62,2.6,10,0,0.4,0,0,0,72,62,3.1,0,0,784,33.2,248,10.5,1032,43.7,151,6.4,1733,73.5,0,0,0,1884,0,79.8,0,0,2,0.1,0,0,0,0,2,0.1,0,0,3,0.1,0,0,0,0,3,0.1,0,0,6,0.3,0,0,0,0,0,1,0,1,0,0,0,0,138,5.8,4413,187
7,Hyderabad (Telangana),0,0,0,64,76,0.8,1,1,0,65,77,1.7,20,21,1,1,0,0,21,22,102,121,92,111,10,10,0,0,102,121,8,8,0.1,0,0,0,0,0,8,8,0.1,31,0.4,16,0.2,47,0.6,291,292,3.8,42,42,0.5,0,0,0,333,334,4.3,42,0.5,110,1.4,77,1,229,3,210,2.7,0,0,0,0,0,210,0,2.7,1,0,1,0,0,0,0,0,2,0,2,0,10,0.1,6,0.1,0,0,18,0.2,0,0,44,0.6,1,0,10,10,0.1,4,0.1,3,0,0,0,0,456,5.9,1553,20
8,Indore (Madhya Pradesh),0,0,0,8,8,0.4,1,1,0.1,9,9,0.9,1,1,0,0,0,0,1,1,2,2,2,2,0,0,0,0,2,2,6,0,0.3,0,0,0,0,0,6,0,0.3,688,31.7,2,0.1,690,31.8,1,1,0,6,0,0.3,0,0,0,7,1,0.3,0,0,1146,52.9,25,1.2,1171,54,737,34,2,0.1,0,0,0,739,0,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3,2646,121.9
9,Jaipur (Rajasthan),1,1,0.1,10,18,0.3,0,0,0,11,19,0.8,113,483,0,0,0,0,113,483,5,5,3,3,2,2,0,0,5,5,21,21,0.7,0,0,0,0,0,21,21,0.7,306,10,5,0.2,311,10.1,419,419,13.6,37,26,1.2,0,0,0,456,445,14.9,0,0,1376,44.8,55,1.8,1431,46.6,1953,63.6,127,4.1,0,0,0,2080,0,67.8,1,0,1,0,0,0,0,0,2,0.1,0,0,1,0,0,0,0,0,1,0,0,0,7,0.2,0,0,5,7,0.2,0,0,0,0,0,0,0,2757,89.7,7200,234.5
10,Kanpur (Uttar Pradesh),79,79,5.9,1,1,0,0,0,0,80,80,6,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,13.9,3,0.1,410,14,114,114,3.9,21,21,0.7,0,0,0,135,135,4.6,0,0,455,15.6,260,8.9,715,24.5,326,11.2,1489,51,0,0,0,1815,0,62.2,4,0.1,2,0.1,0,0,0,0,6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,12,0.4,0,0,0,0,0,0,0,0,0,0,0,0,186,6.4,3361,115.1
11,Kochi (Kerala),0,0,0,14,18,0.7,2,2,0.2,16,20,1.5,3,5,0,0,0,0,3,5,2,2,2,2,0,0,0,0,2,2,12,0,0.6,2,0,0.1,0,0,14,0,0.7,2,0.1,10,0.5,12,0.6,15,15,0.7,14,1,0.7,0,0,0,29,16,1.4,5374,253.7,0,0,1164,55,6538,308.4,41,1.9,0,0,0,0,0,41,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,2,0.1,24,1.1,0,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,31390,1482.1,38073,1795.9
12,Kolkata (West Bengal),0,0,0,5,5,0,1,1,0,6,6,0.1,4,4,0,0,0,0,4,4,3,3,2,2,1,1,0,0,3,3,0,0,0,5,5,0,0,0,5,5,0,197,1.4,21,0.1,218,1.5,168,168,1.2,44,39,0.3,0,0,0,212,207,1.5,0,0,139,1,63,0.4,202,1.4,10,0.1,271,1.9,0,0,0,281,0,2,0,0,3,0,0,0,0,0,3,0,17,0.1,1,0,0,0,0,0,18,0.1,0,0,114,0.8,2,0,0,0,0,0,0,1,0,0,0,0,1368,9.7,2437,17.3
13,Kozhikode (Kerala),0,0,0,1,1,0,1,1,0.1,2,2,0.2,6,6,0,0,0,0,6,6,6,6,6,6,0,0,0,0,6,6,10,2,0.5,2,0,0.1,0,0,12,2,0.6,1,0,5,0.2,6,0.3,5,5,0.2,5,1,0.2,0,0,0,10,6,0.5,650,32,0,0,269,13.2,919,45.3,96,4.7,0,0,1,1,0,97,1,4.8,0,0,0,0,0,0,0,0,0,0,2,0.1,2,0.1,2,0.1,0,0,6,0.3,0,0,2,0.1,0,0,0,0,0,0,0,1,0,0,0,0,8288,408.1,9355,460.8
14,Lucknow (Uttar Pradesh),0,0,0,3,3,0.1,0,0,0,3,3,0.2,5,5,0,0,0,0,5,5,23,23,23,23,0,0,0,0,23,23,98,0,3.4,0,0,0,0,0,98,0,3.4,217,7.5,12,0.4,229,7.9,361,361,12.4,8,8,0.3,0,0,0,369,369,12.7,0,0,154,5.3,71,2.4,225,7.8,117,4,1712,59,0,0,0,1829,0,63.1,1,0,0,0,0,0,0,0,1,0,0,0,2,0.1,0,0,0,0,2,0.1,0,0,32,1.1,0,0,0,0,0,1,0,0,0,0,0,0,92,3.2,2909,100.3
15,Mumbai (Maharashtra),2,2,0,29,53,0.2,0,0,0,31,55,0.4,283,344,0,0,0,0,283,344,5,5,5,5,0,0,1,1,6,6,42,42,0.2,0,0,0,0,0,42,42,0.2,99,0.5,0,0,99,0.5,24,24,0.1,130,111,0.7,3,2,0,157,137,0.9,574,3.1,0,0,14106,76.6,14680,79.7,363,2,259,1.4,4,4,0,626,4,3.4,0,0,3,0,34,0.2,9,0,46,0.2,12,0.1,21,0.1,2,0,0,0,35,0.2,0,0,52,0.3,0,0,0,0,0,0,0,2,0,0,0,0,3396,18.4,19455,105.7
16,Nagpur (Maharashtra),5,5,0.4,125,221,5,0,0,0,130,226,10.6,0,0,3,3,0,0,3,3,4,4,4,4,0,0,0,0,4,4,6,0,0.2,0,0,0,0,0,6,0,0.2,374,15,2,0.1,376,15.1,18,18,0.7,12,0,0.5,0,0,0,30,18,1.2,1508,60.4,0,0,59,2.4,1567,62.7,1067,42.7,0,0,0,0,0,1067,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,27963,1119.4,31155,1246.2
17,Patna (Bihar),45,45,4.7,30,30,1.5,0,0,0,75,75,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6.6,3,0.1,139,6.8,167,167,8.2,0,0,0,0,0,0,167,167,8.1,0,0,1078,52.7,73,3.6,1151,56.1,100,4.9,710,34.7,0,0,0,810,0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,449,21.9,2812,137.2
