S. No. (Col.1),State/UT (Col.2),"Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - I (Col.3)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - V (Col.4)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - R (Col.5)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - I (Col.6)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - V (Col.7)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - R (Col.8)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - I (Col.9)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - V (Col.10)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - R (Col.11)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - I (Col.12)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - V (Col.13)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - R (Col.14)",Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - I (Col.15),Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - V (Col.16),Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - R (Col.17),"Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - I (Col.18)","Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - V (Col.19)","Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - R (Col.20)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - I (Col.21)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - V (Col.22)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - R (Col.23)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - I (Col.24)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - V (Col.25)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - R (Col.26)",Children Related- SLL Acts** - Total Children Related SLL Acts*** - I (Col.27),Children Related- SLL Acts** - Total Children Related SLL Acts*** - V (Col.28),Children Related- SLL Acts** - Total Children Related SLL Acts*** - R (Col.29),"SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - I (Col.30)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - V (Col.31)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - R (Col.32)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - I (Col.30a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - V (Col.31a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - R@ (Col.32a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - I (Col.30b)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - V (Col.31b)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - R## (Col.32b)","Protection of Civil Rights Act, 1955 - I (Col.33)","Protection of Civil Rights Act, 1955 - V (Col.34)","Protection of Civil Rights Act, 1955 - R (Col.35)",Total Crimes/ Atrocities against SCs & STs - I (Col.36),Total Crimes/ Atrocities against SCs & STs - V (Col.37),Total Crimes/ Atrocities against SCs & STs - R (Col.38),"Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - I (Col.39)","Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - V (Col.40)","Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - R (Col.41)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - I (Col.42)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - V (Col.43)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - R (Col.44)","Offences against State Related- SLL Acts - Official Secrets Act, 1923 - I (Col.45)","Offences against State Related- SLL Acts - Official Secrets Act, 1923 - R (Col.46)",Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - I (Col.47),Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - V (Col.48),Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - R (Col.49),"Arms/Explosives Related Acts - Arms Act, 1959 - I (Col.50)","Arms/Explosives Related Acts - Arms Act, 1959 - R (Col.51)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act , 1908 - I (Col.52)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act , 1908 - R (Col.53)",Arms/Explosives Related Acts - Total Arms & Explosives Related Acts - I (Col.54),Arms/Explosives Related Acts - Total Arms & Explosives Related Acts - R (Col.55),"Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - I (Col.56)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - V (Col.57)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - R (Col.58)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - I (Col.59)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - V (Col.60)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - R (Col.61)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - I (Col.62)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - V (Col.63)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - R (Col.64)",Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - I (Col.65),Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - V (Col.66),Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - R (Col.67),Liquor & Narcotic Drugs Related Acts - Prohibition Act (Centre & States) - I (Col.68),Liquor & Narcotic Drugs Related Acts - Prohibition Act (Centre & States) - R (Col.69),"Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - I (Col.70)","Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - R (Col.71)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - I (Col.72)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - R (Col.73)",Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drug Related Acts - I (Col.74),Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drug Related Acts - R (Col.75),"Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - I (Col.76)","Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - R (Col.77)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - I (Col.78)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - R (Col.79)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - I (Col.80)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - V (Col.81)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - R (Col.82)",Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - I (Col.83),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - V (Col.84),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - R (Col.85),"Environment Related SLL Acts - Forest Act, 1927 - I (Col.86)","Environment Related SLL Acts - Forest Act, 1927 - R (Col.87)","Environment Related SLL Acts - Wildlife Protection Act, 1972 - I (Col.88)","Environment Related SLL Acts - Wildlife Protection Act, 1972 - R (Col.89)","Environment Related SLL Acts - Environmental (Protection) Act, 1986 - I (Col.90)","Environment Related SLL Acts - Environmental (Protection) Act, 1986 - R (Col.91)","Environment Related SLL Acts - Air (Prevention & Control of Pollution) Act, 1981 - I (Col.92)","Environment Related SLL Acts - Air (Prevention & Control of Pollution) Act, 1981 - R (Col.93)","Environment Related SLL Acts - Water (Prevention & Control of Pollution) Act, 1974 (as amended in 1988) - I (Col.94)","Environment Related SLL Acts - Water (Prevention & Control of Pollution) Act, 1974 (as amended in 1988) - R (Col.95)",Environment Related SLL Acts - Total of Environ-ment Related SLL Acts - I (Col.96),Environment Related SLL Acts - Total of Environ-ment Related SLL Acts - R (Col.97),"Foreigner & Passport Related Acts - Foreigners Act, 1946 - I (Col.98)","Foreigner & Passport Related Acts - Foreigners Act, 1946 - R (Col.99)","Foreigner & Passport Related Acts - Passport Act, 1967 - I (Col.100)","Foreigner & Passport Related Acts - Passport Act, 1967 - R (Col.101)","Foreigner & Passport Related Acts - Emigration Act, 1983 - I (Col.102)","Foreigner & Passport Related Acts - Emigration Act, 1983 - R (Col.103)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - I (Col.104)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - R (Col.105)","Foreigner & Passport Related Acts - Citizenship Act, 1955 - I (Col.106)","Foreigner & Passport Related Acts - Citizenship Act, 1955 - R (Col.107)",Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - I (Col.108),Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - R (Col.109),"Railways Related Acts - Indian Railways Act, 1989***** - I (Col.110)","Railways Related Acts - Indian Railways Act, 1989***** - R (Col.111)","Railways Related Acts - Railway Property (Unlawful Possession) Act, 1966***** - I (Col.112)","Railways Related Acts - Railway Property (Unlawful Possession) Act, 1966***** - R (Col.113)",Railways Related Acts - Total of Railways Related Acts - I (Col.114),Railways Related Acts - Total of Railways Related Acts - R (Col.115),"Miscellaneous Acts - Essential Commodities Act, 1955 - I (Col.116)","Miscellaneous Acts - Essential Commodities Act, 1955 - R (Col.117)","Miscellaneous Acts - Representation of the People Act, 1951 - I (Col.118)","Miscellaneous Acts - Representation of the People Act, 1951 - R (Col.119)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - I (Col.120)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - V (Col.121)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - R (Col.122)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - I (Col.123)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - R (Col.124)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - I (Col.125)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - R (Col.126)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - I (Col.127)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - V (Col.128)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - R (Col.129)",Other SLL Crimes@@ - I (Col.130),Other SLL Crimes@@ - R (Col.131),Total Cognizable SLL Crimes - I (Col.132),Total Cognizable SLL Crimes - R (Col.133)
1,Andhra Pradesh,592,592,2.3,189,223,0.4,0,0,0,5,6,0,786,821,2.3,22,26,0.1,19,19,0.1,0,0,0,41,45,0.3,513,531,1,446,464,0.9,67,67,0.1,1,1,0,514,532,1,39,41,0.1,0,0,0,0,0,39,41,0.1,50,0.1,146,0.3,196,0.4,396,412,0.8,234,204,0.5,3,0,0,633,616,1.2,392,0.8,1959,3.8,722,1.4,3073,5.9,16009,30.9,15,0,42,27,0.1,16066,27,31.1,43,0.1,3,0,0,0,0,0,0,0,46,0.1,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,109,0.2,0,0,0,0,0,6,0,0,0,0,0,0,1100,2.1,22615,43.7
2,Arunachal Pradesh,0,0,0,1,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,1,1,0.1,8,8,0.6,0,0,0,0,0,8,8,0.6,18,1.4,1,0.1,19,1.4,3,5,0.2,3,1,0.2,0,0,0,6,6,0.5,0,0,0,0,116,8.8,116,8.8,1,0.1,0,0,0,0,0,1,0,0.1,0,0,1,0.1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.9,166,12.6
3,Assam,234,234,1.5,66,66,0.2,2,2,0,0,0,0,302,302,1.5,15,15,0.1,23,23,0.2,0,0,0,38,38,0.3,5,5,0,4,4,0,1,1,0,0,0,0,5,5,0,105,98,0.3,216,0,0.7,1,0,322,98,1,400,1.2,83,0.3,483,1.5,696,696,2.1,42,42,0.1,6,6,0,744,744,2.3,18,0.1,41,0.1,380,1.2,439,1.3,301,0.9,389,1.2,1,1,0,691,1,2.1,67,0.2,82,0.3,0,0,0,0,0,0,149,0.5,20,0.1,4,0,0,0,8,0,14,0,46,0.1,1,0,0,0,1,0,63,0.2,4,0,0,0,0,0,0,10,0,0,0,0,1467,4.5,4764,14.6
4,Bihar,1058,1058,2.1,61,65,0.1,171,171,0.3,0,0,0,1290,1294,2.4,12,80,0,0,0,0,0,0,0,12,80,0,264,264,0.3,253,253,0.2,11,11,0,0,0,0,264,264,0.3,151,0,0.1,48,0,0,0,0,199,0,0.2,1787,1.7,101,0.1,1888,1.8,299,299,0.3,21,21,0,0,0,0,320,320,0.3,632,0.6,13472,12.9,576,0.6,14680,14.1,336,0.3,4326,4.1,3,0,0,4665,0,4.5,34,0,7,0,0,0,0,0,0,0,41,0,3,0,2,0,0,0,0,0,0,0,5,0,7,0,0,0,7,0,520,0.5,206,0.2,11,11,0,1,0,0,0,0,0,0,1424,1.4,25533,24.5
5,Chhattisgarh,19,19,0.1,17,25,0.1,3,3,0,0,0,0,39,47,0.2,11,18,0.1,8,8,0.1,0,0,0,19,26,0.2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,6,6,0,3,3,0,0,0,9,9,0,747,2.9,191,0.7,938,3.6,55,55,0.2,25,23,0.1,0,0,0,80,78,0.3,26,0.1,16250,62.5,595,2.3,16871,64.9,10363,39.9,54,0.2,0,0,0,10417,0,40.1,0,0,15,0.1,0,0,0,0,0,0,15,0.1,1,0,3,0,0,0,1,0,0,0,5,0,2,0,0,0,2,0,84,0.3,0,0,1,1,0,0,0,0,0,0,0,0,682,2.6,29163,112.2
6,Goa,0,0,0,3,4,0.2,0,0,0,0,0,0,3,4,0,1,3,0.2,0,0,0,0,0,0,1,3,0.2,12,16,0.6,6,6,0.3,6,10,0.3,1,1,0.1,13,17,0.7,11,4,0.6,0,0,0,0,0,11,4,0.6,5,0.3,0,0,5,0.3,21,21,1.1,6,6,0.3,0,0,0,27,27,1.4,0,0,0,0,60,3,60,3,799,40.3,0,0,0,0,0,799,0,40.2,0,0,0,0,1,0.1,0,0,0,0,1,0.1,20,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,71,3.6,1014,51.1
7,Gujarat,0,0,0,83,96,0.1,0,0,0,0,0,0,83,96,0,165,177,0.8,12,12,0.1,0,0,0,177,189,0.9,202,204,0.3,165,166,0.3,37,38,0.1,1,1,0,203,205,0.3,43,34,0.1,0,0,0,1,0,44,34,0.1,507,0.8,564,0.9,1071,1.7,98,100,0.2,272,168,0.4,2,2,0,372,270,0.6,252373,400.1,0,0,61,0.1,252434,400.2,10992,17.4,133,0.2,2,1,0,11127,1,17.6,0,0,13,0,0,0,0,0,3,0,16,0,12,0,6,0,0,0,0,0,0,0,18,0,4,0,0,0,4,0,54,0.1,0,0,0,0,0,1,0,2,0,1,13,0,22693,36,288300,457.1
8,Haryana,8,8,0.1,79,121,0.3,10,10,0.1,0,0,0,97,139,0.1,43,43,0.5,14,14,0.2,81,81,0.9,138,138,1.5,35,35,0.1,35,35,0.1,0,0,0,0,0,0,35,35,0.1,1265,1068,4.6,0,0,0,3,0,1268,1068,4.6,1825,6.6,48,0.2,1873,6.8,386,386,1.4,78,74,0.3,4,3,0,468,463,1.7,0,0,16276,58.9,2032,7.4,18308,66.3,4578,16.6,24517,88.8,0,0,0,29095,0,105.4,35,0.1,9,0,0,0,0,0,0,0,44,0.2,64,0.2,1,0,6,0,4,0,0,0,75,0.3,14,0.1,0,0,14,0.1,123,0.4,3,0,12,12,0,0,0,0,0,1,1,0,3030,11,54584,197.7
9,Himachal Pradesh,1,1,0,7,8,0.1,11,11,0.3,0,0,0,19,20,0.3,7,7,0.3,0,0,0,1,1,0,8,8,0.4,102,102,1.4,100,100,1.4,2,2,0,1,1,0,103,103,1.4,56,51,0.8,1,0,0,0,0,57,51,0.8,25,0.4,2,0,27,0.4,23,23,0.3,31,30,0.4,0,0,0,54,53,0.8,0,0,2047,28.8,929,13.1,2976,41.8,294,4.1,0,0,0,0,0,294,0,4.1,157,2.2,19,0.3,0,0,0,0,2,0,178,2.5,4,0.1,0,0,0,0,2,0,0,0,6,0.1,0,0,0,0,0,0,13,0.2,0,0,3,6,0,0,0,2,0,0,0,0,123,1.7,3863,54.3
10,Jammu & Kashmir,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,8,3,0.1,161,0,1.3,0,0,169,3,1.4,181,1.5,40,0.3,221,1.8,20,20,0.2,8,8,0.1,0,0,0,28,28,0.2,0,0,488,3.9,619,5,1107,8.9,116,0.9,0,0,0,0,0,116,0,0.9,0,0,4,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,6,0,0,0,11,0.1,0,0,0,0,0,0,100,0.8,0,0,0,0,0,0,0,0,0,0,0,0,364,2.9,2123,17
11,Jharkhand,1371,1371,8.3,7,7,0,0,0,0,0,0,0,1378,1378,8.3,4,4,0,4,4,0,0,0,0,8,8,0.1,750,751,2.2,507,507,1.5,243,244,0.7,0,0,0,750,751,2.2,29,24,0.1,77,77,0.2,0,0,106,101,0.3,462,1.4,87,0.3,549,1.6,259,259,0.8,28,28,0.1,2,2,0,289,289,0.9,4,0,488,1.4,129,0.4,621,1.8,134,0.4,1356,4,11,11,0,1501,11,4.4,137,0.4,0,0,0,0,2,0,0,0,139,0.4,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100,0.3,0,0,0,0,0,0,0,2,0,0,0,0,1661,4.9,7107,21
12,Karnataka,1698,1698,5.5,338,482,0.5,0,0,0,0,0,0,2036,2180,5.5,66,117,0.3,51,51,0.3,0,0,0,117,168,0.6,1741,1881,2.8,1437,1535,2.3,304,346,0.5,6,17,0,1747,1898,2.8,136,117,0.2,6,5,0,0,0,142,122,0.2,133,0.2,76,0.1,209,0.3,1091,1091,1.7,198,177,0.3,0,0,0,1289,1268,2.1,0,0,5300,8.5,655,1,5955,9.5,10529,16.8,17,0,20,0,0,10566,0,16.9,109,0.2,69,0.1,0,0,0,0,0,0,178,0.3,31,0,90,0.1,0,0,2,0,0,0,123,0.2,6,0,0,0,6,0,323,0.5,88,0.1,18,181,0,1,0,5,0,1,1,0,8273,13.2,31077,49.7
13,Kerala,3,3,0,121,149,0.3,111,111,0.6,2,2,0,237,265,0.6,250,259,2.7,8,8,0.1,0,0,0,258,267,2.8,99,103,0.3,89,93,0.2,10,10,0,0,0,0,99,103,0.3,268,210,0.7,36,22,0.1,0,0,304,232,0.9,215,0.6,782,2.2,997,2.8,218,224,0.6,188,143,0.5,0,0,0,406,367,1.1,65046,182,0,0,5924,16.6,70970,198.5,3556,9.9,32,0.1,90,79,0.3,3678,79,10.3,15,0,8,0,5,0,0,0,0,0,28,0.1,9,0,94,0.3,28,0.1,7,0,0,0,138,0.4,11,0,0,0,11,0,123,0.3,17,0,0,0,0,0,0,11,0,1,1,0,370495,1036.5,447773,1252.7
14,Madhya Pradesh,26,26,0.1,22,48,0,90,90,0.2,0,0,0,138,164,0.3,5,5,0,9,9,0,0,0,0,14,14,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,0,15,14,0,0,0,0,0,0,15,14,0,9084,11.6,248,0.3,9332,11.9,194,194,0.2,78,46,0.1,0,0,0,272,240,0.3,43,0.1,63253,80.8,790,1,64086,81.9,24299,31.1,215,0.3,0,0,0,24514,0,31.3,21,0,5,0,0,0,0,0,6,0,32,0,2,0,1,0,0,0,0,0,16,0,19,0,3,0,0,0,3,0,213,0.3,0,0,0,0,0,0,0,5,0,0,0,0,2089,2.7,100736,128.7
15,Maharashtra,38,38,0.1,320,566,0.3,2,2,0,0,0,0,360,606,0.1,344,412,0.9,16,16,0,0,0,0,360,428,1,254,255,0.2,218,219,0.2,36,36,0,16,16,0,270,271,0.2,172,148,0.1,1,1,0,1,0,174,149,0.1,1387,1.2,65,0.1,1452,1.2,359,359,0.3,346,254,0.3,4,2,0,709,615,0.6,71119,59,0,0,14590,12.1,85709,71.1,22991,19.1,900,0.7,6,6,0,23897,6,19.8,19,0,33,0,97,0.1,21,0,0,0,170,0.1,14,0,59,0,2,0,2,0,0,0,77,0.1,19,0,0,0,19,0,515,0.4,6,0,5,5,0,4,0,10,0,0,0,0,55415,46,169152,140.3
16,Manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,12.6,0,0,327,0,12.6,16,0.6,28,1.1,44,1.7,2,2,0.1,3,3,0.1,0,0,0,5,5,0.2,0,0,0,0,91,3.5,91,3.5,28,1.1,401,15.4,0,0,0,429,0,16.5,0,0,2,0.1,0,0,0,0,0,0,2,0.1,2,0.1,0,0,0,0,1,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,928,35.7
17,Meghalaya,0,0,0,2,2,0.1,0,0,0,0,0,0,2,2,0,4,4,0.4,0,0,0,0,0,0,4,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.1,5,5,0.2,0,0,9,5,0.3,28,1,15,0.5,43,1.5,39,39,1.4,0,0,0,0,0,0,39,39,1.4,0,0,0,0,47,1.7,47,1.7,3,0.1,1,0,0,0,0,4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,21,0.8,2,0.1,0,0,0,0,0,0,23,0.8,0,0,0,0,0,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,43,1.5,216,7.8
