S. No. (Col.1),State/UT (Col.2),"Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - I (Col.3)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - V (Col.4)","Women Related- SLL Acts* - Dowry Prohibition Act, 1961 * - R (Col.5)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - I (Col.6)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - V (Col.7)","Women Related- SLL Acts* - Immoral Traffic (Prevention) Act, 1956 $ - R (Col.8)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - I (Col.9)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - V (Col.10)","Women Related- SLL Acts* - Protection of Women from Domestic Violence Act, 2005 * - R (Col.11)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - I (Col.12)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - V (Col.13)","Women Related- SLL Acts* - Indecent Representation of Women (Prohibition) Act, 1986 * - R (Col.14)",Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - I (Col.15),Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - V (Col.16),Women Related- SLL Acts* - Total - Crime against Women Related SLL Acts * # - R (Col.17),"Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - I (Col.18)","Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - V (Col.19)","Children Related- SLL Acts** - Juvenile Justice (Care and Protection of Children) Act, 2000 (as amended in 2016) - R (Col.20)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - I (Col.21)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - V (Col.22)","Children Related- SLL Acts** - Prohibition of Child Marriage Act, 2006 - R (Col.23)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - I (Col.24)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - V (Col.25)","Children Related- SLL Acts** - Pre-Natal Diagnostic Techniques (Regulation and Prevention of Misuse) Act, 1994 - R (Col.26)",Children Related- SLL Acts** - Total Children Related SLL Acts*** - I (Col.27),Children Related- SLL Acts** - Total Children Related SLL Acts*** - V (Col.28),Children Related- SLL Acts** - Total Children Related SLL Acts*** - R (Col.29),"SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - I (Col.30)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - V (Col.31)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - SC/ST (Prevention of Atrocities) Act, 1989 (Total) - R (Col.32)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - I (Col.30a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - V (Col.31a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against SCs - R@ (Col.32a)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - I (Col.30b)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - V (Col.31b)","SC/ST (Prevention of Atrocities) Act, 1989 $$ - POA Act for Crime/Atrocities against STs - R## (Col.32b)","Protection of Civil Rights Act, 1955 - I (Col.33)","Protection of Civil Rights Act, 1955 - V (Col.34)","Protection of Civil Rights Act, 1955 - R (Col.35)",Total Crimes/ Atrocities against SCs & STs - I (Col.36),Total Crimes/ Atrocities against SCs & STs - V (Col.37),Total Crimes/ Atrocities against SCs & STs - R (Col.38),"Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - I (Col.39)","Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - V (Col.40)","Offences against State Related- SLL Acts - Prevention of Damage to Public Property Act, 1984 - R (Col.41)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - I (Col.42)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - V (Col.43)","Offences against State Related- SLL Acts - Unlawful Activities (Prevention) Act, 1967 - R (Col.44)","Offences against State Related- SLL Acts - Official Secrets Act, 1923 - I (Col.45)","Offences against State Related- SLL Acts - Official Secrets Act, 1923 - R (Col.46)",Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - I (Col.47),Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - V (Col.48),Offences against State Related- SLL Acts - Total Offences against State Related SLL Acts**** - R (Col.49),"Arms/Explosives Related Acts - Arms Act, 1959 - I (Col.50)","Arms/Explosives Related Acts - Arms Act, 1959 - R (Col.51)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act , 1908 - I (Col.52)","Arms/Explosives Related Acts - Explosives Act, 1884 & The Explosive Substances Act , 1908 - R (Col.53)",Arms/Explosives Related Acts - Total Arms & Explosives Related Acts - I (Col.54),Arms/Explosives Related Acts - Total Arms & Explosives Related Acts - R (Col.55),"Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - I (Col.56)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - V (Col.57)","Information Technology / Intellectual Property Related Acts - Information Technology Act. 2000 & IT (Amendment) Act, 2008) - R (Col.58)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - I (Col.59)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - V (Col.60)","Information Technology / Intellectual Property Related Acts - Copyright Act, 1957 - R (Col.61)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - I (Col.62)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - V (Col.63)","Information Technology / Intellectual Property Related Acts - Trade Marks Act, 1999 - R (Col.64)",Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - I (Col.65),Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - V (Col.66),Information Technology / Intellectual Property Related Acts - Total Information Technology/ Intellectual Property Related Acts - R (Col.67),Liquor & Narcotic Drugs Related Acts - Prohibition Act (Centre & States) - I (Col.68),Liquor & Narcotic Drugs Related Acts - Prohibition Act (Centre & States) - R (Col.69),"Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - I (Col.70)","Liquor & Narcotic Drugs Related Acts - Excise Act, 1944 - R (Col.71)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - I (Col.72)","Liquor & Narcotic Drugs Related Acts - Narcotic Drugs & Psychotropic Substances Act, 1985 - R (Col.73)",Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drug Related Acts - I (Col.74),Liquor & Narcotic Drugs Related Acts - Total Liquour & Narcotic Drug Related Acts - R (Col.75),"Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - I (Col.76)","Other Regulatory & Enforcement Related SLL Acts - Gambling Act, 1867 - R (Col.77)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - I (Col.78)","Other Regulatory & Enforcement Related SLL Acts - Electricity Act, 2003 - R (Col.79)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - I (Col.80)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - V (Col.81)","Other Regulatory & Enforcement Related SLL Acts - Lotteries (Regulation) Act, 1998 - R (Col.82)",Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - I (Col.83),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - V (Col.84),Other Regulatory & Enforcement Related SLL Acts - Total Other Regulatory & Enforcement Related SLL Act - R (Col.85),"Environment Related SLL Acts - Forest Act, 1927 - I (Col.86)","Environment Related SLL Acts - Forest Act, 1927 - R (Col.87)","Environment Related SLL Acts - Wildlife Protection Act, 1972 - I (Col.88)","Environment Related SLL Acts - Wildlife Protection Act, 1972 - R (Col.89)","Environment Related SLL Acts - Environmental (Protection) Act, 1986 - I (Col.90)","Environment Related SLL Acts - Environmental (Protection) Act, 1986 - R (Col.91)","Environment Related SLL Acts - Air (Prevention & Control of Pollution) Act, 1981 - I (Col.92)","Environment Related SLL Acts - Air (Prevention & Control of Pollution) Act, 1981 - R (Col.93)","Environment Related SLL Acts - Water (Prevention & Control of Pollution) Act, 1974 (as amended in 1988) - I (Col.94)","Environment Related SLL Acts - Water (Prevention & Control of Pollution) Act, 1974 (as amended in 1988) - R (Col.95)",Environment Related SLL Acts - Total of Environ-ment Related SLL Acts - I (Col.96),Environment Related SLL Acts - Total of Environ-ment Related SLL Acts - R (Col.97),"Foreigner & Passport Related Acts - Foreigners Act, 1946 - I (Col.98)","Foreigner & Passport Related Acts - Foreigners Act, 1946 - R (Col.99)","Foreigner & Passport Related Acts - Passport Act, 1967 - I (Col.100)","Foreigner & Passport Related Acts - Passport Act, 1967 - R (Col.101)","Foreigner & Passport Related Acts - Emigration Act, 1983 - I (Col.102)","Foreigner & Passport Related Acts - Emigration Act, 1983 - R (Col.103)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - I (Col.104)","Foreigner & Passport Related Acts - Registration of Foreigners Act, 1939 - R (Col.105)","Foreigner & Passport Related Acts - Citizenship Act, 1955 - I (Col.106)","Foreigner & Passport Related Acts - Citizenship Act, 1955 - R (Col.107)",Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - I (Col.108),Foreigner & Passport Related Acts - Total Foreigner & Passport Related Acts - R (Col.109),"Railways Related Acts - Indian Railways Act, 1989***** - I (Col.110)","Railways Related Acts - Indian Railways Act, 1989***** - R (Col.111)","Railways Related Acts - Railway Property (Unlawful Possession) Act, 1966***** - I (Col.112)","Railways Related Acts - Railway Property (Unlawful Possession) Act, 1966***** - R (Col.113)",Railways Related Acts - Total of Railways Related Acts - I (Col.114),Railways Related Acts - Total of Railways Related Acts - R (Col.115),"Miscellaneous Acts - Essential Commodities Act, 1955 - I (Col.116)","Miscellaneous Acts - Essential Commodities Act, 1955 - R (Col.117)","Miscellaneous Acts - Representation of the People Act, 1951 - I (Col.118)","Miscellaneous Acts - Representation of the People Act, 1951 - R (Col.119)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - I (Col.120)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - V (Col.121)","Miscellaneous Acts - Bonded Labour System (Abolition) Act, 1976 - R (Col.122)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - I (Col.123)","Miscellaneous Acts - Antiquities & Art Treasures Act, 1972 - R (Col.124)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - I (Col.125)","Miscellaneous Acts - Prevention of Insults to National Honour Act, 1971 - R (Col.126)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - I (Col.127)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - V (Col.128)","Miscellaneous Acts - Transplantation of Human Organs Act, 1994 - R (Col.129)",Other SLL Crimes@@ - I (Col.130),Other SLL Crimes@@ - R (Col.131),Total Cognizable SLL Crimes - I (Col.132),Total Cognizable SLL Crimes - R (Col.133)
18,Mizoram,0,0,0,3,4,0.3,0,0,0,0,0,0,3,4,0,12,16,3.2,0,0,0,0,0,0,12,16,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.1,6,0.6,18,1.7,1,1,0.1,3,1,0.3,0,0,0,4,2,0.4,93,8.7,0,0,105,9.8,198,18.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,1,0.1,4,0.4,0,0,0,0,1,0.1,0,0,5,0.5,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,131,12.3,375,35.1
19,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.1,0,0,0,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.4,0,0,10,8,0.4,125,5.2,7,0.3,132,5.5,2,3,0.1,1,3,0,0,0,0,3,6,0.1,215,9,0,0,58,2.4,273,11.4,9,0.4,0,0,0,0,0,9,0,0.4,0,0,3,0.1,0,0,0,0,0,0,3,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.2,532,22.3
20,Odisha,1400,1400,6.6,51,51,0.1,0,0,0,3,3,0,1454,1454,6.6,55,71,0.4,15,15,0.1,0,0,0,70,86,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,0,0,0,7,7,0,318,0.7,229,0.5,547,1.3,25,25,0.1,6,6,0,0,0,0,31,31,0.1,0,0,17417,40.9,548,1.3,17965,42.2,1380,3.2,428,1,1,1,0,1809,1,4.2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,65,0.2,0,0,0,0,0,0,0,0,0,0,0,0,153,0.4,22105,51.9
21,Punjab,5,5,0,68,100,0.2,2,2,0,0,0,0,75,107,0.1,20,83,0.2,8,8,0.1,4,4,0,32,95,0.4,42,43,0.1,41,42,0.1,1,1,0,0,0,0,42,43,0.1,25,19,0.1,2,1,0,5,0,32,20,0.1,458,1.6,7,0,465,1.6,95,97,0.3,104,81,0.4,5,5,0,204,183,0.7,4,0,7792,26.7,5906,20.2,13702,46.9,1943,6.7,0,0,1,1,0,1944,1,6.7,2,0,2,0,0,0,0,0,0,0,4,0,0,0,28,0.1,48,0.2,0,0,0,0,76,0.3,5,0,0,0,5,0,27,0.1,0,0,3,5,0,0,0,2,0,0,0,0,1119,3.8,17732,60.7
22,Rajasthan,3,3,0,56,68,0.1,4,4,0,8,8,0,71,83,0,288,713,1,12,12,0,0,0,0,300,725,1.1,144,146,0.2,106,107,0.1,38,39,0.1,0,0,0,144,146,0.2,73,67,0.1,1,0,0,3,0,77,67,0.1,6444,8.8,864,1.2,7308,10,625,626,0.9,262,209,0.4,1,0,0,888,835,1.2,0,0,16070,21.9,1246,1.7,17316,23.6,21495,29.3,1839,2.5,0,0,0,23334,0,31.8,1191,1.6,190,0.3,0,0,0,0,0,0,1381,1.9,0,0,4,0,0,0,7,0,0,0,11,0,5,0,0,0,5,0,169,0.2,0,0,8,10,0,0,0,1,0,0,0,0,19736,26.9,70749,96.6
23,Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,4,4,2,1,1,0.2,1,1,0.2,0,0,0,0,0,0,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,2,0.3,0,0,2,0.3,1,1,0.2,0,0,0,0,0,0,1,1,0.2,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,30.5,211,32.5
24,Tamil Nadu,295,295,0.9,434,609,0.6,0,0,0,1,1,0,730,905,0.9,242,354,1.2,55,55,0.3,0,0,0,297,409,1.5,85,120,0.1,82,117,0.1,3,3,0,5,5,0,90,125,0.1,1818,1353,2.6,0,0,0,8,0,1826,1353,2.6,218,0.3,464,0.7,682,1,104,103,0.1,1671,276,2.4,3,0,0,1778,379,2.6,119211,171.5,0,0,3424,4.9,122635,176.4,4398,6.3,10,0,2939,454,4.2,7347,454,10.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,311,0.4,7,0,17,0,0,0,336,0.5,6,0,0,0,6,0,7,0,45,0,14,327,0,0,0,3,0,0,0,0,151676,218.2,287473,413.5
25,Telangana,4,4,0,241,307,0.7,1,1,0,2,2,0,248,314,0,491,574,4.4,19,19,0.2,0,0,0,510,593,4.6,480,529,1.3,428,470,1.2,52,59,0.1,0,0,0,480,529,1.3,88,87,0.2,0,0,0,0,0,88,87,0.2,89,0.2,115,0.3,204,0.6,538,539,1.5,163,167,0.4,0,0,0,701,706,1.9,1449,3.9,3472,9.4,232,0.6,5153,14,1088,3,1,0,0,0,0,1089,0,3,2,0,17,0,3,0,0,0,0,0,22,0.1,2,0,12,0,6,0,0,0,0,0,20,0.1,5,0,0,0,5,0,392,1.1,1,0,11,11,0,8,0,8,0,0,0,0,2342,6.4,11282,30.6
26,Tripura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0,0,0,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.2,0,0,0,0,0,7,6,0.2,3,0.1,0,0,3,0.1,3,3,0.1,0,0,0,0,0,0,3,3,0.1,0,0,0,0,55,1.4,55,1.4,0,0,4,0.1,0,0,0,4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,50,1.3,0,0,0,0,0,0,53,1.4,0,0,0,0,0,0,17,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0.1,148,3.9
27,Uttar Pradesh,2867,2867,2.8,50,128,0,23,23,0,16,16,0,2956,3034,2.8,54,54,0.1,3,3,0,4,4,0,61,61,0.1,1066,1066,0.5,1065,1065,0.5,1,1,0,0,0,0,1066,1066,0.5,1380,0,0.6,10,0,0,5,0,1395,0,0.6,27227,12.4,444,0.2,27671,12.6,2562,2562,1.2,347,3,0.2,24,0,0,2933,2565,1.3,0,0,58848,26.8,6834,3.1,65682,30,11174,5.1,82343,37.6,0,0,0,93517,0,42.7,1815,0.8,302,0.1,11,0,2,0,0,0,2130,1,11,0,12,0,2,0,0,0,0,0,25,0,277,0.1,3,0,280,0.1,1052,0.5,97,0,39,61,0,94,0,9,0,1,1,0,12846,5.9,211854,96.6
28,Uttarakhand,27,27,0.5,13,13,0.1,1,1,0,0,0,0,41,41,0.5,5,5,0.1,1,2,0,0,0,0,6,7,0.2,30,30,0.3,29,29,0.3,1,1,0,0,0,0,30,30,0.3,2,2,0,0,0,0,0,0,2,2,0,813,7.6,2,0,815,7.6,58,59,0.5,7,7,0.1,0,0,0,65,66,0.6,0,0,2675,25.1,628,5.9,3303,30.9,351,3.3,532,5,0,0,0,883,0,8.3,29,0.3,19,0.2,1,0,0,0,0,0,49,0.5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207,48.8
29,West Bengal,0,0,0,90,227,0.1,5,5,0,0,0,0,95,232,0,44,58,0.1,41,41,0.1,0,0,0,85,99,0.3,47,48,0.1,26,26,0,21,22,0,0,0,0,47,48,0.1,83,80,0.1,9,9,0,1,0,93,89,0.1,2349,2.5,253,0.3,2602,2.8,349,349,0.4,312,279,0.3,0,0,0,661,628,0.7,0,0,6430,6.9,1428,1.5,7858,8.4,473,0.5,9250,9.9,1,1,0,9724,1,10.4,25,0,47,0.1,2,0,0,0,0,0,74,0.1,1621,1.7,34,0,1,0,3,0,21,0,1680,1.8,1,0,0,0,1,0,307,0.3,6,0,0,0,0,1,0,1,0,0,0,0,4596,4.9,27831,29.7
Total (States),Total (States),9649,9649,1.6,2323,3371,0.2,436,436,0.1,37,38,0,12445,13494,1.7,2165,3104,0.5,319,320,0.1,90,90,0,2574,3514,0.6,5877,6135,0.5,5042,5243,0.4,835,892,0.1,34,45,0,5911,6180,0.5,5794,3442,0.5,918,136,0.1,28,0,6740,3578,0.5,54928,4.4,4868,0.4,59796,4.8,8522,8553,0.7,4437,2260,0.4,54,20,0,13013,10833,1,510625,40.9,232278,18.6,48783,3.9,791686,63.5,147640,11.8,126763,10.2,3117,582,0.2,277520,582,22.2,3702,0.3,852,0.1,120,0,25,0,11,0,4710,0.4,1860,0.1,717,0.1,100,0,61,0,51,0,2789,0.2,371,0,3,0,374,0,4394,0.4,473,0,125,630,0,116,0,72,0,5,17,0,661870,53.1,1844613,147.9
30,A & N Islands,0,0,0,1,1,0.2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.7,0,0,0,1,1,0.7,4,8,0.7,0,0,0,4,8,0.7,0,0,0,4,8,0.7,7,6,1.3,0,0,0,0,0,7,6,1.3,0,0,1,0.2,1,0.2,2,2,0.4,0,0,0,0,0,0,2,2,0.4,19,3.4,1570,283.4,21,3.8,1610,292.7,58,10.5,0,0,0,0,0,58,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1689,304.9
31,Chandigarh,1,1,0.1,1,1,0.1,0,0,0,0,0,0,2,2,0.1,6,6,1.5,0,0,0,0,0,0,6,6,1.5,1,1,0.1,1,1,0.1,0,0,0,0,0,0,1,1,0.1,2,0,0.1,0,0,0,0,0,2,0,0.1,22,1.2,0,0,22,1.2,17,17,0.9,3,0,0.2,4,0,0.2,24,17,1.3,0,0,818,45.4,144,8,962,53.4,188,10.4,2,0.1,0,0,0,190,0,10.6,0,0,3,0.2,0,0,0,0,0,0,3,0.2,0,0,0,0,1,0.1,2,0.1,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2.5,1260,70
32,D&N Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0,0,0,2,2,0.5,0,0,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,1,0.2,1,1,0.2,1,0,0.2,0,0,0,2,1,0.5,0,0,3,0.7,2,0.5,5,1.2,2,0.5,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.8
33,Daman & Diu,0,0,0,4,6,1.2,0,0,0,0,0,0,4,6,0,1,1,1.1,0,0,0,0,0,0,1,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,1,0.3,0,0,0,3,3,0.9,0,0,0,3,3,0.9,0,0,0,0,1,0.3,1,0.3,6,1.8,0,0,0,0,0,6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4.8
34,Delhi,18,18,0.2,6,6,0,1,1,0,0,0,0,25,25,0.2,78,200,1.4,1,1,0,3,3,0.1,82,204,1.5,39,41,0.2,37,39,0.2,2,2,0,2,2,0,41,43,0.2,14,14,0.1,4,0,0,2,0,20,14,0.1,688,3.2,14,0.1,702,3.3,69,69,0.3,159,135,0.7,45,45,0.2,273,249,1.3,0,0,2356,11,297,1.4,2653,12.3,1098,5.1,1145,5.3,0,0,0,2243,0,10.4,13,0.1,4,0,1,0,0,0,0,0,18,0.1,5,0,11,0.1,0,0,0,0,0,0,16,0.1,1,0,0,0,1,0,33,0.2,0,0,3,3,0,0,0,0,0,2,2,0,1289,6,7401,34.4
35,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,0,0,0,1,1,1.2,0,0,0,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.4,0,0,5,6.1,7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.3,14,17.1
36,Puducherry,15,15,2,2,2,0.1,0,0,0,1,1,0.1,18,18,2.2,3,6,0.6,5,5,1.1,0,0,0,8,11,1.7,2,29,0.1,2,29,0.1,0,0,0,1,1,0.1,3,30,0.2,8,7,0.5,0,0,0,0,0,8,7,0.5,20,1.2,17,1,37,2.2,2,2,0.1,3,3,0.2,0,0,0,5,5,0.3,0,0,1,0.1,3,0.2,4,0.2,12,0.7,0,0,61,31,3.6,73,31,4.3,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,2,0.1,0,0,0,0,0,0,2,0.1,0,0,0,0,0,0,18,1.1,9,0.5,0,0,0,0,0,1,0.1,0,0,0,612,36.4,799,47.5
Total (UTs),Total (UTs),34,34,0.3,14,16,0.1,1,1,0,1,1,0,50,52,0.3,88,213,1.3,7,7,0.1,3,3,0,98,223,1.4,49,82,0.2,40,69,0.2,9,13,0,3,3,0,52,85,0.2,31,27,0.1,4,0,0,2,0,37,27,0.1,732,2.8,32,0.1,764,2.9,91,91,0.3,169,141,0.6,49,45,0.2,309,277,1.2,21,0.1,4748,18,473,1.8,5242,19.9,1364,5.2,1147,4.3,61,31,0.2,2572,31,9.8,13,0,7,0,2,0,0,0,0,0,22,0.1,8,0,13,0,1,0,2,0,0,0,24,0.1,1,0,0,0,1,0,51,0.2,9,0,3,3,0,0,0,1,0,2,2,0,1954,7.4,11191,42.4
Total (All-India),Total (All-India),9683,9683,1.6,2337,3387,0.2,437,437,0.1,38,39,0,12495,13546,1.7,2253,3317,0.5,326,327,0.1,93,93,0,2672,3737,0.6,5926,6217,0.5,5082,5312,0.4,844,905,0.1,37,48,0,5963,6265,0.5,5825,3469,0.5,922,136,0.1,30,0,6777,3605,0.5,55660,4.4,4900,0.4,60560,4.8,8613,8644,0.7,4606,2401,0.4,103,65,0,13322,11110,1,510646,40.1,237026,18.6,49256,3.9,796928,62.6,149004,11.7,127910,10,3178,613,0.2,280092,613,22,3715,0.3,859,0.1,122,0,25,0,11,0,4732,0.4,1868,0.1,730,0.1,101,0,63,0,51,0,2813,0.2,372,0,3,0,375,0,4445,0.3,482,0,128,633,0,116,0,73,0,7,19,0,663824,52.1,1855804,145.7
