States/ UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction - of Women & Girls,Kidnapping & Abduction - Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft - Total,Theft - Auto theft,Theft - Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Haryana,Kaithal,26,21,9,7,0,7,7,4,3,2,5,3,86,151,69,82,0,44,17,1,23,235,6,11,0,98,0,5,364,1121
Haryana,Karnal,39,28,5,37,0,37,16,8,8,4,6,14,216,383,185,198,42,17,49,3,6,635,11,25,0,115,0,213,309,2173
Haryana,Kurukshetra,31,13,4,15,0,15,18,14,4,2,3,11,181,321,148,173,0,21,123,2,3,193,7,20,14,88,0,0,786,1856
Haryana,Mahendragarh,21,9,2,16,0,16,19,9,10,4,1,5,71,112,40,72,46,19,9,0,19,154,3,22,0,19,0,4,748,1303
Haryana,Panchkula,7,2,1,13,0,13,19,17,2,1,6,5,136,201,77,124,1,20,42,1,3,11,5,29,45,60,0,82,497,1187
Haryana,Panipat,46,25,4,43,1,42,30,21,9,4,11,27,173,449,217,232,37,37,27,1,5,180,9,22,20,193,0,189,564,2096
Haryana,Rewari,21,9,1,10,0,10,11,7,4,4,4,9,89,152,70,82,27,32,9,0,15,153,14,15,0,23,0,0,695,1293
Haryana,Rohtak,63,39,0,17,0,17,16,10,6,4,5,27,225,359,218,141,36,19,46,2,13,155,17,14,40,30,0,124,632,1883
Haryana,Sirsa,43,37,4,20,0,20,22,3,19,2,4,16,175,229,98,131,18,23,56,1,5,326,7,30,0,103,0,5,652,1778
Haryana,Sonipat,82,49,1,14,0,14,24,16,8,5,25,35,167,319,127,192,4,20,56,3,11,290,20,15,10,63,0,198,635,2046
Haryana,Yamunanagar,31,16,0,13,0,13,22,18,4,5,5,5,85,207,85,122,0,5,21,0,9,183,9,11,0,55,0,0,618,1300
Haryana,Total,760,487,89,361,1,360,427,290,137,61,162,330,3048,5962,2955,3007,700,579,933,32,199,4514,256,454,1424,1565,0,955,16854,40152
Himachal Pradesh,Bilaspur,11,15,1,9,0,9,8,3,5,0,0,1,59,56,11,45,119,12,7,0,32,74,0,36,1,22,0,49,705,1217
Himachal Pradesh,Chamba,15,2,0,16,0,16,14,10,4,0,0,1,127,25,3,22,13,5,6,0,8,64,2,21,1,12,0,44,301,677
Himachal Pradesh,G.R.P.,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,8
Himachal Pradesh,Hamirpur,8,6,1,3,0,3,14,14,0,0,0,1,18,28,6,22,36,7,11,0,6,194,0,17,1,24,0,36,440,851
Himachal Pradesh,Kangra,28,22,1,14,0,14,20,17,3,0,0,2,90,86,26,60,95,4,30,0,24,287,2,50,1,32,0,4,1169,1961
Himachal Pradesh,Kinnaur,2,0,0,4,0,4,3,3,0,0,0,0,19,11,0,11,10,1,1,0,1,16,0,6,1,7,0,22,50,154
Himachal Pradesh,Kullu,8,2,1,14,0,14,11,11,0,0,0,0,30,29,8,21,23,5,10,0,4,42,0,20,0,11,0,40,493,743
Himachal Pradesh,Lahaul-Spiti,2,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,0,2,0,0,0,2,0,2,0,0,0,8,41,68
Himachal Pradesh,Mandi,5,9,2,24,0,24,9,8,1,0,0,3,85,70,23,47,56,6,13,0,38,217,2,51,6,47,0,64,1068,1775
Himachal Pradesh,Shimla,15,10,0,27,0,27,22,18,4,0,0,2,120,119,26,93,115,13,26,0,10,78,0,49,0,22,0,69,1311,2008
Himachal Pradesh,Sirmaur,9,9,0,11,0,11,10,10,0,0,1,1,44,24,5,19,74,6,11,0,10,61,0,34,0,15,0,53,339,712
Himachal Pradesh,Solan,7,6,0,9,0,9,18,16,2,0,0,2,63,62,16,46,60,8,7,0,2,317,0,28,1,31,0,36,609,1266
Himachal Pradesh,Una,13,5,0,6,0,6,8,6,2,0,0,4,49,48,18,30,43,6,15,0,10,123,0,12,0,11,0,57,393,803
Himachal Pradesh,Total,123,86,6,137,0,137,138,116,22,0,1,18,710,564,142,422,646,75,137,0,145,1476,6,326,12,234,0,482,6921,12243
Jammu & Kashmir,Anantnag,86,96,2,16,0,16,67,58,9,4,0,26,142,91,15,76,49,10,19,3,45,53,0,67,54,0,0,27,501,1358
Jammu & Kashmir,Awantipora,26,0,0,1,0,1,16,15,1,2,0,17,7,18,2,16,10,0,8,0,1,6,0,12,3,0,0,0,182,309
Jammu & Kashmir,Baramulla,121,111,2,14,0,14,87,78,9,4,0,15,129,155,22,133,125,2,16,4,22,11,0,94,31,0,0,0,533,1476
Jammu & Kashmir,Border,7,26,1,5,0,5,14,13,1,0,0,3,12,16,4,12,30,2,6,0,4,16,0,8,23,0,0,32,535,740
Jammu & Kashmir,Budgam,46,23,2,12,0,12,40,33,7,2,0,3,47,109,16,93,87,2,13,0,18,2,0,80,13,0,0,22,310,831
Jammu & Kashmir,Crime Jammu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,2,48
Jammu & Kashmir,Crime Srinagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,63
Jammu & Kashmir,Doda,105,118,0,15,0,15,19,19,0,1,0,2,30,21,0,21,17,6,3,2,29,12,0,6,4,0,0,24,312,726
Jammu & Kashmir,Ganderbal,22,5,1,7,0,7,39,39,0,0,0,2,39,53,21,32,71,2,6,1,8,5,0,61,6,0,0,11,180,519
Jammu & Kashmir,Handwara,47,72,5,0,0,0,23,15,8,1,0,0,20,23,0,23,27,0,3,0,9,5,0,25,0,1,0,8,203,472
Jammu & Kashmir,Jammu,23,79,8,7,0,7,60,56,4,7,0,4,223,407,165,242,74,16,48,1,9,40,10,20,74,17,0,94,2015,3236
Jammu & Kashmir,Kargil,0,1,0,1,0,1,2,2,0,0,0,0,2,5,1,4,4,0,1,0,1,0,0,0,0,0,0,0,54,71
Jammu & Kashmir,Kathua,15,25,1,11,0,11,13,13,0,0,0,1,47,47,11,36,44,1,12,0,7,30,3,11,13,4,0,79,604,968
Jammu & Kashmir,Kulgam,41,4,1,7,0,7,45,39,6,0,0,17,33,43,5,38,57,8,8,4,17,10,0,10,4,0,0,19,257,585
Jammu & Kashmir,Kupwara,56,124,0,5,0,5,28,24,4,0,0,0,25,24,1,23,55,3,10,0,36,5,0,38,4,0,0,9,175,597
Jammu & Kashmir,Leh,6,1,0,3,0,3,1,1,0,0,0,0,13,5,1,4,3,0,1,0,0,0,0,1,1,0,0,0,93,128
Jammu & Kashmir,Poonch,84,140,0,9,0,9,14,7,7,0,0,0,11,46,0,46,7,1,13,0,27,40,0,4,0,0,0,8,221,625
Jammu & Kashmir,Pulwama,55,109,2,12,0,12,44,41,3,9,0,32,80,115,14,101,120,2,14,2,20,19,0,51,15,0,0,0,252,953
Jammu & Kashmir,Railways,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,3,0,0,0,7,19
Jammu & Kashmir,Rajouri,97,104,0,13,0,13,13,13,0,2,0,2,22,38,2,36,4,4,12,0,25,24,1,11,5,9,0,2,712,1100
Jammu & Kashmir,Ramban,62,69,0,7,0,7,6,6,0,0,0,0,25,27,0,27,6,3,2,1,24,9,0,3,3,0,0,1,318,566
Jammu & Kashmir,Reasi,45,62,2,8,0,8,16,11,5,3,0,3,7,28,0,28,4,2,0,0,32,7,0,3,1,2,0,0,152,377
Jammu & Kashmir,Srinagar,86,50,4,24,0,24,117,106,11,6,0,33,335,639,376,263,154,18,76,2,48,48,0,270,86,12,0,40,1056,3104
Jammu & Kashmir,Udhampur,14,21,0,15,0,15,10,7,3,1,0,3,72,103,7,96,48,7,6,0,4,24,4,10,25,9,0,4,716,1096
Jammu & Kashmir,Total,1048,1240,31,192,0,192,674,596,78,42,0,163,1321,2020,664,1356,996,91,382,20,386,366,18,785,368,54,0,380,9390,19967
Jharkhand,Bokaro,58,108,2,48,0,48,40,26,14,40,5,64,132,445,95,350,180,28,24,2,10,432,29,32,0,16,0,118,381,2194
Jharkhand,Chaibasa,134,42,38,37,0,37,19,9,10,7,0,14,34,98,5,93,34,15,2,0,9,17,0,17,0,8,0,1,204,730
Jharkhand,Chatra,31,4,0,18,0,18,4,1,3,31,0,19,19,83,24,59,123,0,3,0,3,2,15,0,0,4,0,0,481,840
Jharkhand,Deoghar,36,34,4,37,0,37,5,2,3,13,2,25,53,98,20,78,145,0,0,0,7,18,16,7,0,17,0,2,764,1283
Jharkhand,Dhanbad,88,42,13,38,0,38,72,25,47,69,14,64,149,493,31,462,237,40,61,1,9,135,36,53,3,19,0,4,1561,3201
Jharkhand,Dhanbad Rly.,5,0,0,2,0,2,2,1,1,21,0,32,8,240,0,240,11,0,4,0,0,1,0,2,0,0,0,3,77,408
Jharkhand,Dumka,67,149,4,50,0,50,15,3,12,7,1,13,54,88,0,88,99,45,10,0,7,57,8,31,0,37,0,46,220,1008
Jharkhand,Garhwa,39,17,3,32,0,32,9,2,7,17,2,20,29,68,0,68,107,9,10,0,9,225,14,2,0,19,2,7,229,869
Jharkhand,Giridih,72,27,4,39,0,39,23,8,15,49,2,42,91,128,2,126,108,6,27,0,22,73,52,48,0,36,0,98,1008,1955
Jharkhand,Godda,31,36,0,86,0,86,21,6,15,9,0,10,46,128,0,128,125,7,17,0,0,314,4,0,0,56,0,3,1310,2203
Jharkhand,Gumla,108,32,8,31,0,31,9,8,1,23,2,41,37,58,7,51,32,10,6,0,0,2,1,4,0,14,0,6,265,689
Jharkhand,Hazaribagh,86,59,11,71,0,71,33,18,15,60,9,66,103,537,44,493,198,16,73,0,14,102,31,27,0,90,0,0,1035,2621
Jharkhand,Jamshedpur,81,180,9,76,0,76,50,18,32,8,1,29,156,539,135,404,114,60,64,0,19,93,12,40,0,72,0,3,1149,2755
Jharkhand,Jamshedpur Rly.,2,0,0,1,0,1,1,1,0,5,0,6,6,114,4,110,3,0,1,0,0,0,0,5,0,0,0,1,56,201
Jharkhand,Jamtara,18,33,2,25,0,25,13,2,11,4,0,6,30,69,4,65,39,0,5,1,2,116,3,14,0,18,0,1,135,534
Jharkhand,Koderma,30,25,0,6,0,6,13,4,9,39,0,24,13,50,6,44,103,8,15,0,4,187,7,8,0,37,0,38,178,785
Jharkhand,Latehar,43,14,2,12,0,12,8,2,6,27,4,13,12,33,0,33,20,1,4,0,5,39,3,4,0,3,0,36,173,456
Jharkhand,Lohardagga,44,9,1,14,0,14,2,1,1,3,0,22,16,29,1,28,23,6,4,2,3,8,0,4,0,12,0,0,230,432
Jharkhand,Pakur,37,7,4,37,0,37,6,1,5,5,1,13,16,32,2,30,44,2,11,0,3,6,2,3,0,5,0,1,349,584
Jharkhand,Palamu,69,48,3,14,0,14,16,8,8,31,0,40,111,99,4,95,167,4,4,0,27,327,24,11,0,18,34,3,499,1549
Jharkhand,Ranchi,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306
Jharkhand,Sahebganj,45,58,2,26,0,26,22,5,17,5,0,17,21,98,6,92,65,4,19,0,4,28,5,22,0,19,0,28,242,730
Jharkhand,Saraikela,51,36,2,26,0,26,16,4,12,12,3,7,45,115,8,107,31,8,16,0,0,109,3,4,0,25,0,7,308,824
Jharkhand,Simdega,43,22,3,16,0,16,2,1,1,10,0,12,16,3,3,0,10,0,10,0,3,1,1,0,0,1,0,6,123,282
Jharkhand,Total,1488,1143,115,797,0,797,468,178,290,580,55,780,1419,4374,560,3814,2281,333,441,6,167,2294,275,411,3,588,36,416,12969,31439
Karnataka,Bagalkot,51,38,2,4,0,4,17,7,10,2,0,1,74,147,35,112,209,11,28,1,6,363,2,53,1,63,0,0,842,1915
Karnataka,Bangalore Commr.,201,311,4,32,0,32,159,58,101,27,47,365,2084,7081,2754,4327,284,180,1788,107,1,4029,33,237,62,242,0,45,11801,29120
Karnataka,Bangalore Rural,153,114,7,22,0,22,38,0,38,23,1,54,498,767,129,638,480,37,63,1,41,1274,35,114,0,129,0,0,3459,7310
Karnataka,Belgaum,113,60,1,6,0,6,26,16,10,12,0,48,203,272,107,165,370,18,137,10,19,806,7,55,0,102,0,19,2442,4726
Karnataka,Bellary,62,58,0,11,0,11,13,8,5,2,3,18,189,265,65,200,271,6,29,5,15,643,8,68,0,52,0,4,1366,3088
Karnataka,Bidar,49,62,0,8,0,8,23,13,10,6,5,29,222,208,42,166,166,4,31,0,29,1020,10,85,2,64,0,0,2394,4417
Karnataka,Bijapur,62,53,2,3,0,3,30,24,6,12,0,22,138,117,32,85,326,4,23,0,27,645,5,71,0,90,0,0,1132,2762
Karnataka,Chamarajnagar,29,24,0,4,0,4,6,3,3,4,0,6,46,99,11,88,222,2,2,2,22,375,1,26,0,13,0,0,444,1327
Karnataka,Chickmagalur,36,64,2,18,0,18,12,9,3,1,0,11,159,237,45,192,166,7,12,0,7,852,3,62,6,64,0,9,1068,2796
Karnataka,Chitradurga,37,18,1,12,0,12,7,4,3,3,0,15,113,165,37,128,319,16,18,0,6,733,7,46,0,32,0,1,1437,2986
Karnataka,Dakshin Kannada,26,27,0,9,0,9,6,0,6,3,0,9,173,208,103,105,141,11,49,11,17,502,0,22,5,28,0,4,2178,3429
Karnataka,Davanagere,57,26,7,14,0,14,18,15,3,8,0,43,176,279,75,204,276,13,39,2,2,589,8,74,2,73,0,17,1383,3106
Karnataka,Dharwad Commr.,17,36,0,1,0,1,16,7,9,7,0,38,105,269,123,146,122,13,61,2,9,221,5,14,4,24,0,6,1051,2021
Karnataka,Dharwad Rural,35,13,0,0,0,0,7,0,7,2,0,4,42,34,2,32,89,1,9,0,2,133,4,26,0,17,0,0,487,905
Karnataka,Gadag,15,22,0,3,0,3,4,3,1,3,1,4,49,72,29,43,133,8,20,3,2,173,3,12,0,12,0,0,389,928
Karnataka,Gulbarga,79,76,7,24,0,24,43,32,11,3,4,46,173,258,56,202,368,6,47,1,19,1163,4,119,6,73,0,0,1484,4003
Karnataka,Hassan,74,65,1,11,0,11,26,0,26,3,1,22,195,287,70,217,242,19,13,2,91,1362,7,64,0,62,0,0,1553,4100
Karnataka,Haveri,18,19,2,2,0,2,10,7,3,5,0,8,69,107,25,82,276,10,23,2,0,300,4,27,0,18,0,0,1055,1955
Karnataka,K.G.F.,14,16,0,6,0,6,3,0,3,0,0,7,94,255,34,221,79,1,16,1,0,250,3,6,0,21,0,1,281,1054
Karnataka,Kodagu,35,29,2,4,0,4,6,1,5,0,0,4,145,76,16,60,74,2,15,1,3,445,2,27,0,18,0,1,476,1365
Karnataka,Kolar,73,71,1,18,0,18,36,12,24,6,0,29,141,362,69,293,367,10,25,2,0,649,16,34,0,46,0,0,1667,3553
Karnataka,Koppal,19,37,0,6,0,6,26,26,0,7,0,10,90,82,10,72,126,8,25,4,7,243,3,29,0,49,0,0,622,1393
Karnataka,Mandya,61,56,0,30,0,30,18,0,18,4,0,30,249,274,58,216,266,7,14,0,0,1339,14,45,0,102,0,0,2236,4745
Karnataka,Mysore Commr.,22,38,1,7,0,7,10,5,5,1,0,31,97,279,128,151,48,22,38,1,0,350,10,17,0,58,0,0,732,1762
Karnataka,Mysore Rural,62,45,1,5,0,5,16,7,9,3,0,5,149,217,27,190,231,9,12,0,0,936,5,63,0,73,0,0,966,2798
Karnataka,Raichur,59,67,7,6,0,6,25,16,9,9,0,9,142,138,36,102,256,14,112,4,19,580,10,72,6,56,0,14,917,2522
Karnataka,Railways,14,1,0,0,0,0,0,0,0,4,0,15,5,380,6,374,118,0,2,2,1,26,1,2,0,1,0,0,152,724
Karnataka,Shimoga,53,47,2,11,0,11,14,12,2,3,4,42,209,349,87,262,247,11,42,4,21,1133,4,59,1,159,0,0,1750,4165
Karnataka,Tumkur,58,49,4,9,0,9,19,10,9,13,0,29,242,371,103,268,255,22,38,0,66,990,16,60,0,30,0,25,1884,4180
Karnataka,Udupi,15,22,0,1,0,1,9,4,5,2,0,11,127,80,38,42,188,11,15,2,1,315,2,21,0,22,0,6,1359,2209
Karnataka,Uttar Kannada,28,12,1,5,0,5,2,1,1,0,0,7,82,83,24,59,123,2,18,5,4,385,1,38,5,33,0,0,1501,2335
Karnataka,Total,1627,1576,55,292,0,292,645,300,345,178,66,972,6480,13818,4376,9442,6838,485,2764,175,437,22824,233,1648,100,1826,0,152,50508,113699
Kerala,Alapuzha,18,30,1,13,0,13,14,5,9,5,0,19,234,244,128,116,548,19,129,5,38,1335,2,149,2,165,0,0,4608,7578
Kerala,CBCID,15,8,2,0,0,0,1,0,1,3,0,3,10,4,0,4,22,13,26,46,2,3,0,0,0,2,0,0,80,240
Kerala,Ernakulam,36,80,18,27,0,27,12,9,3,27,0,119,649,1159,316,843,686,35,321,6,24,1753,1,170,6,179,0,5,10360,15673
Kerala,Idukki,32,18,2,26,0,26,0,0,0,6,0,9,185,215,33,182,323,19,60,0,19,1457,0,120,10,108,0,2,2035,4646
Kerala,Kannur,28,63,7,21,0,21,14,8,6,4,0,17,242,197,88,109,567,3,123,8,3,1007,0,89,7,203,0,0,2421,5024
Kerala,Kasargod,20,22,6,25,0,25,13,7,6,0,0,11,145,146,94,52,407,5,69,4,0,637,0,0,0,87,0,1,1172,2770
Kerala,Kollam,41,49,59,60,0,60,20,12,8,12,0,42,403,319,153,166,778,8,158,13,66,2411,2,307,1,312,0,2,4814,9877
Kerala,Kottayam,20,22,7,28,0,28,15,7,8,6,0,65,337,379,103,276,439,40,275,7,19,1719,0,156,19,132,0,0,3631,7316
Kerala,Kozhikode,21,39,18,53,0,53,5,1,4,3,0,27,479,569,230,339,973,42,383,9,67,1149,0,135,12,343,0,6,4413,8746
Kerala,Malappuram,26,28,14,70,0,70,11,4,7,4,0,12,216,319,150,169,597,19,273,3,27,839,3,90,5,431,0,0,3545,6532
Kerala,Palakkad,51,42,10,48,0,48,10,7,3,17,2,39,352,311,112,199,609,53,138,6,64,1450,0,122,5,196,0,9,2601,6135
Kerala,Pathanamthitta,28,24,15,12,0,12,0,0,0,1,0,19,195,186,80,106,295,11,61,2,22,960,0,139,4,116,0,0,2378,4468
Kerala,Railways,0,0,0,0,0,0,0,0,0,0,0,0,3,302,2,300,16,0,1,0,0,9,0,1,0,0,0,0,55,387
Kerala,Thrissur,52,59,42,30,0,30,11,7,4,15,0,78,361,405,176,229,642,28,406,10,22,1304,4,195,14,189,0,6,6176,10049
Kerala,Trivandrum,58,69,9,56,0,56,36,24,12,27,2,138,717,853,283,570,964,48,397,15,67,2550,2,404,16,314,0,0,5948,12690
Kerala,Wayanadu,8,9,0,30,0,30,0,0,0,7,0,12,96,135,30,105,224,14,104,1,12,450,3,46,1,59,0,1,857,2069
Kerala,Total,454,562,210,499,0,499,162,91,71,137,4,610,4624,5743,1978,3765,8090,357,2924,135,452,19033,17,2123,102,2836,0,32,55094,104200
Madhya Pradesh,Balaghat,69,41,3,87,0,87,9,8,1,4,3,23,244,236,42,194,30,5,8,0,22,390,5,186,14,78,0,50,1498,3005
Madhya Pradesh,Barwani,37,34,0,30,0,30,4,4,0,2,5,6,48,108,24,84,36,1,16,0,12,307,3,71,9,15,0,81,962,1787
Madhya Pradesh,Betul,65,50,0,115,0,115,22,20,2,0,1,17,158,169,28,141,11,6,21,1,15,544,13,152,11,50,0,61,1420,2902
Madhya Pradesh,Bhind,72,106,2,33,0,33,29,16,13,1,8,36,218,308,26,282,107,6,36,4,30,650,36,91,6,65,0,98,1723,3665
Madhya Pradesh,Bhopal,62,92,0,98,0,98,41,21,20,1,6,103,908,1500,560,940,79,26,110,4,10,489,16,244,51,131,0,146,10100,14217
Madhya Pradesh,Bhopal Rly.,7,5,0,1,0,1,0,0,0,0,1,33,12,924,8,916,8,0,6,0,1,2,0,18,2,0,0,2,293,1315
Madhya Pradesh,Chhatarpur,70,66,1,76,0,76,25,14,11,4,0,34,261,171,0,171,76,5,31,1,19,502,20,188,16,58,0,74,1982,3680
Madhya Pradesh,Chhindwara,81,46,4,82,0,82,10,9,1,1,2,30,183,194,57,137,65,9,24,0,27,1096,11,189,36,117,0,119,1508,3834
Madhya Pradesh,Damoh,49,57,0,57,0,57,14,7,7,1,2,20,137,175,21,154,19,2,9,0,15,1064,31,136,0,52,0,45,900,2785
Madhya Pradesh,Datiya,54,63,0,22,0,22,12,3,9,4,3,21,93,128,19,109,19,1,11,0,15,401,14,53,0,16,0,57,888,1875
Madhya Pradesh,Dewas,53,76,0,97,0,97,33,13,20,18,2,82,374,902,126,776,145,15,53,0,43,399,14,191,54,135,0,98,3747,6531
Madhya Pradesh,Dhar,90,101,0,74,0,74,30,24,6,3,13,42,315,653,96,557,69,33,17,0,32,577,53,220,51,91,0,0,2933,5397
Madhya Pradesh,Dindori,26,7,0,26,0,26,2,1,1,0,0,0,53,22,5,17,21,0,5,0,8,102,1,57,4,15,0,24,492,865
Madhya Pradesh,Guna,64,74,9,148,0,148,7,4,3,8,11,52,388,372,57,315,167,11,19,1,38,1654,12,339,35,99,0,155,2605,6268
Madhya Pradesh,Gwalior,102,126,3,69,0,69,79,48,31,10,7,133,999,872,282,590,154,41,89,3,30,1007,18,150,12,133,0,197,3456,7690
Madhya Pradesh,Harda,18,13,0,28,0,28,3,3,0,0,0,6,50,68,16,52,21,3,5,0,3,341,7,42,8,16,0,4,240,876
Madhya Pradesh,Hoshangabad,48,86,97,62,0,62,21,20,1,0,3,40,311,339,74,265,29,4,39,2,12,423,9,122,13,45,0,0,1451,3156
Madhya Pradesh,Indore,109,135,1,93,0,93,47,28,19,6,5,142,974,2896,1370,1526,134,60,122,6,29,1114,23,217,54,249,0,316,8202,14934
Madhya Pradesh,Indore Rly.,3,4,0,1,0,1,1,1,0,0,0,6,1,164,2,162,3,0,0,0,0,7,0,7,0,0,0,0,81,278
Madhya Pradesh,Jabalpur,73,146,4,80,0,80,32,14,18,1,1,115,567,987,390,597,65,4,78,6,29,2954,49,250,64,125,0,199,3461,9290
Madhya Pradesh,Jabalpur Rly.,2,2,0,0,0,0,0,0,0,1,0,11,1,208,4,204,2,2,0,0,0,8,0,3,0,0,0,1,104,345
Madhya Pradesh,Jhabua,133,129,0,29,0,29,68,62,6,2,6,15,143,230,12,218,32,6,6,0,78,676,3,119,0,8,0,20,1401,3104
Madhya Pradesh,Katni,40,37,2,37,0,37,3,2,1,1,3,31,185,210,61,149,25,2,17,5,16,868,5,133,9,65,0,97,612,2403
Madhya Pradesh,Khandwa,33,41,0,71,0,71,17,16,1,4,2,12,337,370,80,290,60,17,31,0,16,89,11,214,14,59,0,59,2526,3983
Madhya Pradesh,Khargon,37,39,43,50,0,50,27,27,0,7,6,16,201,472,38,434,83,32,20,0,9,133,7,162,30,65,0,119,2138,3696
Madhya Pradesh,Mandla,21,26,0,43,0,43,5,5,0,0,0,6,114,98,11,87,23,3,10,0,8,366,0,107,11,44,0,43,895,1823
Madhya Pradesh,Mandsaur,34,38,0,45,0,45,17,10,7,0,3,14,185,406,102,304,68,25,28,4,18,338,7,129,15,49,0,74,1315,2812
Madhya Pradesh,Morena,62,116,3,46,0,46,27,17,10,10,2,79,366,533,79,454,154,11,19,0,20,1274,28,73,2,41,0,116,2167,5149
Madhya Pradesh,Narsinghpur,48,53,2,88,0,88,7,6,1,1,2,10,134,163,40,123,46,5,5,0,28,838,23,174,16,46,0,53,701,2443
Madhya Pradesh,Neemuch,19,23,2,26,0,26,13,9,4,1,0,28,158,310,77,233,45,21,18,1,4,308,3,75,23,90,0,52,1003,2223
Madhya Pradesh,Panna,35,30,1,35,0,35,12,7,5,1,1,18,110,105,8,97,12,3,9,0,10,66,17,74,6,31,0,32,1109,1717
Madhya Pradesh,Raisen,34,70,0,98,0,98,10,8,2,1,1,23,148,169,18,151,45,8,11,7,22,521,16,296,16,58,0,0,1526,3080
Madhya Pradesh,Rajgarh,36,57,0,80,0,80,11,8,3,2,1,27,149,290,44,246,186,3,14,0,56,323,4,179,27,68,0,126,2662,4301
Madhya Pradesh,Ratlam,36,47,1,67,0,67,10,6,4,0,6,39,222,403,95,308,46,17,18,1,27,421,7,138,17,79,0,89,1641,3332
Madhya Pradesh,Rewa,68,40,1,32,0,32,36,15,21,7,3,91,760,436,153,283,87,2,18,1,27,537,26,95,3,54,0,137,2108,4569
Madhya Pradesh,Sagar,81,120,0,136,0,136,30,24,6,0,0,39,414,501,75,426,183,12,46,0,43,2343,26,425,22,164,0,113,2605,7303
Madhya Pradesh,Satna,62,72,0,66,0,66,29,5,24,4,4,47,437,356,121,235,54,6,22,1,20,925,37,173,3,47,0,146,1992,4503
Madhya Pradesh,Seoni,40,15,2,44,0,44,4,4,0,0,0,7,98,144,12,132,32,4,29,1,9,350,3,116,12,24,0,86,1018,2038
Madhya Pradesh,Shahdol,51,34,1,72,0,72,13,10,3,7,5,47,390,392,41,351,38,7,25,1,20,402,11,259,24,133,0,0,2802,4734
Madhya Pradesh,Shajapur,42,57,4,84,0,84,18,15,3,1,2,84,319,647,91,556,126,19,25,2,39,666,9,144,18,84,0,59,1316,3765
Madhya Pradesh,Sheopur,20,36,0,28,0,28,20,5,15,4,0,13,100,93,9,84,41,6,4,0,3,333,5,68,2,21,0,20,522,1339
Madhya Pradesh,Shivpuri,71,77,0,73,0,73,18,6,12,3,12,23,172,227,26,201,115,2,19,0,29,802,6,180,0,41,0,120,2439,4429
Madhya Pradesh,Sidhi,48,25,3,46,0,46,17,16,1,3,2,21,296,345,29,316,28,3,15,0,12,432,36,131,3,42,0,91,2007,3606
Madhya Pradesh,Sihore,21,61,2,63,0,63,51,47,4,5,1,13,364,362,43,319,37,12,39,0,20,448,5,115,13,49,0,109,2107,3897
Madhya Pradesh,Tikamgarh,45,58,3,51,0,51,13,7,6,1,1,34,151,204,24,180,82,6,19,0,38,889,20,161,5,40,0,52,1367,3240
Madhya Pradesh,Ujjain,54,172,0,68,0,68,47,27,20,3,3,100,783,1528,288,1240,164,30,51,2,50,715,9,156,28,140,0,82,4240,8425
Madhya Pradesh,Umariya,28,7,0,20,0,20,1,1,0,0,2,25,87,83,9,74,20,3,5,0,6,132,7,65,5,31,0,7,738,1272
Madhya Pradesh,Vidisha,42,54,0,114,0,114,19,16,3,3,1,15,226,286,52,234,86,8,18,0,35,729,8,231,19,54,0,50,1920,3918
Madhya Pradesh,Total,2395,2864,194,2891,0,2891,964,639,325,136,142,1829,13344,20759,4845,15914,3178,507,1240,54,1053,29955,674,7118,783,3117,0,3679,94923,191799
Maharashtra,Ahmednagar,82,45,6,45,0,45,27,20,7,19,11,97,352,841,239,602,296,56,69,1,38,663,8,75,0,280,0,445,1050,4506
Maharashtra,Akola,59,34,0,28,0,28,21,16,5,8,0,41,314,729,82,647,120,19,37,9,40,801,4,70,11,156,0,116,1269,3886
Maharashtra,Amravati Commr.,27,25,1,18,0,18,12,10,2,2,0,42,275,791,127,664,50,18,52,2,16,475,4,35,32,68,0,65,655,2665
Maharashtra,Amravati Rural,58,36,3,66,0,66,22,21,1,15,1,47,392,1052,42,1010,85,16,26,0,59,773,5,130,19,95,0,142,880,3922
Maharashtra,Aurangabad Commr.,32,18,0,8,0,8,20,12,8,8,2,58,248,535,198,337,124,12,96,1,12,408,7,30,13,110,0,108,590,2440
Maharashtra,Aurangabad Rural,50,29,0,12,0,12,11,8,3,13,2,32,131,291,41,250,158,10,26,1,53,792,24,36,12,208,0,199,613,2703
