States/UTs,District,Murder for SCs,Murder for STs,Rape for SCs,Rape for STs,Kid for SCs,Kid for STs,Dacoity for SCs,Dacoity for STs,Robbery for SCs,Robbery for STs,Arson for SCs,Arson for STs,Hurt for SCs,Hurt for STs,Protection of Civil Rights Act for SCs,Protection of Civil Rights Act for STs,SC/ ST(P) of Atrocities Act for SCs,SC/ ST(P) of Atrocities Act for STs,Other Crimes Committed against - for SCs,Other Crimes Committed against - for STs,Total Crimes Committed against - for SCs,Total Crimes Committed against - for STs
Punjab,Faridkot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0
Punjab,Fatehgarh Sahib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
Punjab,Ferozepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0
Punjab,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Gurdaspur,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Punjab,Hoshiarpur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
Punjab,Jagraon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11,0
Punjab,Jalandhar,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,13,0
Punjab,Kapurthala,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Punjab,Khanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Ludhiana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,23,0
Punjab,Majitha,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,5,0
Punjab,Mansa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
Punjab,Moga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Muktsar,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,0
Punjab,Nawan Shahr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Patiala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,17,0
Punjab,Ropar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Sangrur,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,7,0
Punjab,Tarn Taran,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Punjab,Total,5,0,10,0,4,0,0,0,0,0,0,0,14,0,1,0,49,0,51,0,134,0
Rajasthan,Ajmer,3,0,3,0,2,0,0,0,0,0,2,0,7,0,0,0,28,0,114,10,159,10
Rajasthan,Alwar,2,0,9,0,0,0,0,0,0,0,5,1,4,1,0,0,188,23,0,0,208,25
Rajasthan,Banswara,0,0,1,4,0,2,0,0,0,0,0,0,6,20,0,0,8,22,0,2,15,50
Rajasthan,Baran,1,1,7,8,0,0,0,0,1,0,2,2,4,0,0,0,79,35,0,0,94,46
Rajasthan,Barmer,2,0,1,1,0,0,0,0,1,0,2,0,0,16,0,0,110,13,0,0,116,30
Rajasthan,Bharatpur,2,0,16,0,0,0,0,0,0,0,6,0,2,0,0,0,428,41,0,0,454,41
Rajasthan,Bhilwara,3,0,5,2,0,0,0,0,0,0,1,0,4,1,0,0,137,36,0,5,150,44
Rajasthan,Bikaner,2,0,8,0,1,0,0,0,0,0,5,0,91,0,0,0,59,3,56,0,222,3
Rajasthan,Bundi,3,0,2,2,0,1,0,0,0,0,0,0,4,1,0,0,10,3,68,37,87,44
Rajasthan,Chittorgarh,2,0,7,5,0,0,0,0,0,0,2,0,0,0,0,0,132,56,0,0,143,61
Rajasthan,Churu,1,0,3,0,2,0,0,0,0,0,0,0,94,2,0,0,5,1,51,2,156,5
Rajasthan,Dausa,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,89,25,94,29
Rajasthan,Dholpur,1,1,4,0,5,0,0,0,2,0,6,0,0,5,0,0,156,0,0,0,174,6
Rajasthan,Dungarpur,0,0,0,4,0,2,0,0,0,0,0,0,1,1,0,0,2,5,24,19,27,31
Rajasthan,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,1
Rajasthan,Ganganagar,2,0,12,0,6,0,0,0,0,0,0,0,59,0,0,0,21,0,235,2,335,2
Rajasthan,Hanumangarh,3,0,13,0,6,0,0,0,0,0,0,0,17,0,0,0,17,0,145,0,201,0
Rajasthan,Jaipur,0,2,5,2,3,0,0,0,0,0,3,4,3,1,0,0,270,76,0,0,284,85
Rajasthan,Jaisalmer,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,44,23,0,1,50,24
Rajasthan,Jalore,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,130,39,0,0,135,40
Rajasthan,Jhalawar,1,1,9,2,5,1,0,0,0,0,0,0,62,11,0,0,67,12,15,13,159,40
Rajasthan,Jhunjhunu,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,138,14,0,0,141,15
Rajasthan,Jodhpur,4,0,4,0,0,0,0,0,0,0,5,1,4,0,0,0,152,35,0,0,169,36
Rajasthan,Karauli,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,138,39,0,0,142,41
Rajasthan,Kota,6,3,8,6,1,1,0,0,0,0,0,1,25,19,0,0,3,1,100,48,143,79
Rajasthan,Nagaur,2,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,9,0,218,2,237,2
Rajasthan,Pali,1,1,7,2,1,0,0,0,0,0,2,0,6,0,0,0,223,36,0,0,240,39
Rajasthan,Rajsamand,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,39,9,0,0,51,14
Rajasthan,Sawai Madhopur,0,0,1,0,2,0,0,0,1,0,0,0,1,2,0,0,98,20,0,0,103,22
Rajasthan,Sikar,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,104,24,114,28
Rajasthan,Sirohi,2,1,3,1,0,0,0,0,0,0,0,0,7,1,0,0,48,33,0,0,60,36
Rajasthan,Tonk,2,0,4,0,0,0,0,0,0,0,1,2,0,1,0,0,168,49,0,0,175,52
Rajasthan,Udaipur,1,1,2,3,0,0,0,0,0,0,0,0,2,1,0,0,42,37,0,0,47,42
Rajasthan,Total,51,14,151,45,35,7,0,0,5,0,47,14,419,88,0,0,2965,665,1219,190,4892,1023
Sikkim,East,0,4,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,4
Sikkim,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,South,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sikkim,West,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Sikkim,Total,0,6,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,6
Tamil Nadu,Ariyalur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0
Tamil Nadu,Chengai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0
Tamil Nadu,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Tamil Nadu,Chennai Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0
Tamil Nadu,Coimbatore Rural,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,9,0,61,0
Tamil Nadu,Coimbatore Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0
Tamil Nadu,Cuddalore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,26,0
Tamil Nadu,Dharmapuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0
Tamil Nadu,Dindigul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0
Tamil Nadu,Erode,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,63,0
Tamil Nadu,Kanchipuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,62,0,75,0
Tamil Nadu,Kanyakumari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0
Tamil Nadu,Karur,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,16,0
Tamil Nadu,Madurai Rural,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,64,0,10,0,81,0
Tamil Nadu,Madurai Urban,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0
Tamil Nadu,Nagapattinam,1,0,4,0,2,0,0,0,0,0,0,0,5,0,0,0,10,0,8,0,30,0
Tamil Nadu,Namakkal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,12,0
Tamil Nadu,Nilgiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Tamil Nadu,Perambalur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0
Tamil Nadu,Pudukottai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0
Tamil Nadu,Ramnathapuram,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,15,0,43,0
Tamil Nadu,Salem Rural,0,0,0,1,0,0,0,0,0,0,0,2,16,0,0,0,16,0,0,0,32,3
Tamil Nadu,Salem Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
Tamil Nadu,Sivagangai,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,73,0,0,0,77,0
Tamil Nadu,Thanjavur,2,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,0,35,0
Tamil Nadu,Theni,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,8,0,20,0
Tamil Nadu,Thirunelveli Rural,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,44,0
Tamil Nadu,Thirunelveli Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
Tamil Nadu,Thiruvallur,11,0,9,0,6,0,0,0,0,0,4,0,273,0,1,0,20,0,819,0,1143,0
Tamil Nadu,Thiruvannamalai,0,0,0,1,0,0,1,0,0,0,3,1,10,0,0,0,24,2,11,0,49,4
Tamil Nadu,Thiruvarur,0,0,3,0,8,0,0,0,0,0,7,0,52,0,0,0,24,0,110,0,204,0
Tamil Nadu,Thoothugudi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,20,0,42,0
Tamil Nadu,Trichy Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Trichy Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,12,0
Tamil Nadu,Trichy Urban,4,0,2,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,14,0
Tamil Nadu,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0
Tamil Nadu,Villupuram,3,0,0,0,0,0,0,0,0,0,1,0,25,2,0,0,3,0,0,0,32,2
Tamil Nadu,Virudhunagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,48,0
Tamil Nadu,Total,38,0,27,2,16,0,5,0,1,0,18,3,422,2,22,0,682,2,1105,0,2336,9
Tripura,Dhalai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
Tripura,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
Uttaranchal,Almora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0
Uttaranchal,Bageshwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0
Uttaranchal,Chamoli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,11,0
Uttaranchal,Champawat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
Uttaranchal,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,8,0
Uttaranchal,Haridwar,7,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,3,0,3,0,21,0
Uttaranchal,Nainital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,19,0
Uttaranchal,Pauri Garhwal,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,10,0
Uttaranchal,Pithoragarh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,2,9
Uttaranchal,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0
Uttaranchal,Tehri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,8,0,34,0
Uttaranchal,Udhamsingh Nagar,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,11,2,7,2,23,6
Uttaranchal,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,16,0
Uttaranchal,Total,10,1,2,1,3,0,0,0,0,0,1,0,23,1,0,0,84,9,45,6,168,18
Uttar Pradesh,Agra,11,0,15,1,8,0,2,0,2,0,2,0,18,0,0,0,215,0,103,6,376,7
Uttar Pradesh,Aligarh,8,2,12,0,9,0,2,0,0,0,3,0,8,0,0,0,1,0,131,7,174,9
Uttar Pradesh,Allahabad,6,0,9,0,6,0,0,0,4,0,7,0,36,0,0,0,268,17,109,0,445,17
Uttar Pradesh,Ambedkar Nagar,2,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,82,0,7,7,101,7
Uttar Pradesh,Auraiya,1,0,2,0,2,0,0,0,0,0,1,0,17,0,0,0,1,0,57,12,81,12
Uttar Pradesh,Azamgarh,8,0,1,0,2,0,1,0,4,0,2,0,9,0,0,0,5,0,87,0,119,0
Uttar Pradesh,Badaun,9,0,7,0,2,0,0,0,3,0,5,0,7,0,0,0,126,0,1,0,160,0
Uttar Pradesh,Baghpat,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,22,0,3,0,29,0
Uttar Pradesh,Bahraich,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,59,0
Uttar Pradesh,Ballia,4,0,1,0,0,0,0,0,0,0,2,0,9,0,2,0,35,0,24,0,77,0
Uttar Pradesh,Balrampur,3,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,28,0,21,0,61,0
Uttar Pradesh,Banda,6,0,9,0,2,0,0,0,1,0,4,0,7,0,0,0,106,0,31,10,166,10
Uttar Pradesh,Barabanki,4,0,9,0,2,0,0,0,2,0,10,1,13,0,0,0,194,0,175,0,409,1
Uttar Pradesh,Bareilly,13,0,16,1,0,0,2,0,4,0,3,0,16,0,0,0,207,0,12,7,273,8
Uttar Pradesh,Basti,3,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,158,0,0,0,172,0
Uttar Pradesh,Bijnor,8,0,5,0,5,0,0,0,0,0,2,0,13,0,0,0,13,0,57,3,103,3
Uttar Pradesh,Bulandshahar,14,0,4,0,5,0,0,0,2,0,1,0,7,0,0,0,132,0,95,0,260,0
Uttar Pradesh,Chandoli,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,48,0,0,0,60,0
Uttar Pradesh,Chitrakoot Dham,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18,0,10,44,28
Uttar Pradesh,Deoria,2,0,0,0,3,0,0,0,0,0,4,0,25,0,0,0,58,0,16,0,108,0
Uttar Pradesh,Etah,14,0,8,0,5,0,1,0,2,0,5,0,24,0,0,0,0,0,116,0,175,0
Uttar Pradesh,Etawah,5,0,3,0,11,0,0,0,4,0,1,0,18,0,0,0,6,0,70,0,118,0
Uttar Pradesh,Faizabad,8,0,6,0,0,0,0,0,0,0,5,0,11,0,0,0,52,0,73,0,155,0
Uttar Pradesh,Fatehgarh,7,0,2,0,5,0,0,0,0,0,0,0,4,0,0,0,54,0,51,18,123,18
Uttar Pradesh,Fatehpur,11,0,5,0,3,0,0,0,1,0,0,0,17,0,0,0,192,0,41,5,270,5
Uttar Pradesh,Firozabad,6,0,2,0,6,0,1,0,2,0,3,0,13,0,1,0,30,0,45,5,109,5
Uttar Pradesh,G.R.P.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,10,0
Uttar Pradesh,Gautambudh Nagar,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,43,0,50,0
Uttar Pradesh,Ghaziabad,13,0,6,0,10,0,0,0,2,0,1,0,7,0,0,0,0,0,50,5,89,5
Uttar Pradesh,Ghazipur,1,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,26,0,90,0,124,0
Uttar Pradesh,Gonda,7,0,6,0,0,0,0,0,1,0,9,1,23,0,0,0,158,0,77,0,281,1
Uttar Pradesh,Gorakhpur,5,0,2,0,4,0,0,0,1,0,2,0,1,0,0,0,146,0,0,0,161,0
Uttar Pradesh,Hamirpur,5,0,6,0,2,0,0,0,0,0,3,0,11,0,0,0,53,0,41,11,121,11
Uttar Pradesh,Hardoi,11,0,14,0,5,0,0,0,2,0,6,0,37,0,0,0,119,0,96,0,290,0
Uttar Pradesh,Hathras,3,0,2,0,2,0,2,0,2,0,3,0,8,0,0,0,7,0,69,0,98,0
Uttar Pradesh,J.P. Nagar,10,0,3,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,61,0,81,0
Uttar Pradesh,Jalaun,6,0,1,0,2,0,1,0,3,0,2,0,6,0,0,0,6,0,124,0,151,0
Uttar Pradesh,Jaunpur,3,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,77,0,30,0,123,0
Uttar Pradesh,Jhansi,9,0,5,0,3,0,1,0,0,0,3,0,7,0,0,0,82,0,29,15,139,15
Uttar Pradesh,Kannauj,6,0,1,0,2,0,1,0,2,0,3,0,6,0,0,0,6,0,65,0,92,0
Uttar Pradesh,Kanpur Dehat,2,0,3,0,5,0,0,0,2,0,3,0,7,0,0,0,8,0,81,0,111,0
Uttar Pradesh,Kanpur Nagar,12,0,11,0,9,0,0,0,5,0,3,0,61,0,0,0,120,0,78,0,299,0
Uttar Pradesh,Kaushambi,6,0,5,0,3,0,0,0,0,0,4,0,22,0,0,0,0,0,102,0,142,0
Uttar Pradesh,Khiri,16,0,21,0,0,0,0,0,2,0,6,0,62,1,0,0,165,0,49,0,321,1
Uttar Pradesh,Kushi Nagar,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,62,0,136,0
Uttar Pradesh,Lalitpur,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,22,11,19,0,50,11
Uttar Pradesh,Lucknow,11,0,19,0,16,0,1,0,2,0,8,0,24,0,0,0,221,0,128,0,430,0
Uttar Pradesh,Maharajganj,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,44,0
Uttar Pradesh,Mahoba,5,0,3,0,1,0,0,0,1,0,1,0,5,0,0,0,79,0,10,0,105,0
Uttar Pradesh,Mainpuri,6,0,4,0,6,0,0,0,3,0,5,0,10,0,0,0,90,0,60,4,184,4
Uttar Pradesh,Mathura,8,0,6,0,2,0,0,0,1,0,2,0,11,0,0,0,0,0,49,6,79,6
Uttar Pradesh,Mau,0,0,2,0,3,0,0,0,0,0,3,0,10,0,0,0,17,0,70,0,105,0
Uttar Pradesh,Meerut,9,0,4,0,6,0,0,0,0,0,1,0,9,0,0,0,106,0,77,0,212,0
Uttar Pradesh,Mirzapur,2,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,29,24,6,4,43,28
Uttar Pradesh,Moradabad,4,1,7,0,1,0,0,0,1,0,3,0,11,0,0,0,13,3,39,1,79,5
Uttar Pradesh,Muzaffarnagar,13,0,11,1,6,0,0,0,1,0,0,0,18,0,0,0,7,0,24,0,80,1
Uttar Pradesh,Pilibhit,12,0,11,0,2,0,0,0,3,0,5,1,36,0,0,0,101,0,45,0,215,1
Uttar Pradesh,Pratapgarh,6,0,3,0,3,0,0,0,0,0,2,0,4,0,0,0,64,0,68,0,150,0
Uttar Pradesh,Raibareilly,4,0,19,0,7,0,0,0,1,0,3,0,9,0,0,0,183,0,54,0,280,0
Uttar Pradesh,Rampur,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,65,0
Uttar Pradesh,Saharanpur,4,0,5,0,1,0,0,0,0,0,1,0,15,0,0,0,4,2,28,4,58,6
Uttar Pradesh,Sant Kabirnagar,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,51,0
Uttar Pradesh,Shahjahanpur,11,0,16,0,9,0,0,0,0,0,3,0,26,1,0,0,36,0,81,6,182,7
Uttar Pradesh,Shrawasti,2,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,57,0,0,0,65,0
Uttar Pradesh,Sidharthnagar,1,0,3,0,3,0,0,0,0,0,1,0,6,0,0,0,72,0,0,0,86,0
Uttar Pradesh,Sitapur,15,0,28,0,6,0,0,0,7,0,10,0,10,0,0,0,54,0,265,0,395,0
Uttar Pradesh,Sonbhadra,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,23,0
Uttar Pradesh,St. Ravidasnagar,1,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,39,0,22,0,71,0
Uttar Pradesh,Sultanpur,2,0,3,0,0,0,0,0,1,0,3,0,4,0,0,0,114,0,38,0,165,0
Uttar Pradesh,Unnao,14,0,18,0,12,0,0,0,7,0,2,0,34,0,0,0,188,0,112,22,387,22
Uttar Pradesh,Varanasi,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,66,0,9,0,82,0
Uttar Pradesh,Total,423,3,412,3,219,0,16,0,83,0,178,3,821,2,12,0,4885,75,3683,168,10732,254
West Bengal,24 Parganas North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,24 Parganas South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Asansol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Bankura,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0
West Bengal,Birbhum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Burdwan,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0
West Bengal,Coochbehar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Darjeeling,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
West Bengal,Hooghly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Jalpaiguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Kolkata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Malda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
West Bengal,Midnapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Murshidabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Nadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Purulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Sealdah G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Uttar Dinajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Total,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,10,2
A&N Islands,Andaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A&N Islands,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
A&N Islands,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chandigarh,Chandigarh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
Chandigarh,Total,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
D&N Haveli,D&N Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
D&N Haveli,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
Daman & Diu,Daman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Delhi UT,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
Delhi UT,G.R.P. (Rly),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,I.G.I. Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,New Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Delhi UT,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Delhi UT,North East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
Delhi UT,North West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Delhi UT,S.T.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
Delhi UT,South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
