States/UTs,District,Murder,Attempt to Commit Murder,C.H. not Amounting to Murder,Rape - Total,Rape - Custodial,Rape - Other,Kidnapping & Abduction - Total,Kidnapping & Abduction of Women & Girls,Kidnapping & Abduction Others,Dacoity,Preparation & Assembly for Dacoity,Robbery,Burglary,Theft Total,Auto theft,Other theft,Riots,Criminal Breach of Trust,Cheating,Counterfeiting,Arson,Hurt,Dowry Death,Molestation,Sexual Harassment,Cruelty by Husband and Relatives,Importation of Girls,Causing Death by Negligence,Other IPC Crimes,Total Cog. Crimes Under IPC
Madhya Pradesh,Shivpuri,73,86,0,58,0,58,22,19,3,3,6,30,142,310,73,237,52,12,25,0,25,405,2,99,0,30,0,85,2248,3713
Madhya Pradesh,Sidhi,50,9,7,47,0,47,22,21,1,4,1,12,327,251,47,204,29,8,20,0,13,694,23,132,4,42,0,119,1847,3661
Madhya Pradesh,Sihore,42,54,1,73,0,73,11,10,1,6,0,13,143,403,76,327,39,6,13,1,10,297,14,76,14,45,0,126,1570,2957
Madhya Pradesh,Tikamgarh,47,43,1,40,0,40,15,6,9,1,1,23,189,187,30,157,45,3,13,0,18,989,18,106,5,28,0,67,922,2761
Madhya Pradesh,Ujjain,55,134,0,74,0,74,28,14,14,7,2,91,447,1058,226,832,72,25,69,6,29,792,17,172,41,173,1,125,3953,7371
Madhya Pradesh,Umariya,18,14,27,34,0,34,3,0,3,1,1,8,95,84,10,74,11,0,18,0,8,194,1,55,5,19,0,8,604,1208
Madhya Pradesh,Vidisha,43,49,2,97,0,97,15,14,1,0,0,31,219,281,69,212,74,12,17,0,25,833,27,199,9,45,0,56,1910,3944
Madhya Pradesh,Total,2405,2512,134,2921,0,2921,847,604,243,147,130,1557,11192,20685,6390,14295,2573,613,1292,51,817,33803,739,6426,792,2989,3,4593,91951,189172
Maharashtra,Ahmednagar,92,56,1,56,0,56,33,25,8,29,16,84,392,1025,279,746,206,36,142,3,26,768,0,91,0,338,0,474,1373,5241
Maharashtra,Akola,46,40,2,21,0,21,24,22,2,10,0,56,285,1225,140,1085,136,25,97,5,27,828,3,82,14,184,0,88,1396,4594
Maharashtra,Amravati Commr.,30,25,2,23,0,23,11,8,3,0,3,15,169,782,105,677,83,12,63,1,14,396,2,31,20,57,0,57,777,2573
Maharashtra,Amravati Rural,78,23,2,60,0,60,18,16,2,11,4,21,241,927,47,880,93,19,39,0,35,760,10,122,34,132,0,140,886,3655
Maharashtra,Aurangabad Commr.,22,27,0,26,0,26,12,10,2,10,4,55,183,649,214,435,123,8,107,3,10,320,2,31,8,93,0,136,647,2476
Maharashtra,Aurangabad Rural,46,17,1,9,0,9,6,4,2,12,7,30,124,337,59,278,195,17,37,1,34,738,26,44,10,263,0,202,559,2715
Maharashtra,Beed,62,52,1,25,0,25,26,18,8,21,3,67,305,783,115,668,417,22,52,2,55,1085,7,99,15,275,0,198,752,4324
Maharashtra,Bhandara,27,11,3,15,0,15,17,14,3,1,0,12,175,475,37,438,52,15,39,6,43,340,3,64,34,67,0,113,886,2398
Maharashtra,Buldhana,51,62,0,42,0,42,23,16,7,8,2,33,181,863,86,777,163,29,182,5,72,716,53,110,40,187,0,136,1282,4240
Maharashtra,Chandrapur,61,18,0,41,0,41,17,14,3,9,1,29,323,704,91,613,116,23,51,7,38,578,2,93,27,110,0,188,1010,3446
Maharashtra,Dhule,47,30,0,15,0,15,9,9,0,5,1,15,110,317,79,238,108,21,42,0,8,380,10,27,7,110,0,204,792,2258
Maharashtra,Gadchiroli,60,45,3,22,0,22,5,3,2,14,3,24,97,140,6,134,36,15,4,3,48,279,1,62,4,42,0,68,291,1266
Maharashtra,Gondia,29,21,0,22,0,22,18,17,1,4,1,16,209,376,39,337,41,8,23,4,23,378,1,106,19,59,0,102,648,2108
Maharashtra,Hingoli,34,11,1,15,0,15,15,12,3,9,2,41,119,243,26,217,153,9,13,0,38,595,2,45,8,106,0,53,396,1908
Maharashtra,Jalgaon,74,55,2,52,0,52,26,26,0,8,2,37,217,733,130,603,200,85,311,8,12,698,4,92,30,301,0,295,1321,4563
Maharashtra,Jalna,37,40,2,20,0,20,13,8,5,19,2,58,153,391,82,309,176,11,63,3,42,533,21,53,5,215,0,116,907,2880
Maharashtra,Kolhapur,65,62,2,26,0,26,25,15,10,7,1,27,258,690,250,440,167,98,184,3,10,552,22,47,12,76,0,281,808,3423
Maharashtra,Latur,49,40,1,24,0,24,22,20,2,11,6,36,220,401,76,325,175,18,55,2,35,962,40,61,3,107,0,152,959,3379
Maharashtra,Mumbai,212,136,8,201,0,201,198,122,76,47,57,362,3175,11903,3494,8409,261,536,1664,169,10,3731,9,385,99,336,0,658,7275,31432
Maharashtra,Mumbai Rly.,5,1,0,2,0,2,7,5,2,0,1,29,5,1574,1,1573,16,6,39,3,0,36,0,12,4,0,0,1,77,1818
Maharashtra,Nagpur Commr.,106,68,3,52,0,52,57,48,9,16,32,184,1236,2733,939,1794,246,59,272,15,26,973,4,76,52,185,0,249,2961,9605
Maharashtra,Nagpur Rly.,9,2,1,1,0,1,3,3,0,9,0,16,3,903,15,888,4,1,9,7,0,26,0,7,2,0,0,3,104,1110
Maharashtra,Nagpur Rural,67,28,7,51,0,51,19,16,3,14,5,60,283,1167,93,1074,168,18,47,0,48,677,8,113,36,86,0,348,1565,4815
Maharashtra,Nanded,70,112,3,41,0,41,42,29,13,31,9,85,325,624,119,505,285,25,112,3,52,1359,17,85,10,239,0,122,1769,5420
Maharashtra,Nandurbar,27,22,0,19,0,19,3,2,1,5,0,6,56,168,21,147,65,14,43,2,2,234,3,21,8,73,0,88,309,1168
Maharashtra,Nasik Commr.,28,17,2,21,0,21,16,13,3,4,6,19,387,836,365,471,97,15,168,9,5,231,0,35,13,121,0,160,586,2776
Maharashtra,Nasik Rural,105,31,1,50,0,50,25,16,9,16,3,42,317,551,140,411,293,62,111,10,17,771,8,102,30,375,0,456,1137,4513
Maharashtra,Navi Mumbai,51,21,2,19,0,19,15,7,8,21,21,71,395,1121,534,587,110,42,187,7,8,425,9,42,11,63,0,359,843,3843
Maharashtra,Osmanabad,41,19,0,22,0,22,7,4,3,15,0,23,207,434,42,392,111,7,58,0,23,649,1,42,8,118,0,199,1043,3027
Maharashtra,Parbhani,39,33,2,14,0,14,13,8,5,15,4,31,159,344,74,270,167,8,74,2,30,852,10,40,3,131,0,89,323,2383
Maharashtra,Pune Commr.,106,85,7,79,0,79,102,72,30,27,18,190,1201,4322,2165,2157,474,72,609,22,16,1258,1,107,95,201,0,407,2418,11817
Maharashtra,Pune Rly.,1,1,0,0,0,0,0,0,0,2,1,5,0,159,2,157,3,2,1,0,0,2,0,2,1,0,0,0,28,208
Maharashtra,Pune Rural,123,43,2,46,0,46,33,16,17,39,22,75,382,983,322,661,181,69,141,5,32,595,6,57,14,172,0,759,1564,5343
Maharashtra,Raigad,41,22,0,25,0,25,8,6,2,29,1,20,164,391,55,336,140,26,50,7,5,324,4,47,7,63,0,274,674,2322
Maharashtra,Ratnagiri,21,3,0,27,0,27,7,3,4,4,1,15,167,274,28,246,79,21,52,6,19,191,2,40,29,40,0,110,350,1458
Maharashtra,Sangli,77,12,1,34,0,34,32,12,20,9,2,41,245,721,198,523,128,25,169,6,23,423,7,55,7,105,0,262,684,3068
Maharashtra,Satara,59,32,7,31,0,31,26,18,8,17,2,43,339,753,168,585,144,31,96,7,30,455,6,61,2,180,0,328,1128,3777
Maharashtra,Sindhudurg,15,8,2,4,0,4,4,2,2,7,0,4,119,110,15,95,45,9,12,1,14,142,0,20,12,4,0,62,259,853
Maharashtra,Solapur Commr.,24,15,0,20,0,20,10,4,6,11,2,38,214,344,150,194,89,11,102,3,4,186,1,17,11,47,0,85,410,1644
Maharashtra,Solapur Rural,97,38,8,40,0,40,26,16,10,20,5,52,199,465,132,333,193,26,31,6,20,623,6,54,9,127,0,349,969,3363
Maharashtra,Thane Commr.,106,52,3,60,0,60,85,52,33,29,36,146,1127,2042,844,1198,288,84,564,22,17,1815,1,110,39,246,0,283,509,7664
Maharashtra,Thane Rural,140,51,2,66,0,66,47,37,10,45,8,86,452,648,219,429,226,38,137,10,23,710,5,132,33,133,0,565,1043,4600
Maharashtra,Wardha,45,30,4,35,0,35,31,31,0,4,6,31,254,535,49,486,71,14,56,5,56,914,4,110,45,94,0,126,1548,4018
Maharashtra,Washim,24,24,1,12,0,12,15,12,3,7,0,17,115,432,24,408,102,6,17,1,25,451,10,63,7,139,0,74,554,2096
Maharashtra,Yavatmal,72,73,9,59,0,59,43,40,3,10,7,64,328,1253,120,1133,153,22,66,1,48,1058,10,133,42,233,0,189,1566,5439
Maharashtra,Total,2621,1614,98,1545,0,1545,1194,851,343,641,307,2411,15615,46851,12189,34662,6779,1720,6391,385,1123,30017,341,3228,919,6233,0,9608,47386,187027
Manipur,Bishnupur,30,38,0,3,0,3,7,5,2,0,0,0,5,19,0,19,6,0,8,0,4,38,0,3,0,1,0,0,178,340
Manipur,Chandel,20,10,0,0,0,0,1,0,1,4,0,2,2,3,0,3,0,2,3,0,11,5,0,2,0,0,0,0,24,89
Manipur,Churachandpur,49,25,1,0,0,0,4,1,3,0,0,0,4,11,1,10,1,3,3,1,1,4,0,2,0,0,0,0,66,175
Manipur,Imphal(east),38,50,0,4,0,4,28,21,7,0,0,1,6,31,6,25,5,2,50,1,20,62,0,3,0,1,0,0,221,523
Manipur,Imphal(west),49,68,1,10,0,10,41,28,13,0,0,4,38,138,82,56,12,18,40,8,58,107,0,12,0,3,0,3,448,1058
Manipur,Senapati,10,12,0,0,0,0,3,0,3,0,0,1,1,7,0,7,0,1,3,0,19,3,0,0,0,0,0,1,59,120
Manipur,Tamenglong,7,2,0,1,0,1,1,0,1,0,0,0,0,4,0,4,2,0,1,0,8,3,0,0,0,0,0,0,18,47
Manipur,Thoubal,46,38,1,7,0,7,20,14,6,0,0,0,5,27,3,24,9,12,9,0,9,73,0,3,0,15,0,1,207,482
Manipur,Ukhrul,7,9,1,0,0,0,1,0,1,0,0,0,1,3,0,3,0,14,5,0,25,0,0,0,0,0,0,0,13,79
Manipur,Total,256,252,4,25,0,25,106,69,37,4,0,8,62,243,92,151,35,52,122,10,155,295,0,25,0,20,0,5,1234,2913
Meghalaya,Garo Hills East,10,6,1,4,0,4,7,0,7,11,1,7,11,33,0,33,9,2,6,0,7,15,0,0,0,0,0,0,28,158
Meghalaya,Garo Hills South,5,2,0,0,0,0,2,0,2,3,0,2,1,17,0,17,0,0,0,1,1,2,0,2,0,0,0,0,11,49
Meghalaya,Garo Hills West,11,4,0,3,0,3,11,5,6,14,0,5,18,47,4,43,26,0,5,0,14,40,0,9,0,2,0,17,41,267
Meghalaya,Jaintia Hills,43,3,0,10,0,10,7,3,4,11,0,8,15,62,19,43,0,4,3,0,9,24,0,10,0,0,0,13,64,286
Meghalaya,Khasi Hills East,40,12,0,25,0,25,19,10,9,12,0,55,89,225,88,137,7,11,24,2,30,22,1,10,0,1,0,22,155,762
Meghalaya,Khasi Hills West,8,7,0,12,0,12,0,0,0,21,0,7,12,34,0,34,0,0,1,0,0,5,0,7,0,0,0,0,61,175
Meghalaya,Ri-bhoi,17,1,1,9,0,9,2,1,1,9,0,11,2,58,5,53,0,1,0,0,9,27,0,6,0,0,0,9,21,183
Meghalaya,Total,134,35,2,63,0,63,48,19,29,81,1,95,148,476,116,360,42,18,39,3,70,135,1,44,0,3,0,61,381,1880
Mizoram,Aizawl,4,4,2,10,0,10,5,0,5,2,0,2,90,230,0,230,9,4,18,2,7,11,0,10,2,0,0,2,120,534
Mizoram,Champhai,4,3,1,5,0,5,1,0,1,0,0,0,70,60,0,60,3,1,3,2,1,12,0,7,0,0,0,0,60,233
Mizoram,Kolasib,2,1,0,2,0,2,0,0,0,0,0,0,30,70,0,70,0,0,2,0,1,4,0,0,0,0,0,0,40,152
Mizoram,Lawngtlai,3,3,0,2,0,2,2,0,2,0,0,1,60,70,0,70,5,1,10,0,2,11,2,6,1,0,0,0,70,249
Mizoram,Lunglei,4,4,1,6,0,6,2,0,2,1,0,2,80,200,0,200,5,2,10,1,6,14,0,8,0,0,0,2,120,468
Mizoram,Mamit,4,2,1,6,0,6,2,0,2,0,0,0,22,15,0,15,1,0,5,0,0,5,0,3,0,0,0,0,38,104
Mizoram,Saiha,2,3,0,2,0,2,1,0,1,0,0,1,60,107,0,107,10,2,8,0,2,10,2,9,1,0,0,0,50,270
Mizoram,Serchhip,1,4,0,4,0,4,0,0,0,0,0,0,30,25,0,25,2,1,2,0,1,10,0,6,0,0,0,0,60,146
Mizoram,Total,24,24,5,37,0,37,13,0,13,3,0,6,442,777,0,777,35,11,58,5,20,77,4,49,4,0,0,4,558,2156
Nagaland,Dimapur,23,4,1,7,0,7,5,0,5,5,0,55,35,117,73,44,0,5,12,2,0,7,0,0,0,0,0,30,42,350
Nagaland,Kiphire,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,19
Nagaland,Kohima,19,7,0,5,0,5,12,5,7,5,0,12,17,61,13,48,0,5,21,2,0,5,0,0,0,0,0,0,83,254
Nagaland,Mokokchung,3,2,1,0,0,0,0,0,0,0,0,1,10,9,3,6,0,1,1,0,1,6,0,1,0,0,0,3,8,47
Nagaland,Mon,15,3,0,1,0,1,1,0,1,0,0,5,3,25,2,23,1,3,1,0,0,7,0,1,0,0,0,3,15,84
Nagaland,Peren,5,3,0,1,0,1,0,0,0,0,0,0,4,8,0,8,0,0,0,0,0,0,0,4,0,0,0,1,4,30
Nagaland,Phek,2,1,1,1,0,1,2,1,1,2,0,4,5,9,1,8,0,1,2,0,1,6,0,1,0,0,0,0,14,52
Nagaland,Tuensang,9,0,3,1,0,1,2,0,2,0,0,0,8,5,0,5,6,1,3,1,2,0,0,0,0,0,0,0,36,77
Nagaland,Wokha,10,4,1,0,0,0,4,3,1,0,0,2,1,40,1,39,1,1,0,0,0,4,0,0,0,0,0,0,18,86
Nagaland,Zunheboto,1,2,0,1,0,1,0,0,0,0,0,1,8,18,4,14,0,0,1,0,0,0,0,0,0,0,0,0,18,50
Nagaland,Total,87,26,8,17,0,17,26,9,17,12,0,80,93,294,97,197,8,17,41,5,4,35,0,7,0,0,0,37,252,1049
Orissa,Angul,41,46,1,28,0,28,15,15,0,14,2,38,94,302,32,270,112,14,39,0,12,60,5,135,0,61,0,348,680,2047
Orissa,Balasore,27,18,3,43,0,43,41,35,6,6,1,31,151,251,28,223,55,20,38,4,21,268,32,132,17,122,0,0,1303,2584
Orissa,Baragarh,33,54,0,21,0,21,12,12,0,5,0,21,80,218,32,186,70,13,45,1,26,19,9,112,3,256,0,82,575,1655
Orissa,Berhampur,17,58,2,6,0,6,7,3,4,6,3,73,95,212,92,120,40,9,46,0,10,70,1,111,6,24,0,60,648,1504
Orissa,Bhadrak,17,32,0,37,0,37,18,18,0,1,2,16,61,101,13,88,34,6,34,2,16,14,9,90,25,116,0,61,1028,1720
Orissa,Bolangir,39,80,3,37,0,37,40,32,8,0,3,35,72,171,41,130,66,5,27,3,13,24,11,126,10,22,0,48,786,1621
Orissa,Boudh,16,4,0,7,0,7,2,2,0,0,0,4,18,31,0,31,13,1,2,0,7,136,3,35,2,6,0,0,122,409
Orissa,Cuttack,34,119,0,29,0,29,71,64,7,13,6,135,317,777,279,498,82,25,96,0,11,333,39,24,6,162,0,153,1765,4197
Orissa,Deogarh,15,15,1,16,0,16,8,5,3,5,1,20,25,37,1,36,20,4,4,0,5,208,1,60,3,12,0,31,90,581
Orissa,Dhenkanal,36,56,0,8,0,8,12,9,3,8,0,20,66,134,31,103,97,13,36,0,10,95,20,139,9,34,0,68,685,1546
Orissa,Gajapati,22,7,3,9,0,9,6,6,0,1,0,2,40,39,9,30,22,3,8,1,3,44,1,35,2,3,0,29,140,420
Orissa,Ganjam,56,66,6,26,0,26,25,12,13,8,1,41,131,145,18,127,63,8,13,1,24,269,28,179,10,92,0,74,682,1948
Orissa,Jagatsinghpur,26,35,5,14,0,14,11,10,1,2,4,27,74,114,12,102,24,8,25,0,7,123,11,7,6,35,0,179,481,1218
Orissa,Jajpur,22,28,0,20,0,20,39,39,0,5,1,44,75,146,17,129,40,16,20,0,18,297,25,37,3,59,0,95,796,1786
Orissa,Jharsuguda,12,14,0,19,0,19,6,5,1,4,1,17,71,155,38,117,45,2,15,1,17,539,1,52,3,22,0,74,124,1194
Orissa,Kalahandi,24,29,3,30,0,30,11,10,1,5,0,29,55,82,7,75,94,2,49,0,9,180,5,40,1,32,0,53,331,1064
Orissa,Kandhamal,28,11,0,20,0,20,20,20,0,3,0,10,41,70,6,64,22,5,13,0,6,477,8,111,2,45,0,0,55,947
Orissa,Kendrapara,29,42,1,23,0,23,20,17,3,3,2,27,63,107,9,98,12,8,15,0,17,45,19,13,0,5,0,25,683,1159
Orissa,Keonjhar,72,64,1,36,0,36,21,21,0,6,1,39,96,241,38,203,62,28,31,0,21,101,12,89,15,20,0,355,957,2268
Orissa,Khurda,43,71,3,57,0,57,65,56,9,14,6,130,491,1220,614,606,79,45,247,8,29,1092,17,42,9,46,0,165,1553,5432
Orissa,Koraput,46,19,2,45,0,45,27,25,2,9,0,15,102,158,24,134,66,4,30,0,14,39,2,116,6,64,0,76,711,1551
Orissa,Malkangir,41,31,4,7,0,7,7,6,1,8,0,3,21,40,3,37,30,2,7,0,4,60,3,23,2,6,0,18,178,495
Orissa,Mayurbhanj,70,38,4,102,0,102,40,37,3,4,0,28,95,226,26,200,27,15,30,0,14,24,19,136,0,180,0,116,1091,2259
Orissa,Nayagarh,28,7,0,17,0,17,25,20,5,6,1,13,73,109,14,95,33,8,30,0,16,317,4,10,3,14,0,31,246,991
Orissa,Nowrangpur,29,13,0,18,0,18,8,8,0,4,0,9,49,58,7,51,56,2,2,1,4,76,2,49,1,8,0,33,334,756
Orissa,Nuapada,11,2,1,6,0,6,7,5,2,7,0,10,22,82,8,74,23,0,15,3,9,52,2,38,3,14,0,20,424,751
Orissa,Puri,54,134,0,31,0,31,24,18,6,5,2,49,168,296,69,227,42,6,27,0,11,21,30,24,8,90,0,305,1150,2477
Orissa,Rayagada,27,20,0,17,0,17,3,0,3,9,0,14,32,84,5,79,50,6,12,0,8,4,2,44,5,37,0,83,508,965
Orissa,Rourkela,23,19,1,17,0,17,12,10,2,0,3,18,96,252,46,206,13,4,36,0,3,34,8,51,7,26,0,53,675,1351
Orissa,Sambalpur,44,84,0,15,0,15,25,17,8,11,6,44,145,294,43,251,55,10,17,3,11,121,3,76,10,22,0,133,917,2046
Orissa,Sonepur,10,14,0,4,0,4,1,1,0,0,0,2,21,30,0,30,29,2,6,0,7,19,0,43,0,6,0,25,128,347
Orissa,SRP(Cuttack),2,3,0,1,0,1,1,1,0,1,1,9,6,283,32,251,1,0,2,0,1,14,0,4,0,2,0,2,93,426
Orissa,SRP(Rourkela),3,1,0,1,0,1,3,3,0,0,1,3,10,99,8,91,3,2,1,0,0,4,0,6,0,1,0,3,74,215
Orissa,Sundargarh,82,45,4,32,0,32,8,5,3,11,2,22,73,179,24,155,35,5,22,3,2,740,2,49,7,27,0,236,169,1755
Orissa,Total,1079,1279,48,799,0,799,641,547,94,184,50,998,3029,6743,1626,5117,1515,301,1040,31,386,5919,334,2238,184,1671,0,3034,20182,51685
Punjab,Amritsar,47,28,4,5,0,5,20,14,6,0,7,4,52,121,55,66,0,15,199,5,0,114,2,6,0,44,0,79,372,1124
Punjab,Barnala,11,12,2,11,0,11,2,1,1,0,1,1,31,29,10,19,1,8,86,0,1,73,3,11,0,12,0,44,134,473
Punjab,Batala,22,30,1,24,0,24,18,11,7,0,5,1,42,83,20,63,0,11,127,1,0,136,7,7,0,34,0,58,478,1085
Punjab,Bhatinda,45,52,73,30,0,30,37,21,16,0,2,4,193,191,88,103,0,32,150,2,5,214,2,23,1,45,0,5,441,1547
Punjab,Faridkot,17,36,1,6,0,6,10,2,8,2,2,0,56,59,26,33,0,2,71,0,0,125,1,10,0,9,0,0,172,579
Punjab,Fatehgarh Sahib,17,5,1,6,0,6,6,5,1,0,5,4,34,49,30,19,0,17,82,2,0,88,4,1,1,13,0,109,183,627
Punjab,Ferozepur,43,38,7,24,0,24,14,10,4,2,3,0,112,153,70,83,0,18,112,5,4,332,8,10,0,21,0,94,354,1354
Punjab,G.R.P.,5,3,0,1,0,1,1,0,1,1,0,0,0,29,2,27,0,0,17,3,1,12,2,4,0,0,0,0,216,295
Punjab,Gurdaspur,25,24,5,16,0,16,17,12,5,2,0,0,50,79,29,50,0,5,39,0,5,105,6,11,0,22,0,125,312,848
Punjab,Hoshiarpur,34,30,10,23,0,23,19,14,5,3,0,5,59,92,19,73,0,6,109,3,5,218,8,11,1,46,0,156,282,1120
Punjab,Jagraon,15,24,2,12,0,12,16,9,7,1,3,4,75,84,26,58,0,6,33,2,0,138,0,9,6,3,0,62,346,841
Punjab,Jalandhar,63,83,11,37,0,37,80,65,15,4,12,9,226,335,128,207,0,16,454,11,8,460,7,27,1,78,0,231,773,2926
Punjab,Kapurthala,23,26,4,18,0,18,24,18,6,2,3,2,63,135,51,84,0,6,119,9,3,180,2,21,0,29,0,101,261,1031
Punjab,Khanna,7,36,3,11,0,11,12,7,5,0,4,8,75,99,20,79,0,2,38,0,1,152,2,12,0,20,0,92,382,956
Punjab,Ludhiana,61,55,14,42,0,42,52,37,15,0,16,7,200,368,194,174,0,30,327,6,5,216,5,26,25,85,0,245,922,2707
Punjab,Majitha,35,21,2,9,0,9,18,15,3,0,5,4,37,71,14,57,0,5,72,6,5,141,7,2,1,16,0,78,162,697
Punjab,Mansa,23,23,26,15,0,15,11,6,5,2,1,1,51,39,12,27,0,10,59,0,1,143,1,5,0,18,0,0,184,613
Punjab,Moga,22,34,10,9,0,9,18,11,7,1,6,2,65,74,30,44,0,16,119,5,0,201,3,6,1,13,0,58,210,873
Punjab,Muktsar,26,30,4,18,0,18,23,15,8,0,6,2,62,85,20,65,0,23,87,3,5,126,3,18,0,34,0,41,176,772
Punjab,Nawan Shahr,13,23,2,14,0,14,12,6,6,3,3,15,92,116,32,84,0,3,75,1,2,222,2,8,1,21,0,85,137,850
Punjab,Patiala,61,30,10,19,0,19,24,20,4,3,5,9,181,328,154,174,0,32,224,3,0,414,8,30,2,82,0,302,1019,2786
Punjab,Ropar,27,10,0,18,0,18,12,10,2,0,8,1,81,139,62,77,0,6,117,0,1,128,6,16,2,29,0,189,414,1204
Punjab,Sangrur,33,34,19,11,0,11,21,15,6,1,5,2,66,109,42,67,0,28,149,0,3,197,7,14,1,43,0,79,333,1155
Punjab,Tarn Taran,38,36,5,19,0,19,11,5,6,0,1,0,30,57,17,40,0,9,69,6,0,132,3,20,0,12,0,50,175,673
Punjab,Total,713,723,216,398,0,398,478,329,149,27,103,85,1933,2924,1151,1773,1,306,2934,73,55,4267,99,308,43,729,0,2283,8438,27136
Rajasthan,Ajmer,43,54,2,26,0,26,89,89,0,0,2,33,339,859,372,487,46,31,313,11,18,370,11,61,3,339,0,352,2859,5861
Rajasthan,Alwar,78,93,5,52,0,52,86,61,25,1,16,42,143,1094,462,632,157,33,463,2,27,1973,31,110,0,297,0,336,1882,6921
Rajasthan,Banswara,26,15,0,29,0,29,33,29,4,0,0,9,77,105,33,72,119,2,53,0,19,1088,7,83,1,56,0,82,622,2426
Rajasthan,Baran,34,80,0,45,0,45,47,39,8,0,2,9,91,258,66,192,23,5,122,3,20,389,3,121,0,212,0,69,1444,2977
Rajasthan,Barmer,27,28,1,19,0,19,26,20,6,0,0,3,88,186,59,127,20,4,107,3,15,647,13,86,0,72,0,125,1009,2479
Rajasthan,Bharatpur,91,111,1,46,0,46,88,58,30,4,2,23,63,772,228,544,2,16,312,2,32,798,35,44,0,220,0,195,3807,6664
Rajasthan,Bhilwara,35,48,8,39,0,39,136,102,34,3,2,43,265,829,335,494,130,8,339,2,27,105,14,87,0,293,0,216,2476,5105
Rajasthan,Bikaner,39,86,0,30,0,30,20,20,0,2,0,14,147,362,107,255,0,12,185,1,14,362,12,67,0,199,0,162,1704,3418
Rajasthan,Bundi,20,75,0,41,0,41,70,58,12,0,0,8,89,244,89,155,40,7,80,1,8,889,5,105,0,166,0,111,1184,3143
Rajasthan,Chittorgarh,52,55,3,61,0,61,133,102,31,1,6,30,256,557,182,375,135,19,287,7,36,1858,7,118,1,335,0,210,1508,5675
Rajasthan,Churu,19,33,1,18,0,18,28,19,9,1,0,8,78,144,34,110,17,8,162,0,13,687,7,60,0,149,0,100,725,2258
Rajasthan,Dausa,27,21,0,12,0,12,30,16,14,2,0,7,77,552,225,327,58,13,139,4,10,52,13,12,0,83,0,177,2161,3450
Rajasthan,Dholpur,31,87,1,25,0,25,53,35,18,6,1,16,50,273,76,197,39,16,104,0,13,1315,17,30,0,98,0,107,618,2900
Rajasthan,Dungarpur,21,11,1,9,0,9,31,30,1,1,0,9,36,50,11,39,83,6,35,0,14,109,3,39,0,50,0,96,864,1468
Rajasthan,G.R.P.,4,3,0,2,0,2,2,2,0,1,1,9,0,467,14,453,4,0,7,1,0,5,0,15,1,0,0,2,392,916
Rajasthan,Ganganagar,59,114,0,45,0,45,53,47,6,0,0,17,215,454,118,336,7,25,469,3,15,1067,10,58,0,373,0,134,1737,4855
Rajasthan,Hanumangarh,48,79,0,36,0,36,28,18,10,0,1,11,117,238,46,192,0,10,297,2,8,415,12,58,0,235,0,100,1490,3185
Rajasthan,Jaipur,88,95,6,82,0,82,211,163,48,3,7,49,821,4041,1935,2106,489,213,1844,23,47,1714,40,212,5,538,0,994,8771,20293
Rajasthan,Jaisalmer,7,0,1,2,0,2,9,4,5,1,0,3,61,115,19,96,14,2,31,0,2,0,5,16,0,16,0,32,425,742
Rajasthan,Jalore,15,22,0,5,0,5,22,14,8,1,0,2,75,139,26,113,10,3,109,2,15,44,5,42,0,59,0,86,1452,2108
Rajasthan,Jhalawar,40,87,1,40,0,40,68,46,22,4,25,21,127,377,134,243,106,11,105,2,53,1000,6,160,6,199,0,103,1017,3558
Rajasthan,Jhunjhunu,27,13,0,31,0,31,29,15,14,0,2,7,119,261,46,215,81,8,166,0,33,139,11,45,0,98,0,126,2159,3355
Rajasthan,Jodhpur,47,102,1,29,0,29,75,58,17,1,0,52,340,1238,552,686,63,26,599,6,20,1805,16,98,5,221,0,288,1424,6456
Rajasthan,Karauli,26,20,2,22,0,22,62,41,21,1,2,5,40,380,153,227,4,10,138,2,14,98,14,40,0,116,0,82,2088,3166
Rajasthan,Kota,44,303,5,40,0,40,109,93,16,2,5,43,293,1118,540,578,25,26,429,3,23,470,5,154,1,361,0,212,3102,6773
Rajasthan,Nagaur,38,27,4,33,0,33,43,40,3,1,0,11,169,350,93,257,8,3,249,1,25,176,15,169,0,136,0,171,2449,4078
Rajasthan,Pali,33,35,3,36,0,36,68,59,9,2,0,14,206,329,74,255,34,21,199,2,15,30,8,145,1,211,0,231,3070,4693
Rajasthan,Rajsamand,18,19,0,8,0,8,47,37,10,0,1,7,70,179,53,126,36,10,103,2,12,1096,0,29,2,117,0,141,421,2318
Rajasthan,Sawai Madhopur,18,33,1,23,0,23,36,29,7,1,0,12,92,381,156,225,2,9,106,1,11,18,8,28,0,114,0,68,2097,3059
Rajasthan,Sikar,51,46,0,21,0,21,68,44,24,0,0,7,176,381,97,284,102,6,165,0,37,417,12,22,0,137,0,228,2347,4223
Rajasthan,Sirohi,30,24,2,23,0,23,24,21,3,1,0,16,110,167,37,130,82,11,102,0,14,656,4,51,0,104,0,133,578,2132
Rajasthan,Tonk,24,26,1,18,0,18,64,52,12,1,1,7,88,368,142,226,107,11,179,0,9,1332,1,37,1,188,0,132,1249,3844
