Category (Col. 1),State/UT (Col. 2),Mid-Year Projected Female Population(In Lakhs) (Col. 3),Rape (Section 376 IPC) - Rape (Total) - I (Col. 4),Rape (Section 376 IPC) - Rape (Total) - V (Col. 5),Rape (Section 376 IPC) - Rape (Total) - R (Col. 6),Rape (Section 376 IPC) - Custodial Rape - Custodial Rape (Total) - I (Col. 7),Rape (Section 376 IPC) - Custodial Rape - Custodial Rape (Total) - V (Col. 8),Rape (Section 376 IPC) - Custodial Rape - Custodial Rape (Total) - R (Col. 9),Rape (Section 376 IPC) - Custodial Rape - Gang Rape - I (Col. 10),Rape (Section 376 IPC) - Custodial Rape - Gang Rape - V (Col. 11),Rape (Section 376 IPC) - Custodial Rape - Gang Rape - R (Col. 12),Rape (Section 376 IPC) - Custodial Rape - Other Rape - I (Col. 13),Rape (Section 376 IPC) - Custodial Rape - Other Rape - V (Col. 14),Rape (Section 376 IPC) - Custodial Rape - Other Rape - R (Col. 15),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Rape Other Than Custodial (Total) - I (Col. 16),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Rape Other Than Custodial (Total) - V (Col. 17),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Rape Other Than Custodial (Total) - R (Col. 18),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Gang Rape - I (Col. 19),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Gang Rape - V (Col. 20),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Gang Rape - R (Col. 21),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Other Rape - I (Col. 22),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Other Rape - V (Col. 23),Rape (Section 376 IPC) (Concluded) - Rape Other than Custodial - Other Rape - R (Col. 24),Attempt to Commit Rape - I (Col. 25),Attempt to Commit Rape - V (Col. 26),Attempt to Commit Rape - R (Col. 27),"Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women (Total) - I (Col. 28)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women (Total) - V (Col. 29)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women (Total) - R (Col. 30)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Female - I (Col. 31)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Female - V (Col. 32)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Female - R (Col. 33)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - K & A for Murder of Female - I (Col. 34)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - K & A for Murder of Female - V (Col. 35)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - K & A for Murder of Female - R (Col. 36)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction for Ransom of Female - I (Col. 37)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction for Ransom of Female - V (Col. 38)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction for Ransom of Female - R (Col. 39)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women to Compel Her for Marriage - I (Col. 40)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women to Compel Her for Marriage - V (Col. 41)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction of Women to Compel Her for Marriage - R (Col. 42)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction (Female) Others - I (Col. 43)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction (Female) Others - V (Col. 44)","Kidnapping & Abduction (Section 363,364,364A, 366 IPC) of Women - Kidnapping & Abduction (Female) Others - R (Col. 45)",Dowry Deaths - I (Col. 46),Dowry Deaths - V (Col. 47),Dowry Deaths - R (Col. 48),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Assault On Women With Intent To Outrage Her Modesty (Total) - I (Col. 49),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Assault On Women With Intent To Outrage Her Modesty (Total) - V (Col. 50),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Assault On Women With Intent To Outrage Her Modesty (Total) - R (Col. 51),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Sexual Harassment - I (Col. 52),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Sexual Harassment - V (Col. 53),Assault On Women With Intent To Outrage Her Modesty (Section 354 IPC) - Sexual Harassment - R (Col. 54),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Assault or Use of Criminal Force to Women With Intent to Disrobe - I (Col. 55),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Assault or Use of Criminal Force to Women With Intent to Disrobe - V (Col. 56),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Assault or Use of Criminal Force to Women With Intent to Disrobe - R (Col. 57),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Voyeurism - I (Col. 58),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Voyeurism - V (Col. 59),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Voyeurism - R (Col. 60),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Stalking - I (Col. 61),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Stalking - V (Col. 62),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Stalking - R (Col. 63),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Others - I (Col. 64),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Others - V (Col. 65),Assault on Women with intent to outrage her Modesty (Section 354 IPC) - Others - R (Col. 66),Insult to Modesty of Women (Section 509 IPC) - Insult to Modesty of Women (Total) - I (Col. 67),Insult to Modesty of Women (Section 509 IPC) - Insult to Modesty of Women (Total) - V (Col. 68),Insult to Modesty of Women (Section 509 IPC) - Insult to Modesty of Women (Total) - R (Col. 69),Insult to Modesty of Women (Section 509 IPC) - At Office Premises - I (Col. 70),Insult to Modesty of Women (Section 509 IPC) - At Office Premises - V (Col. 71),Insult to Modesty of Women (Section 509 IPC) - At Office Premises - R (Col. 72),Insult to Modesty of Women (Section 509 IPC) - Other Places Related To Work - I (Col. 73),Insult to Modesty of Women (Section 509 IPC) - Other Places Related To Work - V (Col. 74),Insult to Modesty of Women (Section 509 IPC) - Other Places Related To Work - R (Col. 75),Insult to Modesty of Women (Section 509 IPC) - In Public Transport system - I (Col. 76),Insult to Modesty of Women (Section 509 IPC) - In Public Transport system - V (Col. 77),Insult to Modesty of Women (Section 509 IPC) - In Public Transport system - R (Col. 78),Insult to Modesty of Women - (Section 509 IPC) - Places other than previous columns - I (Col. 79),Insult to Modesty of Women - (Section 509 IPC) - Places other than previous columns - V (Col. 80),Insult to Modesty of Women - (Section 509 IPC) - Places other than previous columns - R (Col. 81),Cruelty By Husband Or His Relatives - (Section 498-A IPC) - I (Col. 82),Cruelty By Husband Or His Relatives - (Section 498-A IPC) - V (Col. 83),Cruelty By Husband Or His Relatives - (Section 498-A IPC) - R (Col. 84),Importation of Girls from Foreign Country - (Section 366-B IPC) - upto 21 Years - I (Col. 85),Importation of Girls from Foreign Country - (Section 366-B IPC) - upto 21 Years - V (Col. 86),Importation of Girls from Foreign Country - (Section 366-B IPC) - upto 21 Years - R (Col. 87),Abetment of Suicide of Women - (Section 306 IPC) - I (Col. 88),Abetment of Suicide of Women - (Section 306 IPC) - V (Col. 89),Abetment of Suicide of Women - (Section 306 IPC) - R (Col. 90),"Dowry Prohibition Act, 1961 - I (Col. 91)","Dowry Prohibition Act, 1961 - V (Col. 92)","Dowry Prohibition Act, 1961 - R (Col. 93)","Indecent Representation of Women (Prohibition) Act, 1986 - I (Col. 94)","Indecent Representation of Women (Prohibition) Act, 1986 - V (Col. 95)","Indecent Representation of Women (Prohibition) Act, 1986 - R (Col. 96)","Commission of Sati Prevention Act, 1987 - I (Col. 97)","Commission of Sati Prevention Act, 1987 - V (Col. 98)","Commission of Sati Prevention Act, 1987 - R (Col. 99)","Protection of Women From Domestic Violence Act, 2005 - I (Col. 100)","Protection of Women From Domestic Violence Act, 2005 - V (Col. 101)","Protection of Women From Domestic Violence Act, 2005 - R (Col. 102)",Immoral Traffic (Prevention) Act - Immoral Traffic (Prevention) Act (Total) - I (Col. 103),Immoral Traffic (Prevention) Act - Immoral Traffic (Prevention) Act (Total) - V (Col. 104),Immoral Traffic (Prevention) Act - Immoral Traffic (Prevention) Act (Total) - R (Col. 105),Immoral Traffic (Prevention) Act - Under ITP Section 5 - I (Col. 106),Immoral Traffic (Prevention) Act - Under ITP Section 5 - V (Col. 107),Immoral Traffic (Prevention) Act - Under ITP Section 5 - R (Col. 108),Immoral Traffic (Prevention) Act - Under ITP Section 6 - I (Col. 109),Immoral Traffic (Prevention) Act - Under ITP Section 6 - V (Col. 110),Immoral Traffic (Prevention) Act - Under ITP Section 6 - R (Col. 111),Immoral Traffic (Prevention) Act - Under ITP Section 7 - I (Col. 112),Immoral Traffic (Prevention) Act - Under ITP Section 7 - V (Col. 113),Immoral Traffic (Prevention) Act - Under ITP Section 7 - R (Col. 114),Immoral Traffic (Prevention) Act - Under ITP Section 8 - I (Col. 115),Immoral Traffic (Prevention) Act - Under ITP Section 8 - V (Col. 116),Immoral Traffic (Prevention) Act - Under ITP Section 8 - R (Col. 117),Immoral Traffic (Prevention) Act - Other Sections of ITP Act - I (Col. 118),Immoral Traffic (Prevention) Act - Other Sections of ITP Act - V (Col. 119),Immoral Traffic (Prevention) Act - Other Sections of ITP Act - R (Col. 120),Total Crimes Against Women - I (Col. 121),Total Crimes Against Women - V (Col. 122),Total Crimes Against Women - R (Col. 123)
State,Sikkim,3,5,5,1.7,0,0,0,0,0,0,0,0,0,5,5,1.7,0,0,0,5,5,1.7,1,1,0.3,21,23,7,20,22,6.6,0,0,0,0,0,0,1,1,0.3,0,0,0,1,1,0.3,21,21,7,5,5,1.7,0,0,0,1,1,0.3,4,4,1.3,11,11,3.7,2,2,0.7,0,0,0,0,0,0,0,0,0,2,2,0.7,2,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,53,55,17.6
State,Tamil Nadu,344.8,421,421,1.2,0,0,0,0,0,0,0,0,0,421,421,1.2,4,4,0,417,417,1.2,29,29,0.1,1335,1344,3.9,133,140,0.4,1,1,0,6,7,0,1104,1104,3.2,91,92,0.3,65,65,0.2,1163,1164,3.4,197,197,0.6,38,38,0.1,9,9,0,11,11,0,908,909,2.6,20,20,0.1,0,0,0,0,0,0,0,0,0,20,20,0.1,1900,1908,5.5,0,0,0,79,79,0.2,333,333,1,7,7,0,0,0,0,4,4,0,491,666,1.4,337,479,1,31,43,0.1,44,57,0.1,13,NA,0,66,87,0.2,5847,6040,17
State,Telangana,182.1,1105,1105,6.1,0,0,0,0,0,0,0,0,0,1105,1105,6.1,26,26,0.1,1079,1079,5.9,43,43,0.2,648,676,3.6,201,216,1.1,1,1,0,13,13,0.1,291,291,1.6,142,155,0.8,262,263,1.4,3608,3622,19.8,620,623,3.4,200,200,1.1,52,52,0.3,766,767,4.2,1970,1980,10.8,1288,1291,7.1,32,32,0.2,169,170,0.9,179,180,1,908,909,5,7329,7329,40.3,0,0,0,590,592,3.2,2,2,0,2,2,0,0,0,0,6,7,0,252,280,1.4,214,242,1.2,0,0,0,1,1,0,0,NA,0,37,37,0.2,15135,15212,83.1
State,Tripura,18.6,213,213,11.5,0,0,0,0,0,0,0,0,0,213,213,11.5,10,10,0.5,203,203,10.9,38,38,2,120,120,6.5,10,10,0.5,0,0,0,0,0,0,56,56,3,54,54,2.9,28,28,1.5,352,354,19,28,28,1.5,169,171,9.1,0,0,0,0,0,0,155,155,8.3,6,6,0.3,0,0,0,1,1,0.1,0,0,0,5,5,0.3,501,502,27,0,0,0,7,7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1,2,2,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,1267,1270,68.2
State,Uttar Pradesh,1021.2,3025,3029,3,91,91,0.1,4,4,0,87,87,0.1,2934,2938,2.9,458,459,0.4,2476,2479,2.4,422,422,0.4,10135,10156,9.9,1428,1435,1.4,73,73,0.1,3,4,0,8290,8303,8.1,341,341,0.3,2335,2338,2.3,7885,7885,7.7,5925,5925,5.8,1093,1093,1.1,61,61,0.1,519,519,0.5,287,287,0.3,11,11,0,0,0,0,10,10,0,1,1,0,0,0,0,8660,8660,8.5,0,0,0,251,251,0.2,2766,2766,2.7,0,0,0,0,0,0,4,4,0,33,53,0,30,51,0,1,1,0,1,1,0,1,NA,0,0,0,0,35527,35575,34.8
State,Uttarakhand,51.6,283,283,5.5,2,2,0,0,0,0,2,2,0,281,281,5.4,9,9,0.2,272,272,5.3,10,10,0.2,336,362,6.5,98,124,1.9,0,0,0,0,0,0,33,33,0.6,205,205,4,54,54,1,318,319,6.2,51,51,1,17,17,0.3,6,6,0.1,15,15,0.3,229,230,4.4,12,12,0.2,0,0,0,0,0,0,0,0,0,12,12,0.2,407,407,7.9,2,2,0,1,1,0,12,12,0.2,0,0,0,0,0,0,0,0,0,18,24,0.3,13,18,0.3,0,0,0,1,2,0,0,NA,0,4,4,0.1,1453,1486,28.2
State,West Bengal,452.5,1199,1199,2.6,1,1,0,0,0,0,1,1,0,1198,1198,2.6,109,109,0.2,1089,1089,2.4,1551,1551,3.4,3938,3940,8.7,1429,1430,3.2,17,17,0,24,24,0.1,1309,1309,2.9,1159,1160,2.6,498,499,1.1,5069,5112,11.2,674,692,1.5,1054,1068,2.3,93,95,0.2,231,232,0.5,3017,3025,6.7,455,460,1,6,6,0,8,9,0,4,4,0,437,441,1,20163,20169,44.6,4,4,0,233,233,0.5,4,4,0,1,1,0,0,0,0,2,2,0,101,172,0.2,35,105,0.1,3,6,0,1,1,0,23,NA,0.1,39,60,0.1,33218,33346,73.4
TOTAL (STATES),TOTAL (STATES),5957.4,32328,32437,5.4,95,95,0,4,4,0,91,91,0,32233,32342,5.4,2016,2028,0.3,30217,30314,5.1,4384,4389,0.7,54754,55901,9.2,14216,14916,2.4,117,119,0,93,95,0,31715,31818,5.3,8613,8953,1.4,7505,7517,1.3,76871,77202,12.9,22833,22911,3.8,8056,8101,1.4,768,775,0.1,5119,5132,0.9,40095,40283,6.7,7167,7184,1.2,83,83,0,485,487,0.1,295,296,0,6304,6318,1.1,109731,109876,18.4,6,6,0,4027,4052,0.7,9862,9952,1.7,39,39,0,0,0,0,455,462,0.1,2420,3031,0.4,1189,1797,0.2,79,109,0,176,247,0,288,NA,0,688,878,0.1,309549,312048,52
UT,A & N Islands,2.7,36,36,13.5,0,0,0,0,0,0,0,0,0,36,36,13.5,1,1,0.4,35,35,13.2,0,0,0,21,22,7.9,21,22,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,21.4,23,23,8.6,2,2,0.8,1,1,0.4,5,5,1.9,26,26,9.8,5,5,1.9,0,0,0,0,0,0,0,0,0,5,5,1.9,14,14,5.3,0,0,0,1,1,0.4,0,0,0,0,0,0,0,0,0,2,2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,136,137,51.1
UT,Chandigarh,7.1,72,72,10.1,0,0,0,0,0,0,0,0,0,72,72,10.1,4,4,0.6,68,68,9.5,6,6,0.8,165,171,23.1,97,100,13.6,0,0,0,0,0,0,56,59,7.8,12,12,1.7,5,5,0.7,76,76,10.6,22,22,3.1,2,2,0.3,1,1,0.1,13,13,1.8,38,38,5.3,10,10,1.4,0,0,0,1,1,0.1,1,1,0.1,8,8,1.1,126,126,17.6,0,0,0,3,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,463,469,64.8
UT,D&N Haveli,1.9,8,8,4.1,0,0,0,0,0,0,0,0,0,8,8,4.1,0,0,0,8,8,4.1,0,0,0,9,9,4.6,9,9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,5,5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,25,25,12.9
UT,Daman & Diu,1.1,5,5,4.7,0,0,0,0,0,0,0,0,0,5,5,4.7,0,0,0,5,5,4.7,0,0,0,13,13,12.3,9,9,8.5,0,0,0,0,0,0,3,3,2.8,1,1,0.9,0,0,0,7,9,6.6,3,3,2.8,0,0,0,0,0,0,2,2,1.9,2,4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,28,30,26.4
UT,Delhi UT,92.8,2199,2210,23.7,0,0,0,0,0,0,0,0,0,2199,2210,23.7,92,92,1,2107,2118,22.7,46,46,0.5,4301,4521,46.3,3736,3907,40.3,0,0,0,5,5,0.1,3,3,0,557,606,6,122,122,1.3,5367,5412,57.8,1150,1155,12.4,547,553,5.9,65,66,0.7,1124,1128,12.1,2481,2510,26.7,1492,1497,16.1,36,36,0.4,228,228,2.5,19,19,0.2,1209,1214,13,3521,3521,37.9,0,0,0,29,29,0.3,20,20,0.2,0,0,0,0,0,0,4,4,0,3,6,0,3,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,17104,17388,184.3
UT,Lakshadweep,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14.6,1,1,2.4,0,0,0,0,0,0,0,0,0,1,1,2.4,2,2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,9,9,22
UT,Puducherry,7.4,3,3,0.4,0,0,0,0,0,0,0,0,0,3,3,0.4,0,0,0,3,3,0.4,1,1,0.1,14,15,1.9,13,14,1.8,0,0,0,0,0,0,1,1,0.1,0,0,0,1,1,0.1,33,33,4.5,10,10,1.4,6,6,0.8,3,3,0.4,3,3,0.4,11,11,1.5,10,10,1.4,0,0,0,0,0,0,0,0,0,10,10,1.4,4,4,0.5,0,0,0,0,0,0,12,12,1.6,1,1,0.1,0,0,0,0,0,0,1,1,0.1,1,1,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,80,81,10.9
TOTAL (UTS),TOTAL (UTS),113.4,2323,2334,20.5,0,0,0,0,0,0,0,0,0,2323,2334,20.5,97,97,0.9,2226,2237,19.6,53,53,0.5,4523,4751,39.9,3885,4061,34.3,0,0,0,5,5,0,63,66,0.6,570,619,5,129,129,1.1,5551,5598,49,1208,1213,10.7,557,563,4.9,70,71,0.6,1147,1151,10.1,2569,2600,22.7,1518,1523,13.4,36,36,0.3,229,229,2,20,20,0.2,1233,1238,10.9,3672,3672,32.4,0,0,0,33,33,0.3,32,32,0.3,1,1,0,0,0,0,6,6,0.1,4,7,0,4,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,17845,18139,157.4
TOTAL (ALL INDIA),TOTAL (ALL INDIA),6070.8,34651,34771,5.7,95,95,0,4,4,0,91,91,0,34556,34676,5.7,2113,2125,0.3,32443,32551,5.3,4437,4442,0.7,59277,60652,9.8,18101,18977,3,117,119,0,98,100,0,31778,31884,5.2,9183,9572,1.5,7634,7646,1.3,82422,82800,13.6,24041,24124,4,8613,8664,1.4,838,846,0.1,6266,6283,1,42664,42883,7,8685,8707,1.4,119,119,0,714,716,0.1,315,316,0.1,7537,7556,1.2,113403,113548,18.7,6,6,0,4060,4085,0.7,9894,9984,1.6,40,40,0,0,0,0,461,468,0.1,2424,3038,0.4,1193,1804,0.2,79,109,0,176,247,0,288,NA,0,688,878,0.1,327394,330187,53.9
