Category,States/ UTs,District,Murder (Sec.302&303 IPC),Attempt to Commit Murder (Sec.307 IPC),C.H. not Amounting to Murder (Sec.304&308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 - 402 IPC),"Robbery (Sec. 392 - 394, 397 & 398 IPC)","Burglary (Sec. 449 - 452, 454, 455, 457 - 460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 - 409 IPC),"Cheating (Sec. 419, 420 IPC)","CounterFeiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
State,Uttar Pradesh,Unnao,94,61,37,30,0,30,68,61,7,6,0,32,41,165,58,107,45,36,51,3,0,155,52,37,26,61,0,137,423,1560
State,Uttar Pradesh,Varanasi,66,61,21,20,0,20,50,38,12,2,0,44,182,917,687,230,119,114,257,14,2,269,35,20,120,197,0,79,1195,3784
State,Uttar Pradesh,Total,5000,4424,1616,1648,0,1648,4478,3363,1115,437,82,2169,5057,22816,10859,11957,4495,3639,8399,337,268,10694,2076,2522,2882,7650,0,7655,51914,150258
State,Uttarakhand,Almora,19,9,2,6,0,6,0,0,0,2,0,10,35,42,2,40,11,1,6,3,4,25,5,4,0,11,0,14,90,299
State,Uttarakhand,Bageshwar,10,1,0,3,0,3,0,0,0,0,0,2,8,8,0,8,5,1,5,0,0,3,2,6,2,4,0,9,40,109
State,Uttarakhand,Chamoli,15,9,0,10,0,10,7,6,1,0,0,1,28,26,1,25,19,8,8,0,3,21,2,5,0,5,0,25,29,221
State,Uttarakhand,Champawat,5,0,2,2,0,2,2,2,0,0,0,3,7,13,1,12,3,0,2,2,2,13,0,1,0,2,0,9,16,84
State,Uttarakhand,Dehradun,37,50,6,29,0,29,60,58,2,7,2,25,148,396,134,262,98,47,237,17,2,250,3,45,23,126,0,135,462,2205
State,Uttarakhand,Haridwar,55,59,13,28,0,28,72,59,13,19,3,70,102,472,210,262,99,43,259,6,9,352,16,31,31,170,0,198,427,2534
State,Uttarakhand,Nainital,26,19,6,6,0,6,25,24,1,7,0,13,38,176,60,116,28,7,34,5,0,39,12,4,0,17,0,102,319,883
State,Uttarakhand,Pauri Garhwal,19,7,1,7,0,7,11,11,0,0,0,3,27,49,10,39,12,9,10,0,4,75,7,4,4,24,0,39,107,419
State,Uttarakhand,Pithoragarh,9,2,4,9,0,9,9,9,0,1,0,8,33,33,2,31,11,3,7,1,4,40,3,11,0,11,0,0,142,341
State,Uttarakhand,Rudra Prayag,6,6,2,1,0,1,5,5,0,0,0,3,17,20,0,20,8,1,6,0,0,9,5,6,0,6,0,12,21,134
State,Uttarakhand,Tehri Garhwal,11,7,5,2,0,2,4,4,0,0,0,9,14,37,3,34,18,5,17,1,1,12,3,2,2,7,0,24,67,248
State,Uttarakhand,Udhamsingh Nagar,54,56,8,12,0,12,49,41,8,10,1,23,74,292,141,151,133,36,99,4,0,42,9,21,0,67,0,41,872,1903
State,Uttarakhand,Uttarkashi,2,3,1,2,0,2,9,8,1,0,0,3,17,29,1,28,14,2,7,0,8,5,3,6,1,13,0,0,94,219
State,Uttarakhand,Total,268,228,50,117,0,117,253,227,26,46,6,173,548,1593,565,1028,459,163,697,39,37,886,70,146,63,463,0,608,2686,9599
State,West Bengal,24 Parganas North,194,6,46,231,0,231,236,236,0,13,238,18,14,1183,269,914,545,5,210,3,10,281,53,187,2,1696,0,113,3917,9201
State,West Bengal,24 Parganas South,158,123,48,205,0,205,241,176,65,14,323,39,20,1440,322,1118,325,94,123,11,7,218,67,205,4,1398,2,4,3787,8856
State,West Bengal,Asansol,26,2,8,15,0,15,18,10,8,3,63,9,1,145,45,100,18,1,57,1,1,109,11,20,1,242,0,61,679,1491
State,West Bengal,Bankura,49,32,6,44,0,44,14,12,2,5,21,20,7,157,16,141,87,19,21,5,7,166,24,43,1,147,0,122,332,1329
State,West Bengal,Birbhum,66,15,21,53,0,53,31,26,5,10,31,14,13,263,49,214,199,10,34,4,14,203,9,44,0,195,0,176,463,1868
State,West Bengal,Burdwan,122,14,30,69,0,69,54,51,3,13,24,28,18,517,185,332,212,4,103,7,4,179,31,135,1,489,0,892,1438,4384
State,West Bengal,Coochbehar,34,10,7,139,0,139,68,60,8,1,2,8,15,160,33,127,50,13,25,5,1,105,6,122,0,320,0,82,878,2051
State,West Bengal,Dakshin Dinajpur,34,78,7,46,0,46,47,34,13,0,6,4,5,92,14,78,30,11,10,3,3,89,10,93,2,199,0,80,435,1284
State,West Bengal,Darjeeling,31,2,19,48,0,48,36,34,2,5,32,7,10,473,90,383,28,22,16,6,4,638,2,37,2,84,0,123,248,1873
State,West Bengal,Hooghly,90,97,32,57,0,57,46,45,1,12,73,24,39,631,122,509,281,38,21,1,11,305,16,48,0,549,0,204,1057,3632
State,West Bengal,Howrah,69,16,10,45,0,45,83,70,13,4,61,17,8,635,157,478,180,23,152,1,7,463,33,87,6,422,0,301,1450,4073
State,West Bengal,Howrah G.r.p.,9,4,1,1,0,1,3,2,1,0,8,5,0,401,0,401,3,0,4,0,1,7,0,4,0,0,0,0,42,493
State,West Bengal,Jalpaiguri,122,56,40,235,0,235,202,170,32,5,10,35,55,1538,95,1443,69,86,46,6,5,490,14,211,1,632,0,207,2589,6654
State,West Bengal,Kharagpur G.r.p.,3,0,0,0,0,0,2,2,0,2,0,0,127,0,127,2,0,0,0,0,0,0,2,0,0,0,6,25,170,170
State,West Bengal,Kolkata,36,71,12,44,0,44,114,88,26,2,63,74,114,2924,621,2303,220,222,1126,14,0,1241,8,189,58,296,3,459,3611,10901
State,West Bengal,Malda,88,63,23,103,0,103,73,67,6,4,19,15,12,273,103,170,35,6,24,17,0,306,11,103,13,266,0,2,719,2175
State,West Bengal,Murshidabad,132,61,30,369,0,369,140,123,17,10,52,17,10,655,103,552,212,7,91,20,11,720,32,250,6,945,0,246,1227,5243
State,West Bengal,Nadia,99,69,9,183,0,183,175,175,0,18,44,14,7,863,51,812,193,0,214,8,9,988,42,249,0,861,0,217,1361,5623
State,West Bengal,Paschim Midnapur,105,39,14,60,0,60,61,61,0,44,31,19,328,44,284,204,46,53,4,9,131,31,83,1,407,0,4,1249,2933,2933
State,West Bengal,Purab Midnapur,76,41,12,41,0,41,75,75,0,0,10,19,242,37,205,741,43,29,2,3,12,24,36,1,373,0,320,991,3099,3099
State,West Bengal,Purulia,46,0,6,38,0,38,14,14,0,0,14,12,3,184,9,175,58,4,24,0,1,1,14,70,0,196,0,0,700,1385
State,West Bengal,Sealdah G.r.p.,6,7,0,3,0,3,4,4,0,5,6,5,0,164,0,164,8,2,7,1,0,19,1,4,0,0,0,0,27,269
State,West Bengal,Siliguri G.r.p.,4,1,0,1,0,1,1,0,1,2,0,0,0,57,0,57,2,1,0,0,0,0,0,1,0,0,0,0,26,96
State,West Bengal,Uttar Dinajpur,53,70,13,76,0,76,62,55,7,1,14,21,10,295,56,239,25,15,16,8,13,238,12,58,0,183,0,184,652,2019
State,West Bengal,Total,1652,877,394,2106,0,2106,1800,1590,210,146,1150,427,399,13747,2421,11326,3727,672,2406,127,121,6909,451,2281,99,9900,5,3803,27903,81102
Union Territory,A & N Islands,Andaman,15,19,1,3,0,3,12,9,3,5,0,9,87,112,8,104,16,7,23,1,11,96,1,21,2,18,0,4,326,789
Union Territory,A & N Islands,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,11,18
Union Territory,A & N Islands,Total,15,19,1,3,0,3,12,9,3,5,0,9,90,112,8,104,17,7,23,1,11,99,1,21,2,18,0,4,337,807
Union Territory,Chandigarh,Chandigarh,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,3643
Union Territory,Chandigarh,Total,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,3643
Union Territory,D & N Haveli,D&n Haveli,10,2,0,7,0,7,9,6,3,1,0,3,28,87,19,68,39,17,10,1,10,25,0,0,0,3,0,12,161,425
Union Territory,D & N Haveli,Total,10,2,0,7,0,7,9,6,3,1,0,3,28,87,19,68,39,17,10,1,10,25,0,0,0,3,0,12,161,425
Union Territory,Daman & Diu,Daman,12,6,0,1,0,1,0,0,0,3,1,1,41,37,26,11,26,5,6,0,2,14,1,0,0,1,0,29,24,210
Union Territory,Daman & Diu,Diu,0,1,0,0,0,0,1,1,0,0,0,1,5,6,2,4,5,0,0,6,1,6,0,0,0,2,0,3,13,50
Union Territory,Daman & Diu,Total,12,7,0,1,0,1,1,1,0,3,1,2,46,43,28,15,31,5,6,6,3,20,1,0,0,3,0,32,37,260
Union Territory,Delhi UT,Central,27,29,6,22,0,22,70,45,25,1,7,28,63,1069,538,531,4,41,149,1,1,136,6,38,9,91,0,8,1442,3248
Union Territory,Delhi UT,East,34,61,8,73,0,73,145,102,43,7,27,102,196,2239,1183,1056,17,35,201,4,3,218,16,112,24,202,0,18,2274,6016
Union Territory,Delhi UT,Grp(rly),3,0,0,4,0,4,12,8,4,0,8,2,1,795,40,755,0,1,13,2,0,10,0,4,1,0,0,2,68,926
Union Territory,Delhi UT,Igi Airport,1,0,0,0,0,0,3,0,3,0,0,6,1,144,26,118,1,4,411,1,0,0,0,8,3,1,0,0,78,662
Union Territory,Delhi UT,New Delhi,4,7,1,7,0,7,12,9,3,1,0,23,53,698,215,483,7,29,284,7,3,28,0,23,10,14,0,1,983,2195
Union Territory,Delhi UT,North,22,41,9,33,0,33,64,41,23,5,11,33,84,747,300,447,7,51,182,3,3,133,6,43,30,89,0,6,1750,3352
Union Territory,Delhi UT,North-east,66,74,9,89,0,89,241,200,41,2,11,55,206,1287,732,555,2,32,91,5,0,247,17,120,13,249,0,48,2257,5121
Union Territory,Delhi UT,North-west,57,52,11,51,0,51,208,120,88,4,22,63,272,1841,1206,635,6,31,199,2,1,141,7,64,3,151,0,10,1993,5189
Union Territory,Delhi UT,Outer,102,96,17,121,0,121,360,237,123,4,13,85,231,1216,700,516,12,20,98,0,4,226,29,100,12,208,0,46,2690,5690
Union Territory,Delhi UT,South,68,84,11,83,0,83,256,177,79,2,110,75,412,3179,1742,1437,19,102,348,6,5,193,22,169,36,275,0,67,4892,10414
Union Territory,Delhi UT,South-west,51,43,8,51,0,51,148,111,37,7,8,47,304,1802,960,842,9,41,154,2,8,147,19,85,14,222,0,18,3633,6821
Union Territory,Delhi UT,Stf,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,7,1,0,0,0,0,0,0,0,19,40
Union Territory,Delhi UT,West,60,37,64,0,64,169,117,52,0,14,11,38,232,2020,1232,788,3,64,3,199,2,257,16,102,12,285,0,28,2775,6391
Union Territory,Delhi UT,Total,495,530,598,0,598,1688,1167,521,34,94,229,557,2055,17037,8874,8163,87,451,41,2336,31,1736,138,868,167,1787,0,252,24854,56065
Union Territory,Lakshadweep,Lakshadweep,0,2,1,0,1,0,0,0,0,0,0,0,2,20,2,18,1,0,0,0,0,0,0,2,0,2,0,0,26,56
Union Territory,Lakshadweep,Total,0,2,1,0,1,0,0,0,0,0,0,0,2,20,2,18,1,0,0,0,0,0,0,2,0,2,0,0,26,56
Union Territory,Puducherry,Karaikal,4,9,3,0,3,5,4,1,0,0,0,0,15,87,39,48,29,1,0,6,7,179,0,33,6,1,0,45,336,766
Union Territory,Puducherry,Puducherry,30,33,6,0,6,15,10,5,1,2,2,8,71,700,459,241,116,5,1,39,11,725,2,56,26,16,0,222,2201,4288
Union Territory,Puducherry,Total,34,42,9,0,9,20,14,6,1,2,2,8,86,787,498,289,145,6,1,45,18,904,2,89,32,17,0,267,2537,5054
All-India,All-India,All-India,32318,27401,3644,20737,1,20736,27561,20416,7145,4579,3205,19136,91218,285043,100255,184788,59915,15531,65326,2204,9024,273067,8093,38734,10950,75930,61,86790,829206,1989673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,DHAM,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NAGAR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
